WKT,PERIMETER,LEVEL4,LEVEL2,LEVEL1,LEVEL3,XCentroid,YCentroid
"POINT (108424.730364 542478.88032)",5026.95534992000,01.004.011700.1,01.004,01,01.004.011700,108424.73036400000,542478.88032000000
"POINT (109350.110377 542452.825455)",3273.78136209000,01.004.011700.2,01.004,01,01.004.011700,109350.11037700000,542452.82545500004
"POINT (109903.933931 542170.30396599998)",3894.67260573000,01.004.011700.3,01.004,01,01.004.011700,109903.93393100001,542170.30396599998
"POINT (109349.30240099999 541446.69981)",4386.90257169000,01.004.011700.4,01.004,01,01.004.011700,109349.30240099999,541446.69981000002
"POINT (107661.932805 540476.128532)",4791.49469840000,01.004.011700.5,01.004,01,01.004.011700,107661.93280500000,540476.12853200000
"POINT (108417.633131 540534.18934699998)",5949.55842919000,01.004.011700.6,01.004,01,01.004.011700,108417.63313100000,540534.18934699998
"POINT (109821.119895 540670.758733)",4237.47943505000,01.004.011700.7,01.004,01,01.004.011700,109821.11989500000,540670.75873300002
"POINT (106924.495204 540224.319748)",3571.66254614000,01.004.011700.8,01.004,01,01.004.011700,106924.49520400001,540224.31974800001
"POINT (108853.38871 539910.94310499995)",6728.09697524000,01.004.011700.9,01.004,01,01.004.011700,108853.38871000000,539910.94310499995
"POINT (104455.60922899999 544250.808497)",25539.20858310000,01.004.011800.1,01.004,01,01.004.011800,104455.60922899999,544250.80849700002
"POINT (105448.616706 539945.28888699994)",17424.19589460000,01.004.011800.2,01.004,01,01.004.011800,105448.61670600000,539945.28888699994
"POINT (115321.83838338662 547286.509151128)",29226.76649080000,01.004.011900.1,01.004,01,01.004.011900,114878.97539000001,546223.63796700002
"POINT (113768.31987309882 541466.73091396806)",31415.57972440000,01.004.011900.2,01.004,01,01.004.011900,115716.91704400000,541732.44871000003
"POINT (109448.848197 538743.052504)",18876.97007460000,01.004.011900.3,01.004,01,01.004.011900,109448.84819700000,538743.05250400002
"POINT (148005.06295930079 541589.91042610712)",79951.18055490000,01.006.002500.1,01.006,01,01.006.002500,143528.49807199999,548677.80483100004
"POINT (150183.327671 548806.697108)",29335.46859940000,01.006.002500.2,01.006,01,01.006.002500,150183.32767100001,548806.69710800005
"POINT (140798.851529 532045.887298)",54624.14588360000,01.006.002500.3,01.006,01,01.006.002500,140798.85152900001,532045.88729800005
"POINT (153218.92503 548823.674598)",189136.15763000000,01.006.002600.1,01.006,01,01.006.002600,153218.92503000001,548823.67459800001
"POINT (162281.94031753385 531397.21205576696)",46527.35248030000,01.006.002600.2,01.006,01,01.006.002600,159297.56372599999,529905.02376000001
"POINT (179700.96812647561 571739.09134572768)",252443.68758299999,01.006.002700.1,01.006,01,01.006.002700,176343.54446100001,557190.25546200003
"POINT (69282.407729962317 513603.71508243104)",78914.84204270000,01.007.012000.1,01.007,01,01.007.012000,72771.47034940000,515436.95137400000
"POINT (111165.627856 524200.717966)",3684.77660727000,01.008.002900.1,01.008,01,01.008.002900,111165.62785600001,524200.71796600003
"POINT (110814.690713 523172.020953)",3890.82670830000,01.008.002900.2,01.008,01,01.008.002900,110814.69071300000,523172.02095300000
"POINT (111294.681353 523162.908689)",3898.70634347000,01.008.002900.3,01.008,01,01.008.002900,111294.68135300001,523162.90868900000
"POINT (111728.519588 523434.19210599997)",2463.20820282000,01.008.002900.4,01.008,01,01.008.002900,111728.51958800000,523434.19210599997
"POINT (111855.225176 522724.905118)",2543.98401130000,01.008.002900.5,01.008,01,01.008.002900,111855.22517600001,522724.90511800000
"POINT (110794.36995 521717.64465099998)",3826.44495693000,01.008.002900.6,01.008,01,01.008.002900,110794.36994999999,521717.64465099998
"POINT (111272.365257 521720.326592)",3834.00932104000,01.008.002900.7,01.008,01,01.008.002900,111272.36525700000,521720.32659200003
"POINT (94173.051955659073 539758.45210354333)",133838.43329200000,01.008.003500.1,01.008,01,01.008.003500,90069.53414230001,530432.27525499999
"POINT (100590.954073 534935.75585)",37146.84788900000,01.008.003500.2,01.008,01,01.008.003500,100590.95407300000,534935.75584999996
"POINT (100703.33739 529126.236319)",24360.25117370000,01.008.003500.3,01.008,01,01.008.003500,100703.33739000000,529126.23631900002
"POINT (112753.84651616278 534642.69790358143)",33825.57450430000,01.008.003600.1,01.008,01,01.008.003600,114171.00809500000,535351.27869299997
"POINT (105289.43189599999 536123.91118699999)",11227.07187660000,01.008.003600.2,01.008,01,01.008.003600,105289.43189599999,536123.91118699999
"POINT (106788.883633 534373.125383)",10215.92302190000,01.008.003600.3,01.008,01,01.008.003600,106788.88363300000,534373.12538300001
"POINT (108770.52695948545 535995.5671342907)",26592.23299080000,01.008.003600.4,01.008,01,01.008.003600,110276.26113699999,536349.85752900003
"POINT (104562.436984 534505.406861)",6915.05923004000,01.008.003700.1,01.008,01,01.008.003700,104562.43698400000,534505.40686100000
"POINT (103982.364078 534743.16600199998)",5455.84993750000,01.008.003700.2,01.008,01,01.008.003700,103982.36407800000,534743.16600199998
"POINT (105146.336994 534458.186445)",3519.29600470000,01.008.003700.3,01.008,01,01.008.003700,105146.33699400000,534458.18644500000
"POINT (106181.862804 533668.93830899999)",4778.06626404000,01.008.003700.4,01.008,01,01.008.003700,106181.86280400000,533668.93830899999
"POINT (104938.711734 533573.280655)",2929.01094187000,01.008.003700.5,01.008,01,01.008.003700,104938.71173400000,533573.28065500001
"POINT (105390.284602 533546.024606)",2690.06903957000,01.008.003700.6,01.008,01,01.008.003700,105390.28460200000,533546.02460600005
"POINT (103961.105514 533588.593109)",2651.40598346000,01.008.003700.7,01.008,01,01.008.003700,103961.10551400000,533588.59310900001
"POINT (106009.118881 533274.832162)",2877.43483839000,01.008.003700.8,01.008,01,01.008.003700,106009.11888100000,533274.83216200001
"POINT (103974.218633 533122.204567)",2947.14136927000,01.008.003700.9,01.008,01,01.008.003700,103974.21863300000,533122.20456700004
"POINT (105299.731074 532534.54931699997)",5477.03285317000,01.008.003800.1,01.008,01,01.008.003800,105299.73107400000,532534.54931699997
"POINT (105888.836685 532688.684248)",2673.62036228000,01.008.003800.2,01.008,01,01.008.003800,105888.83668500000,532688.68424800003
"POINT (106519.946004 532679.72342299996)",2789.47146844000,01.008.003800.3,01.008,01,01.008.003800,106519.94600400000,532679.72342299996
"POINT (103872.897528 531950.187)",5600.52778222000,01.008.003800.4,01.008,01,01.008.003800,103872.89752800000,531950.18700000003
"POINT (104244.828823 532394.678424)",2630.57626273000,01.008.003800.5,01.008,01,01.008.003800,104244.82882300000,532394.67842400004
"POINT (104828.33923 532182.151011)",3931.53146978000,01.008.003800.6,01.008,01,01.008.003800,104828.33923000000,532182.15101100004
"POINT (106451.533274 532066.73004599998)",2461.47203788000,01.008.003800.7,01.008,01,01.008.003800,106451.53327400000,532066.73004599998
"POINT (105002.190246 531075.774051)",5658.31402573000,01.008.003800.8,01.008,01,01.008.003800,105002.19024600000,531075.77405100001
"POINT (109616.231244 532771.39569799998)",5838.31374174000,01.008.003900.1,01.008,01,01.008.003900,109616.23124400000,532771.39569799998
"POINT (107937.99881 532636.380677)",2195.03884275000,01.008.003900.2,01.008,01,01.008.003900,107937.99881000000,532636.38067700004
"POINT (109168.404378 532194.94445099996)",2831.19617716000,01.008.003900.3,01.008,01,01.008.003900,109168.40437800001,532194.94445099996
"POINT (110453.953404 532141.718233)",2288.94739521000,01.008.003900.4,01.008,01,01.008.003900,110453.95340400000,532141.71823300002
"POINT (108657.946407 531976.03168)",2300.12707824000,01.008.003900.5,01.008,01,01.008.003900,108657.94640700000,531976.03168000001
"POINT (109114.189864 531733.699685)",2263.02878704000,01.008.003900.6,01.008,01,01.008.003900,109114.18986400000,531733.69968500000
"POINT (108346.615574 531942.77542)",2105.44888637000,01.008.003900.7,01.008,01,01.008.003900,108346.61557400000,531942.77541999996
"POINT (109798.627159 531732.86068799999)",2053.92113127000,01.008.003900.8,01.008,01,01.008.003900,109798.62715900000,531732.86068799999
"POINT (107993.523611 533371.05509)",4159.95579387000,01.008.003901.1,01.008,01,01.008.003900,107993.52361100000,533371.05509000004
"POINT (110444.767165 532805.84824199998)",3381.39206572000,01.008.003901.2,01.008,01,01.008.003900,110444.76716500000,532805.84824199998
"POINT (108522.640578 532565.66758899996)",2929.98163325000,01.008.003901.3,01.008,01,01.008.003900,108522.64057800001,532565.66758899996
"POINT (107299.856803 532295.797585)",3816.51370981000,01.008.003901.4,01.008,01,01.008.003900,107299.85680300000,532295.79758500005
"POINT (109804.000253 532125.893488)",2073.92511918000,01.008.003901.5,01.008,01,01.008.003900,109804.00025300001,532125.89348800003
"POINT (108017.11319 531961.677929)",2437.70007694000,01.008.003901.6,01.008,01,01.008.003900,108017.11319000000,531961.67792900000
"POINT (110432.205842 531731.288207)",2043.89496634000,01.008.003901.7,01.008,01,01.008.003900,110432.20584200000,531731.28820700001
"POINT (110454.97017099999 533514.90689099999)",3556.78337039000,01.008.003901.9,01.008,01,01.008.003900,110454.97017099999,533514.90689099999
"POINT (106106.252749 531432.30587699998)",4217.41995949000,01.008.004000.1,01.008,01,01.008.004000,106106.25274900001,531432.30587699998
"POINT (107400.979706 531161.221595)",5670.60887511000,01.008.004000.2,01.008,01,01.008.004000,107400.97970600000,531161.22159500001
"POINT (106074.759854 530719.17101199995)",3105.69126395000,01.008.004000.3,01.008,01,01.008.004000,106074.75985400000,530719.17101199995
"POINT (107647.813333 529975.055994)",6543.26949433000,01.008.004000.4,01.008,01,01.008.004000,107647.81333300000,529975.05599400005
"POINT (106291.922214 529878.666451)",4000.56335517000,01.008.004000.5,01.008,01,01.008.004000,106291.92221400001,529878.66645100003
"POINT (104805.357857 529876.36999299994)",3690.40177760000,01.008.004000.6,01.008,01,01.008.004000,104805.35785700000,529876.36999299994
"POINT (105531.317418 529832.23130099999)",3787.13230762000,01.008.004000.7,01.008,01,01.008.004000,105531.31741800001,529832.23130099999
"POINT (104865.439085 528841.719255)",4043.58281696000,01.008.004100.1,01.008,01,01.008.004100,104865.43908500001,528841.71925500000
"POINT (106570.452193 528883.404605)",5227.14078556000,01.008.004100.2,01.008,01,01.008.004100,106570.45219300000,528883.40460500005
"POINT (107925.970019 528934.81572399999)",5165.51968731000,01.008.004100.3,01.008,01,01.008.004100,107925.97001900000,528934.81572399999
"POINT (105640.323139 528860.21796899999)",4100.09052006000,01.008.004100.4,01.008,01,01.008.004100,105640.32313900000,528860.21796899999
"POINT (106514.415718 527531.59013799997)",7500.07193041000,01.008.004100.5,01.008,01,01.008.004100,106514.41571800000,527531.59013799997
"POINT (108004.028983 527997.261915)",4484.66136525000,01.008.004100.6,01.008,01,01.008.004100,108004.02898300000,527997.26191500004
"POINT (105070.141629 527536.12329)",7009.28797732000,01.008.004100.7,01.008,01,01.008.004100,105070.14162900001,527536.12329000002
"POINT (107993.69083199999 527149.466951)",4323.39850061000,01.008.004100.8,01.008,01,01.008.004100,107993.69083199999,527149.46695100004
"POINT (108585.037368 530941.74071699998)",3885.99925418000,01.008.004200.1,01.008,01,01.008.004200,108585.03736800000,530941.74071699998
"POINT (109190.103913 531300.317134)",1921.40714661000,01.008.004200.2,01.008,01,01.008.004200,109190.10391300000,531300.31713400001
"POINT (109181.523749 530811.355845)",1931.10396962000,01.008.004200.3,01.008,01,01.008.004200,109181.52374900000,530811.35584500001
"POINT (109104.589049 530300.496196)",2403.94669209000,01.008.004200.4,01.008,01,01.008.004200,109104.58904900000,530300.49619600002
"POINT (108910.48201399999 529764.73961699998)",2437.22767391000,01.008.004200.5,01.008,01,01.008.004200,108910.48201399999,529764.73961699998
"POINT (109229.038306 529648.309327)",2401.20004304000,01.008.004200.6,01.008,01,01.008.004200,109229.03830600000,529648.30932700005
"POINT (109787.896236 531293.736017)",2420.40201635000,01.008.004300.1,01.008,01,01.008.004300,109787.89623600000,531293.73601700005
"POINT (110506.224615 531288.59848799999)",2402.79330726000,01.008.004300.2,01.008,01,01.008.004300,110506.22461500000,531288.59848799999
"POINT (109784.560535 530805.81149899994)",2429.85330697000,01.008.004300.3,01.008,01,01.008.004300,109784.56053500000,530805.81149899994
"POINT (110500.627534 530922.47291899996)",1904.50183010000,01.008.004300.4,01.008,01,01.008.004300,110500.62753400000,530922.47291899996
"POINT (110504.375664 530678.47700399999)",1917.70874528000,01.008.004300.5,01.008,01,01.008.004300,110504.37566400001,530678.47700399999
"POINT (109773.139141 530190.95039)",2934.04834763000,01.008.004300.6,01.008,01,01.008.004300,109773.13914100001,530190.95039000001
"POINT (109954.031288 529581.513608)",1710.93240883000,01.008.004300.7,01.008,01,01.008.004300,109954.03128800000,529581.51360800001
"POINT (109592.266166 529580.883933)",1722.91560318000,01.008.004300.8,01.008,01,01.008.004300,109592.26616600000,529580.88393300003
"POINT (113819.04666199999 531291.064644)",16222.22092280000,01.008.004400.1,01.008,01,01.008.004400,113819.04666199999,531291.06464400003
"POINT (111246.894231 532274.819952)",4746.64514628000,01.008.004400.2,01.008,01,01.008.004400,111246.89423100000,532274.81995200005
"POINT (112141.303487 532005.53531499999)",4686.47234262000,01.008.004400.3,01.008,01,01.008.004400,112141.30348700000,532005.53531499999
"POINT (110998.285069 531802.38927799999)",2080.94711295000,01.008.004400.4,01.008,01,01.008.004400,110998.28506900001,531802.38927799999
"POINT (111110.347559 531291.60789099999)",1968.83201989000,01.008.004400.5,01.008,01,01.008.004400,111110.34755900000,531291.60789099999
"POINT (111541.090665 531286.831139)",1702.03559779000,01.008.004400.6,01.008,01,01.008.004400,111541.09066500000,531286.83113900002
"POINT (111102.78478 530810.67781699996)",1920.22050420000,01.008.004400.7,01.008,01,01.008.004400,111102.78478000000,530810.67781699996
"POINT (111533.870185 530802.975232)",1716.92905312000,01.008.004400.8,01.008,01,01.008.004400,111533.87018500001,530802.97523200000
"POINT (110498.475151 530312.876881)",2435.06213532000,01.008.004500.1,01.008,01,01.008.004500,110498.47515100001,530312.87688100000
"POINT (111099.002354 530320.241797)",1951.79959150000,01.008.004500.2,01.008,01,01.008.004500,111099.00235400000,530320.24179700005
"POINT (111528.672872 530322.975035)",1709.81294718000,01.008.004500.3,01.008,01,01.008.004500,111528.67287200000,530322.97503500001
"POINT (112514.508632 529830.266179)",4975.73608538000,01.008.004500.4,01.008,01,01.008.004500,112514.50863200000,529830.26617900003
"POINT (111259.770929 529723.326137)",3181.46273635000,01.008.004500.5,01.008,01,01.008.004500,111259.77092900001,529723.32613700000
"POINT (110672.56863 529661.548298)",2420.30388979000,01.008.004500.6,01.008,01,01.008.004500,110672.56862999999,529661.54829800001
"POINT (110328.830258 529739.57514299999)",2436.56641817000,01.008.004500.7,01.008,01,01.008.004500,110328.83025800000,529739.57514299999
"POINT (108924.61731099999 528898.577317)",2800.66403355000,01.008.004600.1,01.008,01,01.008.004600,108924.61731099999,528898.57731700002
"POINT (109641.750664 528890.30166899995)",3736.66985228000,01.008.004600.2,01.008,01,01.008.004600,109641.75066400001,528890.30166899995
"POINT (108916.347691 527991.75127699994)",2761.83738678000,01.008.004600.3,01.008,01,01.008.004600,108916.34769100000,527991.75127699994
"POINT (109400.405467 527996.375232)",2746.07617159000,01.008.004600.4,01.008,01,01.008.004600,109400.40546700000,527996.37523200002
"POINT (109871.33296099999 527983.08804299997)",2739.42654340000,01.008.004600.5,01.008,01,01.008.004600,109871.33296099999,527983.08804299997
"POINT (108909.61941699999 527135.442552)",2607.31159258000,01.008.004600.6,01.008,01,01.008.004600,108909.61941699999,527135.44255200005
"POINT (109392.965612 527134.527741)",2607.00276383000,01.008.004600.7,01.008,01,01.008.004600,109392.96561200000,527134.52774100006
"POINT (109862.050675 527127.736699)",2580.02891236000,01.008.004600.8,01.008,01,01.008.004600,109862.05067500001,527127.73669900000
"POINT (110837.449823 528886.139943)",2773.63276017000,01.008.004700.1,01.008,01,01.008.004700,110837.44982300000,528886.13994300005
"POINT (111312.73927 528882.39576099999)",2814.23783732000,01.008.004700.2,01.008,01,01.008.004700,111312.73927000001,528882.39576099999
"POINT (110360.33458 528884.561017)",2782.00686375000,01.008.004700.3,01.008,01,01.008.004700,110360.33458000000,528884.56101700000
"POINT (110349.758462 527987.61201499996)",2752.02656100000,01.008.004700.4,01.008,01,01.008.004700,110349.75846200000,527987.61201499996
"POINT (110828.403663 527983.85964599997)",2727.52885442000,01.008.004700.5,01.008,01,01.008.004700,110828.40366300000,527983.85964599997
"POINT (111304.498471 527972.472773)",2759.25167709000,01.008.004700.6,01.008,01,01.008.004700,111304.49847100000,527972.47277300002
"POINT (110334.27426 527132.928959)",2614.11936989000,01.008.004700.7,01.008,01,01.008.004700,110334.27426000001,527132.92895900004
"POINT (110813.076487 527125.22870099999)",2591.58074334000,01.008.004700.8,01.008,01,01.008.004700,110813.07648700000,527125.22870099999
"POINT (111290.27853 527117.23013599997)",2624.69257234000,01.008.004700.9,01.008,01,01.008.004700,111290.27853000000,527117.23013599997
"POINT (111818.44919499999 528972.70937299996)",3622.93290125000,01.008.004800.1,01.008,01,01.008.004800,111818.44919499999,528972.70937299996
"POINT (112316.57647299999 528901.38887899998)",3254.55135244000,01.008.004800.2,01.008,01,01.008.004800,112316.57647299999,528901.38887899998
"POINT (112785.88946599999 528889.681218)",3190.64560134000,01.008.004800.3,01.008,01,01.008.004800,112785.88946599999,528889.68121800001
"POINT (111795.726264 527963.448208)",2773.22532717000,01.008.004800.4,01.008,01,01.008.004800,111795.72626400000,527963.44820800005
"POINT (112287.708301 527958.88164699997)",2741.39426583000,01.008.004800.5,01.008,01,01.008.004800,112287.70830100001,527958.88164699997
"POINT (112768.57252 527955.944229)",2730.11655300000,01.008.004800.6,01.008,01,01.008.004800,112768.57252000000,527955.94422900002
"POINT (111779.36026 527126.497267)",2609.52327298000,01.008.004800.7,01.008,01,01.008.004800,111779.36026000000,527126.49726700003
"POINT (112758.304859 527105.46654599998)",2600.53760501000,01.008.004800.8,01.008,01,01.008.004800,112758.30485900000,527105.46654599998
"POINT (112276.606925 527116.18579899997)",2577.40578829000,01.008.004800.9,01.008,01,01.008.004800,112276.60692500000,527116.18579899997
"POINT (115005.13835940442 527444.01254420832)",15545.93842560000,01.008.004900.1,01.008,01,01.008.004900,115491.80039400001,527358.68868100003
"POINT (113310.208206 528854.562869)",3446.81378556000,01.008.004900.2,01.008,01,01.008.004900,113310.20820600000,528854.56286900002
"POINT (114303.337749 528923.164084)",5070.27082256000,01.008.004900.3,01.008,01,01.008.004900,114303.33774900000,528923.16408400005
"POINT (115303.133348 528694.08753799996)",2834.86507216000,01.008.004900.4,01.008,01,01.008.004900,115303.13334800000,528694.08753799996
"POINT (114464.960137 528019.130033)",3774.21894393000,01.008.004900.5,01.008,01,01.008.004900,114464.96013700000,528019.13003300002
"POINT (115208.122921 528050.77222499996)",2577.77889330000,01.008.004900.6,01.008,01,01.008.004900,115208.12292100000,528050.77222499996
"POINT (113255.13619799999 527946.86675799999)",2754.95798445000,01.008.005000.1,01.008,01,01.008.005000,113255.13619799999,527946.86675799999
"POINT (113816.971296 527863.27089599997)",3124.80462047000,01.008.005000.2,01.008,01,01.008.005000,113816.97129600000,527863.27089599997
"POINT (113242.256727 527094.932303)",2626.88093911000,01.008.005000.3,01.008,01,01.008.005000,113242.25672700000,527094.93230300001
"POINT (113728.60783399999 527076.17193199997)",2715.80778422000,01.008.005000.4,01.008,01,01.008.005000,113728.60783399999,527076.17193199997
"POINT (114294.61675299999 527046.396313)",2962.78952089000,01.008.005000.5,01.008,01,01.008.005000,114294.61675299999,527046.39631300000
"POINT (114725.952179 526303.73256899999)",3656.56236425000,01.008.005000.6,01.008,01,01.008.005000,114725.95217900000,526303.73256899999
"POINT (113725.475909 526244.424309)",2968.25135692000,01.008.005000.7,01.008,01,01.008.005000,113725.47590900000,526244.42430900002
"POINT (114420.838043 525711.797628)",7464.44409655000,01.008.005000.8,01.008,01,01.008.005000,114420.83804300000,525711.79762800003
"POINT (92034.109222400002 525393.734974)",4807.74747949000,01.008.005100.1,01.008,01,01.008.005100,92034.10922240000,525393.73497400002
"POINT (90426.540471300003 525022.29313699994)",3099.02249976000,01.008.005100.2,01.008,01,01.008.005100,90426.54047130000,525022.29313699994
"POINT (91212.264638699999 525021.488413)",3300.34333934000,01.008.005100.3,01.008,01,01.008.005100,91212.26463870000,525021.48841300001
"POINT (90867.781533 524228.152828)",4568.89458009000,01.008.005100.4,01.008,01,01.008.005100,90867.78153300000,524228.15282800002
"POINT (91999.677743699998 524188.135736)",3239.04036823000,01.008.005100.5,01.008,01,01.008.005100,91999.67774370000,524188.13573600003
"POINT (91969.249477799996 522959.464204)",4848.82051083000,01.008.005100.6,01.008,01,01.008.005100,91969.24947780000,522959.46420400002
"POINT (93224.116309499994 525376.03985599999)",6364.23209341000,01.008.005200.1,01.008,01,01.008.005200,93224.11630949999,525376.03985599999
"POINT (92677.242782 524185.50028799998)",2779.97876901000,01.008.005200.2,01.008,01,01.008.005200,92677.24278200000,524185.50028799998
"POINT (93160.204345699996 524137.215149)",2549.94607520000,01.008.005200.3,01.008,01,01.008.005200,93160.20434570000,524137.21514900000
"POINT (93674.665109499998 524149.938532)",2912.98773703000,01.008.005200.4,01.008,01,01.008.005200,93674.66510950000,524149.93853200000
"POINT (92959.686396399993 523415.925165)",3684.09145332000,01.008.005200.5,01.008,01,01.008.005200,92959.68639639999,523415.92516500002
"POINT (93688.6978064 523188.063222)",3494.11114792000,01.008.005200.6,01.008,01,01.008.005200,93688.69780640000,523188.06322200003
"POINT (93071.041125799995 522535.49610799999)",5045.40315338000,01.008.005200.7,01.008,01,01.008.005200,93071.04112580000,522535.49610799999
"POINT (95330.310823 525579.99436899996)",12685.23087910000,01.008.005300.1,01.008,01,01.008.005300,95330.31082300001,525579.99436899996
"POINT (96393.0474865 524483.959615)",6323.69031533000,01.008.005300.2,01.008,01,01.008.005300,96393.04748650000,524483.95961500006
"POINT (94771.3566097 523312.13618899998)",4784.31856094000,01.008.005300.3,01.008,01,01.008.005300,94771.35660970000,523312.13618899998
"POINT (95967.760043 523312.05887499999)",3181.65094948000,01.008.005300.4,01.008,01,01.008.005300,95967.76004300000,523312.05887499999
"POINT (96768.496283400003 522869.20432399999)",4921.61098936000,01.008.005300.5,01.008,01,01.008.005300,96768.49628340000,522869.20432399999
"POINT (95961.318602 522489.734202)",3349.43945289000,01.008.005300.6,01.008,01,01.008.005300,95961.31860200000,522489.73420200002
"POINT (95142.958352300004 522476.133572)",3463.17669519000,01.008.005300.7,01.008,01,01.008.005300,95142.95835230000,522476.13357200002
"POINT (94351.193677899995 522513.71470399998)",3132.53967211000,01.008.005300.8,01.008,01,01.008.005300,94351.19367790000,522513.71470399998
"POINT (97983.341144599995 524050.889969)",4709.60714288000,01.008.005400.1,01.008,01,01.008.005400,97983.34114460000,524050.88996900001
"POINT (99164.025544799995 524041.642589)",3218.78547361000,01.008.005400.2,01.008,01,01.008.005400,99164.02554480000,524041.64258900000
"POINT (99966.986749100004 524033.27688199998)",3224.94789366000,01.008.005400.3,01.008,01,01.008.005400,99966.98674910000,524033.27688199998
"POINT (100778.204303 524021.77167699998)",3290.87338621000,01.008.005400.4,01.008,01,01.008.005400,100778.20430300001,524021.77167699998
"POINT (99193.107152 525627.586889)",12844.24536470000,01.008.005400.5,01.008,01,01.008.005400,99193.10715200000,525627.58688900003
"POINT (97574.048482700004 522850.66526699997)",4866.95753150000,01.008.005500.1,01.008,01,01.008.005500,97574.04848270000,522850.66526699997
"POINT (98377.307929600007 523331.00883399998)",2934.44845294000,01.008.005500.2,01.008,01,01.008.005500,98377.30792960001,523331.00883399998
"POINT (99174.958738400004 523313.25366599998)",3051.23830735000,01.008.005500.3,01.008,01,01.008.005500,99174.95873840000,523313.25366599998
"POINT (99974.189354700007 523208.342239)",3544.98540368000,01.008.005500.4,01.008,01,01.008.005500,99974.18935470001,523208.34223900002
"POINT (98358.853539799995 522514.912429)",3616.44129048000,01.008.005500.5,01.008,01,01.008.005500,98358.85353980000,522514.91242900002
"POINT (99142.626065799996 522503.389463)",3846.32360953000,01.008.005500.6,01.008,01,01.008.005500,99142.62606580000,522503.38946300000
"POINT (99941.220437199998 522400.35581899999)",3291.93390559000,01.008.005500.7,01.008,01,01.008.005500,99941.22043720000,522400.35581899999
"POINT (103828.518426 525493.20153)",6784.78042297000,01.008.005600.1,01.008,01,01.008.005600,103828.51842600000,525493.20152999996
"POINT (101691.619901 524812.90118199994)",3711.59759547000,01.008.005600.2,01.008,01,01.008.005600,101691.61990100000,524812.90118199994
"POINT (102490.805204 524820.573206)",3189.10997205000,01.008.005600.3,01.008,01,01.008.005600,102490.80520400000,524820.57320600003
"POINT (102993.19704 524797.15118199994)",2327.98355746000,01.008.005600.4,01.008,01,01.008.005600,102993.19704000000,524797.15118199994
"POINT (103833.55799 524000.181759)",3960.86740563000,01.008.005600.5,01.008,01,01.008.005600,103833.55799000000,524000.18175900000
"POINT (102237.088623 526026.663971)",7671.16658745000,01.008.005600.6,01.008,01,01.008.005600,102237.08862300000,526026.66397100000
"POINT (101595.646294 524012.854018)",3247.77345929000,01.008.005700.1,01.008,01,01.008.005700,101595.64629400001,524012.85401800001
"POINT (102399.990938 524009.016483)",3262.60752557000,01.008.005700.2,01.008,01,01.008.005700,102399.99093800000,524009.01648300001
"POINT (103026.470206 523994.09056899999)",2534.29761832000,01.008.005700.3,01.008,01,01.008.005700,103026.47020600000,523994.09056899999
"POINT (100770.811115 523203.8515)",3272.10296364000,01.008.005700.4,01.008,01,01.008.005700,100770.81111500000,523203.85149999999
"POINT (101585.01302899999 523197.226342)",3249.12473031000,01.008.005700.5,01.008,01,01.008.005700,101585.01302899999,523197.22634200001
"POINT (102392.983998 523392.50946899998)",2443.84970569000,01.008.005700.6,01.008,01,01.008.005700,102392.98399800000,523392.50946899998
"POINT (100769.95897199999 522392.992244)",3231.52537305000,01.008.005700.7,01.008,01,01.008.005700,100769.95897199999,522392.99224400002
"POINT (103020.343889 522789.149771)",4368.28835906000,01.008.005800.1,01.008,01,01.008.005800,103020.34388900000,522789.14977100003
"POINT (103841.396752 523188.232273)",3900.95465039000,01.008.005800.2,01.008,01,01.008.005800,103841.39675200000,523188.23227300000
"POINT (102354.692981 522931.37847)",2492.26929827000,01.008.005800.3,01.008,01,01.008.005800,102354.69298100000,522931.37847000000
"POINT (104104.145824 522397.351725)",2913.84694868000,01.008.005800.4,01.008,01,01.008.005800,104104.14582400001,522397.35172500001
"POINT (103544.135914 522362.16760799999)",2744.12951900000,01.008.005800.5,01.008,01,01.008.005800,103544.13591400000,522362.16760799999
"POINT (102387.814561 522320.748964)",3058.07010001000,01.008.005800.6,01.008,01,01.008.005800,102387.81456100001,522320.74896400003
"POINT (107079.608655 525390.66234299995)",12582.67923000000,01.008.005900.1,01.008,01,01.008.005900,107079.60865500000,525390.66234299995
"POINT (105156.889077 526093.78795)",4948.45303686000,01.008.005900.2,01.008,01,01.008.005900,105156.88907700000,526093.78795000003
"POINT (104997.05592 524673.773713)",6579.77581848000,01.008.005900.3,01.008,01,01.008.005900,104997.05592000000,524673.77371300000
"POINT (108063.223331 523541.654974)",6925.52110852000,01.008.005900.4,01.008,01,01.008.005900,108063.22333100000,523541.65497400000
"POINT (107109.689488 523224.60032)",4338.47770788000,01.008.005900.5,01.008,01,01.008.005900,107109.68948800000,523224.60032000003
"POINT (105470.14963099999 523149.38716099999)",4952.38751889000,01.008.005900.6,01.008,01,01.008.005900,105470.14963099999,523149.38716099999
"POINT (106233.813679 523171.60844799998)",5654.37784033000,01.008.005900.7,01.008,01,01.008.005900,106233.81367900000,523171.60844799998
"POINT (104806.327173 522882.25457799999)",4968.10711583000,01.008.005900.8,01.008,01,01.008.005900,104806.32717300000,522882.25457799999
"POINT (93643.322346100002 520565.99817899999)",13689.62127290000,01.008.006000.1,01.008,01,01.008.006000,93643.32234610000,520565.99817899999
