year,sex,age,level1,level2,level3,level4,icd,total
1991,F,80,01,01.015,01.015.016200,01.015.016200.3,1623,2
1991,F,80,01,01.002,01.002.001200,01.002.001200.5,1625,2
1991,F,80,01,01.002,01.002.000500,01.002.000500.7,1629,4
1991,F,80,01,01.002,01.002.000800,01.002.000800.4,1629,2
1991,F,80,01,01.008,01.008.003700,01.008.003700.6,1629,4
1991,F,80,01,01.008,01.008.006800,01.008.006800.3,1629,2
1991,F,80,01,01.008,01.008.006800,01.008.006800.6,1629,2
1991,F,80,01,01.008,01.008.007000,01.008.007000.2,1629,2
1991,F,80,01,01.008,01.008.007000,01.008.007000.3,1629,2
1991,F,80,01,01.008,01.008.008200,01.008.008200.6,1629,2
1991,F,80,01,01.008,01.008.008700,01.008.008700.2,1629,2
1991,F,80,01,01.008,01.008.008700,01.008.008700.5,1629,2
1991,F,80,01,01.008,01.008.009100,01.008.009100.3,1629,2
1991,F,80,01,01.008,01.008.010400,01.008.010400.3,1629,2
1991,F,80,01,01.009,01.009.003100,01.009.003100.1,1629,2
1991,F,80,01,01.011,01.011.015000,01.011.015000.6,1629,2
1991,F,80,01,01.013,01.013.016200,01.013.016200.3,1629,2
1991,F,80,01,01.013,01.013.016200,01.013.016200.7,1629,2
1991,F,80,01,01.013,01.013.016600,01.013.016600.3,1629,2
1991,F,80,01,01.016,01.016.017000,01.016.017000.2,1629,4
1991,F,80,01,01.008,01.008.007600,01.008.007600.1,1740,2
1991,F,80,01,01.011,01.011.013900,01.011.013900.5,1740,2
1991,F,80,01,01.002,01.002.002200,01.002.002200.1,1741,2
1991,F,80,01,01.003,01.003.003400,01.003.003400.3,1741,2
1991,F,80,01,01.008,01.008.008800,01.008.008800.3,1741,2
1991,F,80,01,01.015,01.015.016200,01.015.016200.4,1741,2
1991,F,80,01,01.008,01.008.008700,01.008.008700.2,1742,2
1991,F,80,01,01.002,01.002.000500,01.002.000500.1,1744,2
1991,F,80,01,01.002,01.002.000800,01.002.000800.3,1744,2
1991,F,80,01,01.008,01.008.005400,01.008.005400.2,1744,2
1991,F,80,01,01.008,01.008.007600,01.008.007600.7,1744,4
1991,F,80,01,01.008,01.008.007800,01.008.007800.5,1744,2
1991,F,80,01,01.002,01.002.000500,01.002.000500.3,1745,2
1991,F,80,01,01.008,01.008.005000,01.008.005000.6,1748,2
1991,F,80,01,01.008,01.008.010700,01.008.010700.4,1748,2
1991,F,80,01,01.002,01.002.000600,01.002.000600.4,1749,2
1991,F,80,01,01.003,01.003.003400,01.003.003400.5,1749,2
1991,F,80,01,01.004,01.004.011100,01.004.011100.4,1749,2
1991,F,80,01,01.004,01.004.011300,01.004.011300.5,1749,2
1991,F,80,01,01.004,01.004.011600,01.004.011600.2,1749,2
1991,F,80,01,01.004,01.004.011600,01.004.011600.9,1749,2
1991,F,80,01,01.007,01.007.012200,01.007.012200.5,1749,2
1991,F,80,01,01.008,01.008.003901,01.008.003901.6,1749,2
1991,F,80,01,01.008,01.008.004100,01.008.004100.1,1749,2
1991,F,80,01,01.008,01.008.004100,01.008.004100.3,1749,2
1991,F,80,01,01.008,01.008.004300,01.008.004300.3,1749,2
1991,F,80,01,01.008,01.008.006300,01.008.006300.6,1749,2
1991,F,80,01,01.008,01.008.006500,01.008.006500.1,1749,4
1991,F,80,01,01.008,01.008.006800,01.008.006800.5,1749,2
1991,F,80,01,01.008,01.008.007800,01.008.007800.2,1749,2
1991,F,80,01,01.008,01.008.009800,01.008.009800.1,1749,2
1991,F,80,01,01.008,01.008.011000,01.008.011000.1,1749,2
1991,F,80,01,01.011,01.011.013600,01.011.013600.2,1749,2
1991,F,80,01,01.011,01.011.013800,01.011.013800.2,1749,2
1991,F,80,01,01.011,01.011.014100,01.011.014100.6,1749,2
1991,F,80,01,01.011,01.011.015700,01.011.015700.4,1749,2
1991,F,80,01,01.018,01.018.019100,01.018.019100.1,1749,6
1991,F,80,01,01.008,01.008.009500,01.008.009500.6,1882,2
1991,F,80,01,01.008,01.008.003900,01.008.003900.5,1889,2
1991,F,80,01,01.008,01.008.004100,01.008.004100.1,1889,2
1991,F,80,01,01.011,01.011.014100,01.011.014100.4,1889,2
1991,F,80,01,01.014,01.014.017700,01.014.017700.8,1889,2
1991,F,80,01,01.008,01.008.009700,01.008.009700.3,1890,2
1991,F,80,01,01.002,01.002.000700,01.002.000700.5,1891,2
1991,F,80,01,01.011,01.011.014200,01.011.014200.4,1891,4
1991,F,80,01,01.018,01.018.019400,01.018.019400.1,1891,2
1991,F,80,01,01.002,01.002.000800,01.002.000800.4,1918,2
1991,F,80,01,01.002,01.002.002300,01.002.002300.3,1918,2
1991,F,81,01,01.011,01.011.014300,01.011.014300.6,1550,2
1991,F,81,01,01.008,01.008.006800,01.008.006800.1,1622,2
1991,F,81,01,01.002,01.002.001400,01.002.001400.9,1623,2
1991,F,81,01,01.008,01.008.003800,01.008.003800.6,1623,2
1991,F,81,01,01.008,01.008.004100,01.008.004100.5,1623,2
1991,F,81,01,01.008,01.008.004100,01.008.004100.6,1623,2
1991,F,81,01,01.008,01.008.007800,01.008.007800.2,1623,2
1991,F,81,01,01.008,01.008.007800,01.008.007800.6,1623,2
1991,F,81,01,01.011,01.011.014200,01.011.014200.4,1623,2
1991,F,81,01,01.018,01.018.019400,01.018.019400.1,1623,2
1991,F,81,01,01.002,01.002.001500,01.002.001500.2,1628,2
1991,F,81,01,01.002,01.002.000600,01.002.000600.8,1629,4
1991,F,81,01,01.002,01.002.000700,01.002.000700.7,1629,2
1991,F,81,01,01.002,01.002.001800,01.002.001800.5,1629,4
1991,F,81,01,01.002,01.002.001800,01.002.001800.7,1629,2
1991,F,81,01,01.004,01.004.011600,01.004.011600.5,1629,2
1991,F,81,01,01.004,01.004.011800,01.004.011800.1,1629,2
1991,F,81,01,01.007,01.007.012100,01.007.012100.6,1629,2
1991,F,81,01,01.008,01.008.003901,01.008.003901.6,1629,2
1991,F,81,01,01.008,01.008.005200,01.008.005200.4,1629,2
1991,F,81,01,01.008,01.008.005300,01.008.005300.3,1629,2
1991,F,81,01,01.008,01.008.006400,01.008.006400.5,1629,2
1991,F,81,01,01.008,01.008.006600,01.008.006600.1,1629,2
1991,F,81,01,01.008,01.008.007600,01.008.007600.6,1629,2
1991,F,81,01,01.008,01.008.007700,01.008.007700.2,1629,2
1991,F,81,01,01.008,01.008.007700,01.008.007700.3,1629,2
1991,F,81,01,01.008,01.008.008000,01.008.008000.2,1629,2
1991,F,81,01,01.008,01.008.008400,01.008.008400.5,1629,2
1991,F,81,01,01.008,01.008.008500,01.008.008500.6,1629,2
1991,F,81,01,01.008,01.008.009000,01.008.009000.5,1629,2
1991,F,81,01,01.008,01.008.009401,01.008.009401.3,1629,2
1991,F,81,01,01.008,01.008.009600,01.008.009600.9,1629,2
1991,F,81,01,01.008,01.008.010700,01.008.010700.6,1629,2
1991,F,81,01,01.008,01.008.010700,01.008.010700.9,1629,2
1991,F,81,01,01.008,01.008.010900,01.008.010900.1,1629,2
1991,F,81,01,01.011,01.011.013400,01.011.013400.2,1629,2
1991,F,81,01,01.011,01.011.013500,01.011.013500.2,1629,2
1991,F,81,01,01.011,01.011.013500,01.011.013500.7,1629,2
1991,F,81,01,01.014,01.014.018100,01.014.018100.1,1629,2
1991,F,81,01,01.015,01.015.016900,01.015.016900.2,1629,2
1991,F,81,01,01.018,01.018.019400,01.018.019400.3,1629,2
1991,F,81,01,01.002,01.002.001300,01.002.001300.2,1740,2
1991,F,81,01,01.002,01.002.002200,01.002.002200.6,1741,2
1991,F,81,01,01.008,01.008.005300,01.008.005300.6,1741,2
1991,F,81,01,01.008,01.008.006700,01.008.006700.1,1741,2
1991,F,81,01,01.008,01.008.009100,01.008.009100.3,1742,2
1991,F,81,01,01.011,01.011.013600,01.011.013600.6,1742,2
1991,F,81,01,01.011,01.011.013700,01.011.013700.1,1742,2
1991,F,81,01,01.002,01.002.001900,01.002.001900.8,1743,2
1991,F,81,01,01.002,01.002.000600,01.002.000600.7,1744,2
1991,F,81,01,01.002,01.002.000900,01.002.000900.6,1744,2
1991,F,81,01,01.008,01.008.005100,01.008.005100.2,1744,2
1991,F,81,01,01.008,01.008.007600,01.008.007600.8,1744,2
1991,F,81,01,01.008,01.008.008900,01.008.008900.7,1744,2
1991,F,81,01,01.011,01.011.013600,01.011.013600.1,1744,2
1991,F,81,01,01.011,01.011.014600,01.011.014600.1,1744,2
1991,F,81,01,01.013,01.013.016400,01.013.016400.8,1744,2
1991,F,81,01,01.013,01.013.016500,01.013.016500.2,1744,2
1991,F,81,01,01.013,01.013.016600,01.013.016600.3,1744,2
1991,F,81,01,01.014,01.014.017700,01.014.017700.8,1744,2
1991,F,81,01,01.014,01.014.018400,01.014.018400.9,1744,2
1991,F,81,01,01.015,01.015.016200,01.015.016200.3,1744,2
1991,F,81,01,01.015,01.015.016900,01.015.016900.2,1744,2
1991,F,81,01,01.002,01.002.002200,01.002.002200.4,1746,2
1991,F,81,01,01.008,01.008.006500,01.008.006500.4,1746,2
1991,F,81,01,01.011,01.011.014300,01.011.014300.1,1748,2
1991,F,81,01,01.001,01.001.000100,01.001.000100.1,1749,2
1991,F,81,01,01.002,01.002.000600,01.002.000600.3,1749,6
1991,F,81,01,01.002,01.002.001300,01.002.001300.1,1749,2
1991,F,81,01,01.002,01.002.001600,01.002.001600.7,1749,2
1991,F,81,01,01.002,01.002.002000,01.002.002000.3,1749,2
1991,F,81,01,01.002,01.002.002200,01.002.002200.3,1749,2
1991,F,81,01,01.004,01.004.011200,01.004.011200.4,1749,2
1991,F,81,01,01.004,01.004.011200,01.004.011200.5,1749,2
1991,F,81,01,01.004,01.004.011800,01.004.011800.1,1749,2
1991,F,81,01,01.007,01.007.012100,01.007.012100.1,1749,2
1991,F,81,01,01.008,01.008.002900,01.008.002900.4,1749,2
1991,F,81,01,01.008,01.008.003800,01.008.003800.1,1749,2
1991,F,81,01,01.008,01.008.003900,01.008.003900.2,1749,2
1991,F,81,01,01.008,01.008.004000,01.008.004000.1,1749,2
1991,F,81,01,01.008,01.008.004100,01.008.004100.8,1749,2
1991,F,81,01,01.008,01.008.004600,01.008.004600.1,1749,2
1991,F,81,01,01.008,01.008.006000,01.008.006000.6,1749,2
1991,F,81,01,01.008,01.008.006200,01.008.006200.5,1749,2
1991,F,81,01,01.008,01.008.006700,01.008.006700.3,1749,2
1991,F,81,01,01.008,01.008.007000,01.008.007000.6,1749,2
1991,F,81,01,01.008,01.008.007300,01.008.007300.6,1749,4
1991,F,81,01,01.008,01.008.007500,01.008.007500.2,1749,2
1991,F,81,01,01.008,01.008.008100,01.008.008100.1,1749,2
1991,F,81,01,01.008,01.008.008400,01.008.008400.4,1749,2
1991,F,81,01,01.008,01.008.009300,01.008.009300.6,1749,2
1991,F,81,01,01.008,01.008.009500,01.008.009500.6,1749,2
1991,F,81,01,01.008,01.008.009700,01.008.009700.4,1749,2
1991,F,81,01,01.008,01.008.009700,01.008.009700.6,1749,2
1991,F,81,01,01.008,01.008.009900,01.008.009900.4,1749,2
1991,F,81,01,01.008,01.008.010200,01.008.010200.6,1749,2
1991,F,81,01,01.008,01.008.010700,01.008.010700.2,1749,2
1991,F,81,01,01.008,01.008.010700,01.008.010700.7,1749,4
1991,F,81,01,01.008,01.008.010800,01.008.010800.1,1749,4
1991,F,81,01,01.008,01.008.010800,01.008.010800.2,1749,2
1991,F,81,01,01.011,01.011.012600,01.011.012600.3,1749,2
1991,F,81,01,01.014,01.014.018200,01.014.018200.7,1749,2
1991,F,81,01,01.014,01.014.018300,01.014.018300.5,1749,2
1991,F,81,01,01.014,01.014.018700,01.014.018700.1,1749,2
1991,F,81,01,01.018,01.018.019200,01.018.019200.1,1749,4
1991,F,81,01,01.018,01.018.019400,01.018.019400.3,1749,2
1991,F,81,01,01.018,01.018.019500,01.018.019500.2,1749,2
1991,F,81,01,01.018,01.018.019500,01.018.019500.3,1749,4
1991,F,81,01,01.002,01.002.000500,01.002.000500.6,1889,2
1991,F,81,01,01.002,01.002.000700,01.002.000700.3,1889,2
1991,F,81,01,01.002,01.002.002300,01.002.002300.6,1889,2
1991,F,81,01,01.004,01.004.011300,01.004.011300.3,1889,2
1991,F,81,01,01.004,01.004.011600,01.004.011600.8,1889,2
1991,F,81,01,01.004,01.004.011700,01.004.011700.2,1889,2
1991,F,81,01,01.008,01.008.001000,01.008.001000.4,1889,2
1991,F,81,01,01.008,01.008.003800,01.008.003800.7,1889,2
1991,F,81,01,01.008,01.008.004200,01.008.004200.1,1889,2
1991,F,81,01,01.008,01.008.004500,01.008.004500.4,1889,2
1991,F,81,01,01.008,01.008.006500,01.008.006500.1,1889,2
1991,F,81,01,01.008,01.008.007600,01.008.007600.2,1889,2
1991,F,81,01,01.008,01.008.007600,01.008.007600.6,1889,2
1991,F,81,01,01.008,01.008.009900,01.008.009900.2,1889,2
1991,F,81,01,01.009,01.009.002800,01.009.002800.1,1889,2
1991,F,81,01,01.018,01.018.019200,01.018.019200.1,1889,2
1991,F,81,01,01.002,01.002.000700,01.002.000700.6,1890,2
1991,F,81,01,01.002,01.002.000700,01.002.000700.7,1890,2
1991,F,81,01,01.008,01.008.008700,01.008.008700.5,1890,2
1991,F,81,01,01.002,01.002.000800,01.002.000800.4,1919,2
1991,F,81,01,01.008,01.008.006100,01.008.006100.2,1919,2
1991,F,81,01,01.011,01.011.012800,01.011.012800.1,1919,2
1991,F,82,01,01.008,01.008.005500,01.008.005500.1,1551,2
1991,F,82,01,01.008,01.008.004500,01.008.004500.6,1552,2
1991,F,82,01,01.002,01.002.000800,01.002.000800.7,1622,2
1991,F,82,01,01.002,01.002.002100,01.002.002100.8,1622,2
1991,F,82,01,01.008,01.008.006500,01.008.006500.7,1622,2
1991,F,82,01,01.008,01.008.006700,01.008.006700.2,1622,2
1991,F,82,01,01.008,01.008.006800,01.008.006800.5,1622,2
1991,F,82,01,01.008,01.008.008900,01.008.008900.7,1622,2
1991,F,82,01,01.002,01.002.000500,01.002.000500.1,1623,2
1991,F,82,01,01.002,01.002.000500,01.002.000500.2,1623,2
1991,F,82,01,01.008,01.008.009600,01.008.009600.5,1623,2
1991,F,82,01,01.015,01.015.016200,01.015.016200.4,1623,2
1991,F,82,01,01.018,01.018.019200,01.018.019200.2,1623,2
1991,F,82,01,01.008,01.008.006700,01.008.006700.2,1625,2
1991,F,82,01,01.002,01.002.000500,01.002.000500.1,1629,2
1991,F,82,01,01.002,01.002.000500,01.002.000500.4,1629,2
1991,F,82,01,01.002,01.002.001300,01.002.001300.2,1629,2
1991,F,82,01,01.002,01.002.001900,01.002.001900.6,1629,2
1991,F,82,01,01.002,01.002.002300,01.002.002300.8,1629,2
1991,F,82,01,01.003,01.003.003400,01.003.003400.2,1629,2
1991,F,82,01,01.005,01.005.002400,01.005.002400.2,1629,2
1991,F,82,01,01.008,01.008.003600,01.008.003600.1,1629,2
1991,F,82,01,01.008,01.008.003800,01.008.003800.3,1629,2
1991,F,82,01,01.008,01.008.004300,01.008.004300.4,1629,2
1991,F,82,01,01.008,01.008.004300,01.008.004300.7,1629,2
1991,F,82,01,01.008,01.008.005600,01.008.005600.1,1629,2
1991,F,82,01,01.008,01.008.005600,01.008.005600.6,1629,4
1991,F,82,01,01.008,01.008.006100,01.008.006100.6,1629,2
1991,F,82,01,01.008,01.008.007800,01.008.007800.5,1629,2
1991,F,82,01,01.008,01.008.008300,01.008.008300.3,1629,2
1991,F,82,01,01.008,01.008.008800,01.008.008800.4,1629,4
1991,F,82,01,01.008,01.008.009200,01.008.009200.1,1629,2
1991,F,82,01,01.008,01.008.009700,01.008.009700.3,1629,2
1991,F,82,01,01.008,01.008.009800,01.008.009800.7,1629,2
1991,F,82,01,01.011,01.011.013400,01.011.013400.8,1629,2
1991,F,82,01,01.011,01.011.014600,01.011.014600.4,1629,2
1991,F,82,01,01.013,01.013.016300,01.013.016300.1,1629,2
1991,F,82,01,01.013,01.013.016600,01.013.016600.2,1629,2
1991,F,82,01,01.018,01.018.019200,01.018.019200.1,1629,4
1991,F,82,01,01.008,01.008.004600,01.008.004600.6,1740,2
1991,F,82,01,01.008,01.008.006800,01.008.006800.1,1740,2
1991,F,82,01,01.014,01.014.018000,01.014.018000.1,1740,2
1991,F,82,01,01.002,01.002.000800,01.002.000800.7,1741,2
1991,F,82,01,01.008,01.008.006100,01.008.006100.8,1741,2
1991,F,82,01,01.008,01.008.008300,01.008.008300.3,1741,2
1991,F,82,01,01.009,01.009.002800,01.009.002800.4,1741,2
1991,F,82,01,01.011,01.011.014800,01.011.014800.3,1741,2
1991,F,82,01,01.014,01.014.017200,01.014.017200.1,1741,2
1991,F,82,01,01.011,01.011.013700,01.011.013700.3,1742,2
1991,F,82,01,01.002,01.002.002300,01.002.002300.6,1744,2
1991,F,82,01,01.003,01.003.003400,01.003.003400.1,1744,2
1991,F,82,01,01.008,01.008.007600,01.008.007600.1,1744,2
1991,F,82,01,01.008,01.008.007900,01.008.007900.4,1744,2
1991,F,82,01,01.008,01.008.008800,01.008.008800.2,1744,2
1991,F,82,01,01.011,01.011.015200,01.011.015200.3,1744,2
1991,F,82,01,01.014,01.014.017600,01.014.017600.2,1744,2
1991,F,82,01,01.017,01.017.019000,01.017.019000.1,1744,2
1991,F,82,01,01.018,01.018.019500,01.018.019500.3,1744,2
1991,F,82,01,01.014,01.014.018400,01.014.018400.6,1745,2
1991,F,82,01,01.002,01.002.000300,01.002.000300.3,1749,2
1991,F,82,01,01.004,01.004.011300,01.004.011300.3,1749,2
1991,F,82,01,01.006,01.006.002500,01.006.002500.3,1749,2
1991,F,82,01,01.007,01.007.012100,01.007.012100.3,1749,2
1991,F,82,01,01.007,01.007.012200,01.007.012200.3,1749,4
1991,F,82,01,01.008,01.008.003600,01.008.003600.4,1749,2
1991,F,82,01,01.008,01.008.003900,01.008.003900.3,1749,4
1991,F,82,01,01.008,01.008.003900,01.008.003900.5,1749,2
1991,F,82,01,01.008,01.008.004000,01.008.004000.4,1749,2
1991,F,82,01,01.008,01.008.004000,01.008.004000.7,1749,2
1991,F,82,01,01.008,01.008.004500,01.008.004500.2,1749,2
1991,F,82,01,01.008,01.008.005100,01.008.005100.1,1749,2
1991,F,82,01,01.008,01.008.005500,01.008.005500.4,1749,4
1991,F,82,01,01.008,01.008.005700,01.008.005700.2,1749,4
1991,F,82,01,01.008,01.008.006800,01.008.006800.3,1749,2
1991,F,82,01,01.008,01.008.007600,01.008.007600.5,1749,2
1991,F,82,01,01.008,01.008.007900,01.008.007900.3,1749,2
1991,F,82,01,01.008,01.008.009600,01.008.009600.7,1749,2
1991,F,82,01,01.008,01.008.009800,01.008.009800.6,1749,2
1991,F,82,01,01.008,01.008.009900,01.008.009900.2,1749,2
1991,F,82,01,01.011,01.011.012900,01.011.012900.7,1749,2
1991,F,82,01,01.011,01.011.014400,01.011.014400.2,1749,2
1991,F,82,01,01.013,01.013.016500,01.013.016500.1,1749,2
1991,F,82,01,01.013,01.013.016700,01.013.016700.2,1749,2
1991,F,82,01,01.014,01.014.017300,01.014.017300.7,1749,2
1991,F,82,01,01.014,01.014.017700,01.014.017700.6,1749,2
1991,F,82,01,01.014,01.014.018200,01.014.018200.4,1749,2
1991,F,82,01,01.014,01.014.018400,01.014.018400.1,1749,2
1991,F,82,01,01.014,01.014.018500,01.014.018500.2,1749,2
1991,F,82,01,01.015,01.015.016900,01.015.016900.2,1749,2
1991,F,82,01,01.018,01.018.019100,01.018.019100.2,1749,2
1991,F,82,01,01.002,01.002.000800,01.002.000800.3,1882,4
1991,F,82,01,01.002,01.002.000800,01.002.000800.3,1889,2
1991,F,82,01,01.002,01.002.002200,01.002.002200.2,1889,2
1991,F,82,01,01.008,01.008.004600,01.008.004600.5,1889,4
1991,F,82,01,01.008,01.008.005900,01.008.005900.6,1889,2
1991,F,82,01,01.008,01.008.007600,01.008.007600.4,1889,2
1991,F,82,01,01.008,01.008.007800,01.008.007800.1,1889,2
1991,F,82,01,01.008,01.008.008200,01.008.008200.2,1889,2
1991,F,82,01,01.008,01.008.008300,01.008.008300.4,1889,2
1991,F,82,01,01.008,01.008.008900,01.008.008900.3,1889,2
1991,F,82,01,01.008,01.008.010700,01.008.010700.7,1889,2
1991,F,82,01,01.014,01.014.017800,01.014.017800.1,1889,2
1991,F,82,01,01.014,01.014.018200,01.014.018200.6,1889,2
1991,F,82,01,01.018,01.018.019500,01.018.019500.3,1889,2
1991,F,82,01,01.002,01.002.000500,01.002.000500.7,1890,2
1991,F,82,01,01.004,01.004.011300,01.004.011300.3,1890,2
1991,F,82,01,01.008,01.008.004000,01.008.004000.6,1890,2
1991,F,82,01,01.008,01.008.006300,01.008.006300.6,1890,2
1991,F,82,01,01.014,01.014.018600,01.014.018600.2,1890,2
1991,F,82,01,01.016,01.016.017000,01.016.017000.2,1890,2
1991,F,82,01,01.018,01.018.019400,01.018.019400.2,1890,2
1991,F,82,01,01.018,01.018.019400,01.018.019400.3,1890,2
1991,F,82,01,01.008,01.008.010900,01.008.010900.1,1899,2
1991,F,82,01,01.008,01.008.010700,01.008.010700.7,1919,2
1991,F,83,01,01.008,01.008.006700,01.008.006700.6,1550,2
1991,F,83,01,01.002,01.002.001000,01.002.001000.7,1622,2
1991,F,83,01,01.008,01.008.006700,01.008.006700.5,1622,2
1991,F,83,01,01.002,01.002.000600,01.002.000600.9,1623,2
1991,F,83,01,01.008,01.008.010700,01.008.010700.7,1623,2
1991,F,83,01,01.008,01.008.006700,01.008.006700.6,1624,2
1991,F,83,01,01.002,01.002.001000,01.002.001000.2,1629,4
1991,F,83,01,01.002,01.002.001000,01.002.001000.7,1629,2
1991,F,83,01,01.002,01.002.002200,01.002.002200.4,1629,2
1991,F,83,01,01.004,01.004.011700,01.004.011700.2,1629,2
1991,F,83,01,01.008,01.008.004300,01.008.004300.3,1629,2
1991,F,83,01,01.008,01.008.004700,01.008.004700.6,1629,2
1991,F,83,01,01.008,01.008.005000,01.008.005000.3,1629,2
1991,F,83,01,01.008,01.008.005700,01.008.005700.4,1629,2
1991,F,83,01,01.008,01.008.006300,01.008.006300.7,1629,2
1991,F,83,01,01.008,01.008.006600,01.008.006600.5,1629,2
1991,F,83,01,01.008,01.008.007400,01.008.007400.7,1629,2
1991,F,83,01,01.008,01.008.007900,01.008.007900.1,1629,2
1991,F,83,01,01.008,01.008.008000,01.008.008000.6,1629,2
1991,F,83,01,01.008,01.008.010700,01.008.010700.2,1629,2
1991,F,83,01,01.009,01.009.002700,01.009.002700.4,1629,2
1991,F,83,01,01.011,01.011.012800,01.011.012800.4,1629,2
1991,F,83,01,01.011,01.011.013300,01.011.013300.7,1629,2
1991,F,83,01,01.011,01.011.014600,01.011.014600.3,1629,2
1991,F,83,01,01.011,01.011.015100,01.011.015100.6,1629,2
1991,F,83,01,01.013,01.013.016200,01.013.016200.2,1629,2
1991,F,83,01,01.014,01.014.018000,01.014.018000.4,1629,2
1991,F,83,01,01.014,01.014.018200,01.014.018200.4,1629,2
1991,F,83,01,01.014,01.014.018400,01.014.018400.2,1629,2
1991,F,83,01,01.015,01.015.016200,01.015.016200.3,1629,2
1991,F,83,01,01.018,01.018.019500,01.018.019500.1,1629,2
1991,F,83,01,01.018,01.018.019300,01.018.019300.2,1741,2
1991,F,83,01,01.002,01.002.001200,01.002.001200.5,1742,2
1991,F,83,01,01.014,01.014.018000,01.014.018000.3,1742,2
1991,F,83,01,01.002,01.002.000600,01.002.000600.1,1744,2
1991,F,83,01,01.008,01.008.004800,01.008.004800.6,1744,2
1991,F,83,01,01.008,01.008.008500,01.008.008500.8,1744,2
1991,F,83,01,01.011,01.011.013100,01.011.013100.4,1744,2
1991,F,83,01,01.011,01.011.013400,01.011.013400.7,1744,2
1991,F,83,01,01.011,01.011.014300,01.011.014300.6,1744,2
1991,F,83,01,01.013,01.013.016700,01.013.016700.5,1744,2
1991,F,83,01,01.018,01.018.019100,01.018.019100.5,1744,2
1991,F,83,01,01.003,01.003.003400,01.003.003400.1,1745,2
1991,F,83,01,01.008,01.008.005300,01.008.005300.1,1745,2
1991,F,83,01,01.009,01.009.003200,01.009.003200.3,1745,2
1991,F,83,01,01.008,01.008.008700,01.008.008700.5,1746,2
1991,F,83,01,01.002,01.002.002300,01.002.002300.3,1748,2
1991,F,83,01,01.011,01.011.014500,01.011.014500.2,1748,2
1991,F,83,01,01.002,01.002.000300,01.002.000300.5,1749,2
1991,F,83,01,01.002,01.002.000400,01.002.000400.5,1749,2
1991,F,83,01,01.002,01.002.000500,01.002.000500.4,1749,2
1991,F,83,01,01.002,01.002.000600,01.002.000600.8,1749,4
1991,F,83,01,01.002,01.002.000700,01.002.000700.7,1749,2
1991,F,83,01,01.002,01.002.000800,01.002.000800.2,1749,2
1991,F,83,01,01.002,01.002.000800,01.002.000800.3,1749,4
1991,F,83,01,01.002,01.002.001100,01.002.001100.3,1749,2
1991,F,83,01,01.002,01.002.002300,01.002.002300.8,1749,4
1991,F,83,01,01.003,01.003.003300,01.003.003300.1,1749,2
1991,F,83,01,01.004,01.004.011500,01.004.011500.4,1749,2
1991,F,83,01,01.004,01.004.011600,01.004.011600.6,1749,2
1991,F,83,01,01.004,01.004.011700,01.004.011700.1,1749,2
1991,F,83,01,01.004,01.004.011900,01.004.011900.2,1749,4
1991,F,83,01,01.008,01.008.001000,01.008.001000.1,1749,2
1991,F,83,01,01.008,01.008.003500,01.008.003500.1,1749,2
1991,F,83,01,01.008,01.008.004200,01.008.004200.1,1749,2
1991,F,83,01,01.008,01.008.004300,01.008.004300.5,1749,4
1991,F,83,01,01.008,01.008.005100,01.008.005100.3,1749,2
1991,F,83,01,01.008,01.008.005400,01.008.005400.1,1749,2
1991,F,83,01,01.008,01.008.005400,01.008.005400.5,1749,4
1991,F,83,01,01.008,01.008.006000,01.008.006000.4,1749,2
1991,F,83,01,01.008,01.008.006100,01.008.006100.8,1749,2
1991,F,83,01,01.008,01.008.006400,01.008.006400.2,1749,2
1991,F,83,01,01.008,01.008.006700,01.008.006700.4,1749,2
1991,F,83,01,01.008,01.008.006800,01.008.006800.2,1749,2
1991,F,83,01,01.008,01.008.007300,01.008.007300.7,1749,2
1991,F,83,01,01.008,01.008.007700,01.008.007700.3,1749,2
1991,F,83,01,01.008,01.008.007800,01.008.007800.1,1749,2
1991,F,83,01,01.008,01.008.008000,01.008.008000.2,1749,2
1991,F,83,01,01.008,01.008.008200,01.008.008200.4,1749,2
1991,F,83,01,01.008,01.008.008800,01.008.008800.1,1749,4
1991,F,83,01,01.008,01.008.009000,01.008.009000.3,1749,2
1991,F,83,01,01.008,01.008.009000,01.008.009000.5,1749,2
1991,F,83,01,01.008,01.008.009200,01.008.009200.6,1749,2
1991,F,83,01,01.008,01.008.009700,01.008.009700.7,1749,2
1991,F,83,01,01.008,01.008.010600,01.008.010600.2,1749,2
1991,F,83,01,01.011,01.011.013900,01.011.013900.6,1749,2
1991,F,83,01,01.011,01.011.014300,01.011.014300.1,1749,2
1991,F,83,01,01.011,01.011.014700,01.011.014700.3,1749,2
1991,F,83,01,01.011,01.011.014800,01.011.014800.2,1749,2
1991,F,83,01,01.011,01.011.015000,01.011.015000.6,1749,2
1991,F,83,01,01.011,01.011.015300,01.011.015300.6,1749,2
1991,F,83,01,01.013,01.013.016400,01.013.016400.5,1749,2
1991,F,83,01,01.014,01.014.018500,01.014.018500.8,1749,2
1991,F,83,01,01.014,01.014.018600,01.014.018600.2,1749,2
1991,F,83,01,01.018,01.018.019500,01.018.019500.3,1882,4
1991,F,83,01,01.008,01.008.006700,01.008.006700.6,1888,2
1991,F,83,01,01.002,01.002.000600,01.002.000600.8,1889,2
1991,F,83,01,01.002,01.002.002000,01.002.002000.2,1889,2
1991,F,83,01,01.008,01.008.004600,01.008.004600.1,1889,2
