SAHSU_GRD_LEVEL4,AREANAME,GID,GEOGRAPHIC_CENTROID
"01.008.001000.3","01.008.001000.3","263","{""type"":""Point"",""coordinates"":[-6.50176,54.426]}"
"01.008.001000.4","01.008.001000.4","264","{""type"":""Point"",""coordinates"":[-6.49208,54.4274]}"
"01.008.001000.5","01.008.001000.5","265","{""type"":""Point"",""coordinates"":[-6.48059,54.4281]}"
"01.008.001000.6","01.008.001000.6","266","{""type"":""Point"",""coordinates"":[-6.47943,54.424]}"
"01.008.001000.7","01.008.001000.7","267","{""type"":""Point"",""coordinates"":[-6.49297,54.4185]}"
"01.008.001000.8","01.008.001000.8","268","{""type"":""Point"",""coordinates"":[-6.5039,54.4183]}"
"01.008.001000.9","01.008.001000.9","269","{""type"":""Point"",""coordinates"":[-6.48068,54.4169]}"
"01.008.002900.1","01.008.002900.1","270","{""type"":""Point"",""coordinates"":[-6.46685,54.5306]}"
"01.008.002900.2","01.008.002900.2","271","{""type"":""Point"",""coordinates"":[-6.47177,54.52]}"
"01.008.002900.3","01.008.002900.3","272","{""type"":""Point"",""coordinates"":[-6.46261,54.5214]}"
"01.008.002900.4","01.008.002900.4","273","{""type"":""Point"",""coordinates"":[-6.45664,54.5236]}"
"01.008.002900.5","01.008.002900.5","274","{""type"":""Point"",""coordinates"":[-6.45477,54.5176]}"
"01.008.002900.6","01.008.002900.6","275","{""type"":""Point"",""coordinates"":[-6.46943,54.5075]}"
"01.008.002900.7","01.008.002900.7","276","{""type"":""Point"",""coordinates"":[-6.46157,54.5082]}"
"01.008.003500.1","01.008.003500.1","277","{""type"":""Point"",""coordinates"":[-6.77722,54.5212]}"
"01.008.003500.2","01.008.003500.2","278","{""type"":""Point"",""coordinates"":[-6.63947,54.6169]}"
"01.008.003500.3","01.008.003500.3","279","{""type"":""Point"",""coordinates"":[-6.62191,54.5698]}"
"01.008.003500.4","01.008.003500.4","280","{""type"":""Point"",""coordinates"":[-6.82162,54.3541]}"
"01.008.003600.1","01.008.003600.1","281","{""type"":""Point"",""coordinates"":[-6.40838,54.6415]}"
"01.008.003600.2","01.008.003600.2","282","{""type"":""Point"",""coordinates"":[-6.56309,54.6313]}"
"01.008.003600.3","01.008.003600.3","283","{""type"":""Point"",""coordinates"":[-6.54315,54.6182]}"
"01.008.003600.4","01.008.003600.4","284","{""type"":""Point"",""coordinates"":[-6.47302,54.6446]}"
"01.008.003700.1","01.008.003700.1","285","{""type"":""Point"",""coordinates"":[-6.57817,54.6174]}"
"01.008.003700.2","01.008.003700.2","286","{""type"":""Point"",""coordinates"":[-6.58626,54.6199]}"
"01.008.003700.3","01.008.003700.3","287","{""type"":""Point"",""coordinates"":[-6.56895,54.6176]}"
"01.008.003700.4","01.008.003700.4","288","{""type"":""Point"",""coordinates"":[-6.55207,54.6122]}"
"01.008.003700.5","01.008.003700.5","289","{""type"":""Point"",""coordinates"":[-6.57236,54.612]}"
"01.008.003700.6","01.008.003700.6","290","{""type"":""Point"",""coordinates"":[-6.56386,54.6117]}"
"01.008.003700.7","01.008.003700.7","291","{""type"":""Point"",""coordinates"":[-6.58636,54.6108]}"
"01.008.003700.8","01.008.003700.8","292","{""type"":""Point"",""coordinates"":[-6.55459,54.6086]}"
"01.008.003700.9","01.008.003700.9","293","{""type"":""Point"",""coordinates"":[-6.58644,54.606]}"
"01.008.003800.1","01.008.003800.1","294","{""type"":""Point"",""coordinates"":[-6.56486,54.6016]}"
"01.008.003800.2","01.008.003800.2","295","{""type"":""Point"",""coordinates"":[-6.55626,54.6035]}"
"01.008.003800.3","01.008.003800.3","296","{""type"":""Point"",""coordinates"":[-6.54522,54.6045]}"
"01.008.003800.4","01.008.003800.4","297","{""type"":""Point"",""coordinates"":[-6.58532,54.5957]}"
"01.008.003800.5","01.008.003800.5","298","{""type"":""Point"",""coordinates"":[-6.58134,54.5994]}"
"01.008.003800.6","01.008.003800.6","299","{""type"":""Point"",""coordinates"":[-6.5697,54.5981]}"
"01.008.003800.7","01.008.003800.7","300","{""type"":""Point"",""coordinates"":[-6.54585,54.5983]}"
"01.008.003800.8","01.008.003800.8","301","{""type"":""Point"",""coordinates"":[-6.56734,54.5887]}"
"01.008.003900.1","01.008.003900.1","302","{""type"":""Point"",""coordinates"":[-6.49955,54.6074]}"
"01.008.003900.2","01.008.003900.2","303","{""type"":""Point"",""coordinates"":[-6.52402,54.6044]}"
"01.008.003900.3","01.008.003900.3","304","{""type"":""Point"",""coordinates"":[-6.50565,54.6013]}"
"01.008.003900.4","01.008.003900.4","305","{""type"":""Point"",""coordinates"":[-6.48474,54.6014]}"
"01.008.003900.5","01.008.003900.5","306","{""type"":""Point"",""coordinates"":[-6.51176,54.5987]}"
"01.008.003900.6","01.008.003900.6","307","{""type"":""Point"",""coordinates"":[-6.50624,54.597]}"
"01.008.003900.7","01.008.003900.7","308","{""type"":""Point"",""coordinates"":[-6.51763,54.5988]}"
"01.008.003900.8","01.008.003900.8","309","{""type"":""Point"",""coordinates"":[-6.4946,54.5971]}"
"01.008.003901.1","01.008.003901.1","310","{""type"":""Point"",""coordinates"":[-6.52281,54.6099]}"
"01.008.003901.2","01.008.003901.2","311","{""type"":""Point"",""coordinates"":[-6.48449,54.6072]}"
"01.008.003901.3","01.008.003901.3","312","{""type"":""Point"",""coordinates"":[-6.51651,54.6041]}"
"01.008.003901.4","01.008.003901.4","313","{""type"":""Point"",""coordinates"":[-6.53438,54.6013]}"
"01.008.003901.5","01.008.003901.5","314","{""type"":""Point"",""coordinates"":[-6.49521,54.6008]}"
"01.008.003901.6","01.008.003901.6","315","{""type"":""Point"",""coordinates"":[-6.52148,54.5985]}"
"01.008.003901.7","01.008.003901.7","316","{""type"":""Point"",""coordinates"":[-6.48539,54.5974]}"
"01.008.003901.9","01.008.003901.9","317","{""type"":""Point"",""coordinates"":[-6.48498,54.6139]}"
"01.008.004000.1","01.008.004000.1","318","{""type"":""Point"",""coordinates"":[-6.55083,54.5921]}"
"01.008.004000.2","01.008.004000.2","319","{""type"":""Point"",""coordinates"":[-6.53294,54.5906]}"
"01.008.004000.3","01.008.004000.3","320","{""type"":""Point"",""coordinates"":[-6.5519,54.5854]}"
"01.008.004000.4","01.008.004000.4","321","{""type"":""Point"",""coordinates"":[-6.52607,54.58]}"
"01.008.004000.5","01.008.004000.5","322","{""type"":""Point"",""coordinates"":[-6.54911,54.5795]}"
"01.008.004000.6","01.008.004000.6","323","{""type"":""Point"",""coordinates"":[-6.56961,54.5777]}"
"01.008.004000.7","01.008.004000.7","324","{""type"":""Point"",""coordinates"":[-6.55751,54.5772]}"
"01.008.004100.1","01.008.004100.1","325","{""type"":""Point"",""coordinates"":[-6.56599,54.568]}"
"01.008.004100.2","01.008.004100.2","326","{""type"":""Point"",""coordinates"":[-6.54063,54.5694]}"
"01.008.004100.3","01.008.004100.3","327","{""type"":""Point"",""coordinates"":[-6.52254,54.5708]}"
"01.008.004100.4","01.008.004100.4","328","{""type"":""Point"",""coordinates"":[-6.55638,54.5691]}"
"01.008.004100.5","01.008.004100.5","329","{""type"":""Point"",""coordinates"":[-6.54352,54.5575]}"
"01.008.004100.6","01.008.004100.6","330","{""type"":""Point"",""coordinates"":[-6.51918,54.5628]}"
"01.008.004100.7","01.008.004100.7","331","{""type"":""Point"",""coordinates"":[-6.56291,54.5577]}"
"01.008.004100.8","01.008.004100.8","332","{""type"":""Point"",""coordinates"":[-6.51635,54.555]}"
"01.008.004200.1","01.008.004200.1","333","{""type"":""Point"",""coordinates"":[-6.513,54.5895]}"
"01.008.004200.2","01.008.004200.2","334","{""type"":""Point"",""coordinates"":[-6.50343,54.5934]}"
"01.008.004200.3","01.008.004200.3","335","{""type"":""Point"",""coordinates"":[-6.50315,54.5886]}"
"01.008.004200.4","01.008.004200.4","336","{""type"":""Point"",""coordinates"":[-6.50408,54.5839]}"
"01.008.004200.5","01.008.004200.5","337","{""type"":""Point"",""coordinates"":[-6.50662,54.5787]}"
"01.008.004200.6","01.008.004200.6","338","{""type"":""Point"",""coordinates"":[-6.50112,54.5783]}"
"01.008.004300.1","01.008.004300.1","339","{""type"":""Point"",""coordinates"":[-6.49392,54.5934]}"
"01.008.004300.2","01.008.004300.2","340","{""type"":""Point"",""coordinates"":[-6.48373,54.5934]}"
"01.008.004300.3","01.008.004300.3","341","{""type"":""Point"",""coordinates"":[-6.49341,54.589]}"
"01.008.004300.4","01.008.004300.4","342","{""type"":""Point"",""coordinates"":[-6.48294,54.5903]}"
"01.008.004300.5","01.008.004300.5","343","{""type"":""Point"",""coordinates"":[-6.48256,54.5883]}"
"01.008.004300.6","01.008.004300.6","344","{""type"":""Point"",""coordinates"":[-6.49432,54.5832]}"
"01.008.004300.7","01.008.004300.7","345","{""type"":""Point"",""coordinates"":[-6.49086,54.5782]}"
"01.008.004300.8","01.008.004300.8","346","{""type"":""Point"",""coordinates"":[-6.49587,54.5779]}"
"01.008.004400.1","01.008.004400.1","347","{""type"":""Point"",""coordinates"":[-6.44472,54.5934]}"
"01.008.004400.2","01.008.004400.2","348","{""type"":""Point"",""coordinates"":[-6.47357,54.6022]}"
"01.008.004400.3","01.008.004400.3","349","{""type"":""Point"",""coordinates"":[-6.45845,54.5999]}"
"01.008.004400.4","01.008.004400.4","350","{""type"":""Point"",""coordinates"":[-6.47578,54.5984]}"
"01.008.004400.5","01.008.004400.5","351","{""type"":""Point"",""coordinates"":[-6.47335,54.5941]}"
"01.008.004400.6","01.008.004400.6","352","{""type"":""Point"",""coordinates"":[-6.46679,54.5944]}"
"01.008.004400.7","01.008.004400.7","353","{""type"":""Point"",""coordinates"":[-6.47428,54.5898]}"
"01.008.004400.8","01.008.004400.8","354","{""type"":""Point"",""coordinates"":[-6.46618,54.5897]}"
"01.008.004500.1","01.008.004500.1","355","{""type"":""Point"",""coordinates"":[-6.4819,54.5848]}"
"01.008.004500.2","01.008.004500.2","356","{""type"":""Point"",""coordinates"":[-6.47383,54.5852]}"
"01.008.004500.3","01.008.004500.3","357","{""type"":""Point"",""coordinates"":[-6.46638,54.5857]}"
"01.008.004500.4","01.008.004500.4","358","{""type"":""Point"",""coordinates"":[-6.44811,54.5819]}"
"01.008.004500.5","01.008.004500.5","359","{""type"":""Point"",""coordinates"":[-6.47047,54.5803]}"
"01.008.004500.6","01.008.004500.6","360","{""type"":""Point"",""coordinates"":[-6.48006,54.579]}"
"01.008.004500.7","01.008.004500.7","361","{""type"":""Point"",""coordinates"":[-6.48386,54.5794]}"
"01.008.004600.1","01.008.004600.1","362","{""type"":""Point"",""coordinates"":[-6.50517,54.5712]}"
"01.008.004600.2","01.008.004600.2","363","{""type"":""Point"",""coordinates"":[-6.4956,54.572]}"
"01.008.004600.3","01.008.004600.3","364","{""type"":""Point"",""coordinates"":[-6.50381,54.563]}"
"01.008.004600.4","01.008.004600.4","365","{""type"":""Point"",""coordinates"":[-6.49695,54.5631]}"
"01.008.004600.5","01.008.004600.5","366","{""type"":""Point"",""coordinates"":[-6.48977,54.5635]}"
"01.008.004600.6","01.008.004600.6","367","{""type"":""Point"",""coordinates"":[-6.50283,54.5555]}"
"01.008.004600.7","01.008.004600.7","368","{""type"":""Point"",""coordinates"":[-6.49652,54.5558]}"
"01.008.004600.8","01.008.004600.8","369","{""type"":""Point"",""coordinates"":[-6.48926,54.556]}"
"01.008.004700.1","01.008.004700.1","370","{""type"":""Point"",""coordinates"":[-6.47596,54.5715]}"
"01.008.004700.2","01.008.004700.2","371","{""type"":""Point"",""coordinates"":[-6.46802,54.5722]}"
"01.008.004700.3","01.008.004700.3","372","{""type"":""Point"",""coordinates"":[-6.48272,54.5719]}"
"01.008.004700.4","01.008.004700.4","373","{""type"":""Point"",""coordinates"":[-6.48231,54.5637]}"
"01.008.004700.5","01.008.004700.5","374","{""type"":""Point"",""coordinates"":[-6.47529,54.5646]}"
"01.008.004700.6","01.008.004700.6","375","{""type"":""Point"",""coordinates"":[-6.46765,54.5638]}"
"01.008.004700.7","01.008.004700.7","376","{""type"":""Point"",""coordinates"":[-6.48166,54.5564]}"
"01.008.004700.8","01.008.004700.8","377","{""type"":""Point"",""coordinates"":[-6.47498,54.556]}"
"01.008.004700.9","01.008.004700.9","378","{""type"":""Point"",""coordinates"":[-6.46705,54.5565]}"
"01.008.004800.1","01.008.004800.1","379","{""type"":""Point"",""coordinates"":[-6.45992,54.5734]}"
"01.008.004800.2","01.008.004800.2","380","{""type"":""Point"",""coordinates"":[-6.45318,54.5733]}"
"01.008.004800.3","01.008.004800.3","381","{""type"":""Point"",""coordinates"":[-6.44607,54.5737]}"
"01.008.004800.4","01.008.004800.4","382","{""type"":""Point"",""coordinates"":[-6.46013,54.5645]}"
"01.008.004800.5","01.008.004800.5","383","{""type"":""Point"",""coordinates"":[-6.45254,54.5647]}"
"01.008.004800.6","01.008.004800.6","384","{""type"":""Point"",""coordinates"":[-6.44509,54.5654]}"
"01.008.004800.7","01.008.004800.7","385","{""type"":""Point"",""coordinates"":[-6.45936,54.5567]}"
"01.008.004800.8","01.008.004800.8","386","{""type"":""Point"",""coordinates"":[-6.44442,54.5568]}"
"01.008.004800.9","01.008.004800.9","387","{""type"":""Point"",""coordinates"":[-6.45158,54.5575]}"
"01.008.004900.1","01.008.004900.1","388","{""type"":""Point"",""coordinates"":[-6.40366,54.5621]}"
"01.008.004900.2","01.008.004900.2","389","{""type"":""Point"",""coordinates"":[-6.43782,54.5733]}"
"01.008.004900.3","01.008.004900.3","390","{""type"":""Point"",""coordinates"":[-6.42242,54.5745]}"
"01.008.004900.4","01.008.004900.4","391","{""type"":""Point"",""coordinates"":[-6.40714,54.5734]}"
"01.008.004900.5","01.008.004900.5","392","{""type"":""Point"",""coordinates"":[-6.41824,54.5663]}"
"01.008.004900.6","01.008.004900.6","393","{""type"":""Point"",""coordinates"":[-6.40783,54.5667]}"
"01.008.005000.1","01.008.005000.1","394","{""type"":""Point"",""coordinates"":[-6.43761,54.5659]}"
"01.008.005000.2","01.008.005000.2","395","{""type"":""Point"",""coordinates"":[-6.42917,54.5645]}"
"01.008.005000.3","01.008.005000.3","396","{""type"":""Point"",""coordinates"":[-6.43734,54.5569]}"
"01.008.005000.4","01.008.005000.4","397","{""type"":""Point"",""coordinates"":[-6.42873,54.5568]}"
"01.008.005000.5","01.008.005000.5","398","{""type"":""Point"",""coordinates"":[-6.4207,54.5572]}"
"01.008.005000.6","01.008.005000.6","399","{""type"":""Point"",""coordinates"":[-6.41479,54.5519]}"
"01.008.005000.7","01.008.005000.7","400","{""type"":""Point"",""coordinates"":[-6.42811,54.5507]}"
"01.008.005000.8","01.008.005000.8","401","{""type"":""Point"",""coordinates"":[-6.41721,54.5464]}"
"01.008.005100.1","01.008.005100.1","402","{""type"":""Point"",""coordinates"":[-6.76231,54.5277]}"
"01.008.005100.2","01.008.005100.2","403","{""type"":""Point"",""coordinates"":[-6.78693,54.5263]}"
"01.008.005100.3","01.008.005100.3","404","{""type"":""Point"",""coordinates"":[-6.77374,54.5266]}"
"01.008.005100.4","01.008.005100.4","405","{""type"":""Point"",""coordinates"":[-6.77889,54.519]}"
"01.008.005100.5","01.008.005100.5","406","{""type"":""Point"",""coordinates"":[-6.76181,54.5194]}"
"01.008.005100.6","01.008.005100.6","407","{""type"":""Point"",""coordinates"":[-6.76114,54.5101]}"
"01.008.005200.1","01.008.005200.1","408","{""type"":""Point"",""coordinates"":[-6.74341,54.5289]}"
"01.008.005200.2","01.008.005200.2","409","{""type"":""Point"",""coordinates"":[-6.75153,54.5196]}"
"01.008.005200.3","01.008.005200.3","410","{""type"":""Point"",""coordinates"":[-6.74269,54.5193]}"
"01.008.005200.4","01.008.005200.4","411","{""type"":""Point"",""coordinates"":[-6.73641,54.5196]}"
"01.008.005200.5","01.008.005200.5","412","{""type"":""Point"",""coordinates"":[-6.74312,54.5128]}"
"01.008.005200.6","01.008.005200.6","413","{""type"":""Point"",""coordinates"":[-6.73557,54.5113]}"
"01.008.005200.7","01.008.005200.7","414","{""type"":""Point"",""coordinates"":[-6.74225,54.5056]}"
"01.008.005300.1","01.008.005300.1","415","{""type"":""Point"",""coordinates"":[-6.7079,54.5297]}"
"01.008.005300.2","01.008.005300.2","416","{""type"":""Point"",""coordinates"":[-6.69612,54.5241]}"
"01.008.005300.3","01.008.005300.3","417","{""type"":""Point"",""coordinates"":[-6.71743,54.5127]}"
"01.008.005300.4","01.008.005300.4","418","{""type"":""Point"",""coordinates"":[-6.7001,54.5134]}"
"01.008.005300.5","01.008.005300.5","419","{""type"":""Point"",""coordinates"":[-6.68705,54.5089]}"
"01.008.005300.6","01.008.005300.6","420","{""type"":""Point"",""coordinates"":[-6.69858,54.5061]}"
"01.008.005300.7","01.008.005300.7","421","{""type"":""Point"",""coordinates"":[-6.7127,54.5054]}"
"01.008.005300.8","01.008.005300.8","422","{""type"":""Point"",""coordinates"":[-6.72257,54.5054]}"
"01.008.005400.1","01.008.005400.1","423","{""type"":""Point"",""coordinates"":[-6.66414,54.5217]}"
"01.008.005400.2","01.008.005400.2","424","{""type"":""Point"",""coordinates"":[-6.65224,54.5229]}"
"01.008.005400.3","01.008.005400.3","425","{""type"":""Point"",""coordinates"":[-6.63868,54.523]}"
"01.008.005400.4","01.008.005400.4","426","{""type"":""Point"",""coordinates"":[-6.62676,54.5242]}"
"01.008.005400.5","01.008.005400.5","427","{""type"":""Point"",""coordinates"":[-6.65,54.5351]}"
"01.008.005500.1","01.008.005500.1","428","{""type"":""Point"",""coordinates"":[-6.67319,54.5097]}"
"01.008.005500.2","01.008.005500.2","429","{""type"":""Point"",""coordinates"":[-6.66088,54.5147]}"
"01.008.005500.3","01.008.005500.3","430","{""type"":""Point"",""coordinates"":[-6.65042,54.5155]}"
"01.008.005500.4","01.008.005500.4","431","{""type"":""Point"",""coordinates"":[-6.6377,54.5144]}"
"01.008.005500.5","01.008.005500.5","432","{""type"":""Point"",""coordinates"":[-6.66193,54.5083]}"
"01.008.005500.6","01.008.005500.6","433","{""type"":""Point"",""coordinates"":[-6.64918,54.5082]}"
"01.008.005500.7","01.008.005500.7","434","{""type"":""Point"",""coordinates"":[-6.63749,54.5079]}"
"01.008.005600.1","01.008.005600.1","435","{""type"":""Point"",""coordinates"":[-6.57664,54.5375]}"
"01.008.005600.2","01.008.005600.2","436","{""type"":""Point"",""coordinates"":[-6.6111,54.5316]}"
"01.008.005600.3","01.008.005600.3","437","{""type"":""Point"",""coordinates"":[-6.60198,54.5306]}"
"01.008.005600.4","01.008.005600.4","438","{""type"":""Point"",""coordinates"":[-6.5932,54.5311]}"
"01.008.005600.5","01.008.005600.5","439","{""type"":""Point"",""coordinates"":[-6.57875,54.5244]}"
"01.008.005600.6","01.008.005600.6","440","{""type"":""Point"",""coordinates"":[-6.60866,54.5406]}"
"01.008.005700.1","01.008.005700.1","441","{""type"":""Point"",""coordinates"":[-6.61288,54.5236]}"
"01.008.005700.2","01.008.005700.2","442","{""type"":""Point"",""coordinates"":[-6.60189,54.5236]}"
"01.008.005700.3","01.008.005700.3","443","{""type"":""Point"",""coordinates"":[-6.59055,54.5241]}"
"01.008.005700.4","01.008.005700.4","444","{""type"":""Point"",""coordinates"":[-6.62475,54.5143]}"
"01.008.005700.5","01.008.005700.5","445","{""type"":""Point"",""coordinates"":[-6.61261,54.5153]}"
"01.008.005700.6","01.008.005700.6","446","{""type"":""Point"",""coordinates"":[-6.59986,54.5182]}"
"01.008.005700.7","01.008.005700.7","447","{""type"":""Point"",""coordinates"":[-6.62405,54.5079]}"
"01.008.005800.1","01.008.005800.1","448","{""type"":""Point"",""coordinates"":[-6.59057,54.5125]}"
"01.008.005800.2","01.008.005800.2","449","{""type"":""Point"",""coordinates"":[-6.57822,54.5175]}"
"01.008.005800.3","01.008.005800.3","450","{""type"":""Point"",""coordinates"":[-6.60015,54.5139]}"
"01.008.005800.4","01.008.005800.4","451","{""type"":""Point"",""coordinates"":[-6.57626,54.5107]}"
"01.008.005800.5","01.008.005800.5","452","{""type"":""Point"",""coordinates"":[-6.57908,54.5099]}"
"01.008.005800.6","01.008.005800.6","453","{""type"":""Point"",""coordinates"":[-6.59937,54.5077]}"
"01.008.005900.1","01.008.005900.1","454","{""type"":""Point"",""coordinates"":[-6.52553,54.5396]}"
"01.008.005900.2","01.008.005900.2","455","{""type"":""Point"",""coordinates"":[-6.56213,54.5432]}"
"01.008.005900.3","01.008.005900.3","456","{""type"":""Point"",""coordinates"":[-6.56175,54.5314]}"
"01.008.005900.4","01.008.005900.4","457","{""type"":""Point"",""coordinates"":[-6.51246,54.5244]}"
"01.008.005900.5","01.008.005900.5","458","{""type"":""Point"",""coordinates"":[-6.52774,54.5193]}"
"01.008.005900.6","01.008.005900.6","459","{""type"":""Point"",""coordinates"":[-6.55403,54.5173]}"
"01.008.005900.7","01.008.005900.7","460","{""type"":""Point"",""coordinates"":[-6.54347,54.5184]}"
"01.008.005900.8","01.008.005900.8","461","{""type"":""Point"",""coordinates"":[-6.56036,54.5166]}"
"01.008.006000.1","01.008.006000.1","462","{""type"":""Point"",""coordinates"":[-6.73505,54.4891]}"
"01.008.006000.2","01.008.006000.2","463","{""type"":""Point"",""coordinates"":[-6.68826,54.4897]}"
"01.008.006000.3","01.008.006000.3","464","{""type"":""Point"",""coordinates"":[-6.70383,54.4653]}"
"01.008.006000.4","01.008.006000.4","465","{""type"":""Point"",""coordinates"":[-6.68525,54.4657]}"
"01.008.006000.5","01.008.006000.5","466","{""type"":""Point"",""coordinates"":[-6.68376,54.4458]}"
"01.008.006000.6","01.008.006000.6","467","{""type"":""Point"",""coordinates"":[-6.67918,54.4192]}"
"01.008.006000.7","01.008.006000.7","468","{""type"":""Point"",""coordinates"":[-6.46535,54.5368]}"
"01.008.006100.1","01.008.006100.1","469","{""type"":""Point"",""coordinates"":[-6.50304,54.5485]}"
"01.008.006100.2","01.008.006100.2","470","{""type"":""Point"",""coordinates"":[-6.47297,54.5499]}"
"01.008.006100.3","01.008.006100.3","471","{""type"":""Point"",""coordinates"":[-6.49495,54.5483]}"
"01.008.006100.4","01.008.006100.4","472","{""type"":""Point"",""coordinates"":[-6.48916,54.5486]}"
"01.008.006100.5","01.008.006100.5","473","{""type"":""Point"",""coordinates"":[-6.50238,54.5418]}"
"01.008.006100.6","01.008.006100.6","474","{""type"":""Point"",""coordinates"":[-6.49423,54.5419]}"
"01.008.006100.7","01.008.006100.7","475","{""type"":""Point"",""coordinates"":[-6.50152,54.5355]}"
"01.008.006100.8","01.008.006100.8","476","{""type"":""Point"",""coordinates"":[-6.48745,54.5401]}"
"01.008.006200.1","01.008.006200.1","477","{""type"":""Point"",""coordinates"":[-6.44706,54.5504]}"
"01.008.006200.2","01.008.006200.2","478","{""type"":""Point"",""coordinates"":[-6.46883,54.5429]}"
"01.008.006200.3","01.008.006200.3","479","{""type"":""Point"",""coordinates"":[-6.48081,54.5419]}"
"01.008.006200.4","01.008.006200.4","480","{""type"":""Point"",""coordinates"":[-6.45541,54.5429]}"
"01.008.006200.5","01.008.006200.5","481","{""type"":""Point"",""coordinates"":[-6.47464,54.5368]}"
"01.008.006200.6","01.008.006200.6","482","{""type"":""Point"",""coordinates"":[-6.48021,54.5325]}"
"01.008.006300.1","01.008.006300.1","483","{""type"":""Point"",""coordinates"":[-6.45563,54.5377]}"
"01.008.006300.2","01.008.006300.2","484","{""type"":""Point"",""coordinates"":[-6.44079,54.5386]}"
"01.008.006300.3","01.008.006300.3","485","{""type"":""Point"",""coordinates"":[-6.43335,54.5374]}"
"01.008.006300.4","01.008.006300.4","486","{""type"":""Point"",""coordinates"":[-6.44445,54.5329]}"
"01.008.006300.5","01.008.006300.5","487","{""type"":""Point"",""coordinates"":[-6.43766,54.5329]}"
"01.008.006300.6","01.008.006300.6","488","{""type"":""Point"",""coordinates"":[-6.45274,54.5315]}"
"01.008.006300.7","01.008.006300.7","489","{""type"":""Point"",""coordinates"":[-6.43469,54.542]}"
"01.008.006400.1","01.008.006400.1","490","{""type"":""Point"",""coordinates"":[-6.39901,54.5364]}"
"01.008.006400.2","01.008.006400.2","491","{""type"":""Point"",""coordinates"":[-6.41623,54.5385]}"
"01.008.006400.3","01.008.006400.3","492","{""type"":""Point"",""coordinates"":[-6.42662,54.5385]}"
"01.008.006400.4","01.008.006400.4","493","{""type"":""Point"",""coordinates"":[-6.40756,54.5333]}"
"01.008.006400.5","01.008.006400.5","494","{""type"":""Point"",""coordinates"":[-6.39217,54.534]}"
"01.008.006400.6","01.008.006400.6","495","{""type"":""Point"",""coordinates"":[-6.41492,54.5321]}"
"01.008.006400.7","01.008.006400.7","496","{""type"":""Point"",""coordinates"":[-6.42757,54.5312]}"
"01.008.006500.1","01.008.006500.1","497","{""type"":""Point"",""coordinates"":[-6.39766,54.527]}"
"01.008.006500.2","01.008.006500.2","498","{""type"":""Point"",""coordinates"":[-6.37918,54.524]}"
"01.008.006500.3","01.008.006500.3","499","{""type"":""Point"",""coordinates"":[-6.40022,54.5198]}"
"01.008.006500.4","01.008.006500.4","500","{""type"":""Point"",""coordinates"":[-6.38075,54.5129]}"
"01.008.006500.5","01.008.006500.5","501","{""type"":""Point"",""coordinates"":[-6.40047,54.5145]}"
"01.008.006500.6","01.008.006500.6","502","{""type"":""Point"",""coordinates"":[-6.39141,54.5107]}"
"01.008.006500.7","01.008.006500.7","503","{""type"":""Point"",""coordinates"":[-6.40082,54.5071]}"
"01.008.006600.1","01.008.006600.1","504","{""type"":""Point"",""coordinates"":[-6.42785,54.5249]}"
"01.008.006600.2","01.008.006600.2","505","{""type"":""Point"",""coordinates"":[-6.41463,54.5254]}"
"01.008.006600.3","01.008.006600.3","506","{""type"":""Point"",""coordinates"":[-6.41435,54.5203]}"
"01.008.006600.4","01.008.006600.4","507","{""type"":""Point"",""coordinates"":[-6.42655,54.5186]}"
"01.008.006600.5","01.008.006600.5","508","{""type"":""Point"",""coordinates"":[-6.42738,54.5129]}"
"01.008.006600.6","01.008.006600.6","509","{""type"":""Point"",""coordinates"":[-6.41355,54.5138]}"
"01.008.006600.7","01.008.006600.7","510","{""type"":""Point"",""coordinates"":[-6.42608,54.5066]}"
"01.008.006600.8","01.008.006600.8","511","{""type"":""Point"",""coordinates"":[-6.41471,54.507]}"
"01.008.006700.1","01.008.006700.1","512","{""type"":""Point"",""coordinates"":[-6.50119,54.5294]}"
"01.008.006700.2","01.008.006700.2","513","{""type"":""Point"",""coordinates"":[-6.49391,54.5299]}"
"01.008.006700.3","01.008.006700.3","514","{""type"":""Point"",""coordinates"":[-6.49968,54.5206]}"
"01.008.006700.4","01.008.006700.4","515","{""type"":""Point"",""coordinates"":[-6.49264,54.5203]}"
"01.008.006700.5","01.008.006700.5","516","{""type"":""Point"",""coordinates"":[-6.49352,54.5108]}"
"01.008.006700.6","01.008.006700.6","517","{""type"":""Point"",""coordinates"":[-6.48884,54.5021]}"
"01.008.006800.1","01.008.006800.1","518","{""type"":""Point"",""coordinates"":[-6.49467,54.5338]}"
"01.008.006800.2","01.008.006800.2","519","{""type"":""Point"",""coordinates"":[-6.48576,54.5322]}"
"01.008.006800.3","01.008.006800.3","520","{""type"":""Point"",""coordinates"":[-6.47738,54.5201]}"
"01.008.006800.4","01.008.006800.4","521","{""type"":""Point"",""coordinates"":[-6.48474,54.5205]}"
"01.008.006800.5","01.008.006800.5","522","{""type"":""Point"",""coordinates"":[-6.48403,54.507]}"
"01.008.006800.6","01.008.006800.6","523","{""type"":""Point"",""coordinates"":[-6.477,54.507]}"
"01.008.006900.1","01.008.006900.1","524","{""type"":""Point"",""coordinates"":[-6.44608,54.522]}"
"01.008.006900.2","01.008.006900.2","525","{""type"":""Point"",""coordinates"":[-6.43688,54.5221]}"
