SAHSU_GRD_LEVEL4,AREANAME,GID,GEOGRAPHIC_CENTROID
"01.006.002600.2","01.006.002600.2","237","{""type"":""Point"",""coordinates"":[-5.73524445733189,54.6119956528171]}"
"01.006.002700.1","01.006.002700.1","238","{""type"":""Point"",""coordinates"":[-5.49945204181036,54.9749204031761]}"
"01.007.012000.1","01.007.012000.1","239","{""type"":""Point"",""coordinates"":[-7.00762406588131,54.4335119496521]}"
"01.007.012000.2","01.007.012000.2","240","{""type"":""Point"",""coordinates"":[-7.03885641294473,54.4534173064756]}"
"01.007.012000.3","01.007.012000.3","241","{""type"":""Point"",""coordinates"":[-7.23330990484863,54.3910361408867]}"
"01.007.012100.1","01.007.012100.1","242","{""type"":""Point"",""coordinates"":[-7.00795428284868,54.3588914151234]}"
"01.007.012100.2","01.007.012100.2","243","{""type"":""Point"",""coordinates"":[-7.0327561195731,54.3550498858421]}"
"01.007.012100.3","01.007.012100.3","244","{""type"":""Point"",""coordinates"":[-7.04352519514482,54.3471925967656]}"
"01.007.012100.4","01.007.012100.4","245","{""type"":""Point"",""coordinates"":[-7.05101441467414,54.3308292872192]}"
"01.007.012100.5","01.007.012100.5","246","{""type"":""Point"",""coordinates"":[-7.03490540615268,54.3368614738779]}"
"01.007.012100.6","01.007.012100.6","247","{""type"":""Point"",""coordinates"":[-7.031164048823,54.331504030178]}"
"01.007.012200.1","01.007.012200.1","248","{""type"":""Point"",""coordinates"":[-6.99836409738748,54.3463608935081]}"
"01.007.012200.2","01.007.012200.2","249","{""type"":""Point"",""coordinates"":[-7.01757966008572,54.3441771862103]}"
"01.007.012200.3","01.007.012200.3","250","{""type"":""Point"",""coordinates"":[-7.00816137740301,54.3443214299285]}"
"01.007.012200.4","01.007.012200.4","251","{""type"":""Point"",""coordinates"":[-7.00902717569196,54.3327046804985]}"
"01.007.012200.5","01.007.012200.5","252","{""type"":""Point"",""coordinates"":[-7.02670830370897,54.337054135967]}"
"01.007.012200.6","01.007.012200.6","253","{""type"":""Point"",""coordinates"":[-7.01753685449619,54.3360833083511]}"
"01.007.012200.7","01.007.012200.7","254","{""type"":""Point"",""coordinates"":[-7.00916490503283,54.3367087522623]}"
"01.007.012300.1","01.007.012300.1","255","{""type"":""Point"",""coordinates"":[-6.91434906297946,54.3418227111927]}"
"01.007.012300.2","01.007.012300.2","256","{""type"":""Point"",""coordinates"":[-7.06100953912552,54.2625192564353]}"
"01.007.012400.1","01.007.012400.1","257","{""type"":""Point"",""coordinates"":[-6.82133712044551,54.2006396201264]}"
"01.007.012400.2","01.007.012400.2","258","{""type"":""Point"",""coordinates"":[-6.67735050127632,54.24885815737]}"
"01.007.012400.3","01.007.012400.3","259","{""type"":""Point"",""coordinates"":[-6.63515706108475,54.1760592447963]}"
"01.007.012500.1","01.007.012500.1","260","{""type"":""Point"",""coordinates"":[-6.93069010394201,53.988555406646]}"
"01.008.001000.1","01.008.001000.1","261","{""type"":""Point"",""coordinates"":[-6.48724087409401,54.4340627455017]}"
"01.008.001000.2","01.008.001000.2","262","{""type"":""Point"",""coordinates"":[-6.50968205887043,54.4255993005954]}"
"01.008.001000.3","01.008.001000.3","263","{""type"":""Point"",""coordinates"":[-6.50175826865009,54.4259851232973]}"
"01.008.001000.4","01.008.001000.4","264","{""type"":""Point"",""coordinates"":[-6.49207952937852,54.4273968984742]}"
"01.008.001000.5","01.008.001000.5","265","{""type"":""Point"",""coordinates"":[-6.48059358489013,54.4280628812542]}"
"01.008.001000.6","01.008.001000.6","266","{""type"":""Point"",""coordinates"":[-6.47943368463242,54.42396524879]}"
"01.008.001000.7","01.008.001000.7","267","{""type"":""Point"",""coordinates"":[-6.4929749178119,54.4185264016328]}"
"01.008.001000.8","01.008.001000.8","268","{""type"":""Point"",""coordinates"":[-6.50390346005567,54.4182593481038]}"
"01.008.001000.9","01.008.001000.9","269","{""type"":""Point"",""coordinates"":[-6.48068454817804,54.4168809017512]}"
"01.008.002900.1","01.008.002900.1","270","{""type"":""Point"",""coordinates"":[-6.46684599011071,54.5305624301528]}"
"01.008.002900.2","01.008.002900.2","271","{""type"":""Point"",""coordinates"":[-6.47177498197709,54.5200491241974]}"
"01.008.002900.3","01.008.002900.3","272","{""type"":""Point"",""coordinates"":[-6.4626120194794,54.5214004398196]}"
"01.008.002900.4","01.008.002900.4","273","{""type"":""Point"",""coordinates"":[-6.45664365636677,54.5236394588014]}"
"01.008.002900.5","01.008.002900.5","274","{""type"":""Point"",""coordinates"":[-6.45477002409223,54.517576404527]}"
"01.008.002900.6","01.008.002900.6","275","{""type"":""Point"",""coordinates"":[-6.46942880655021,54.5075155980555]}"
"01.008.002900.7","01.008.002900.7","276","{""type"":""Point"",""coordinates"":[-6.46157016726604,54.5081864034003]}"
"01.008.003500.1","01.008.003500.1","277","{""type"":""Point"",""coordinates"":[-6.77721680574559,54.5211681918166]}"
"01.008.003500.2","01.008.003500.2","278","{""type"":""Point"",""coordinates"":[-6.6394697376755,54.6168653010115]}"
"01.008.003500.3","01.008.003500.3","279","{""type"":""Point"",""coordinates"":[-6.62191061935646,54.5697678692873]}"
"01.008.003500.4","01.008.003500.4","280","{""type"":""Point"",""coordinates"":[-6.82161502673242,54.3541354556299]}"
"01.008.003600.1","01.008.003600.1","281","{""type"":""Point"",""coordinates"":[-6.40837934231929,54.6414894606259]}"
"01.008.003600.2","01.008.003600.2","282","{""type"":""Point"",""coordinates"":[-6.56309154056551,54.6313344187935]}"
"01.008.003600.3","01.008.003600.3","283","{""type"":""Point"",""coordinates"":[-6.54315430999605,54.6182419225193]}"
"01.008.003600.4","01.008.003600.4","284","{""type"":""Point"",""coordinates"":[-6.47301865484345,54.6446081546248]}"
"01.008.003700.1","01.008.003700.1","285","{""type"":""Point"",""coordinates"":[-6.57817498769614,54.6174081138121]}"
"01.008.003700.2","01.008.003700.2","286","{""type"":""Point"",""coordinates"":[-6.58625924785268,54.6199154163995]}"
"01.008.003700.3","01.008.003700.3","287","{""type"":""Point"",""coordinates"":[-6.56895293888294,54.6176019967006]}"
"01.008.003700.4","01.008.003700.4","288","{""type"":""Point"",""coordinates"":[-6.55206937644037,54.6122387975475]}"
"01.008.003700.5","01.008.003700.5","289","{""type"":""Point"",""coordinates"":[-6.57235514539286,54.6119967496546]}"
"01.008.003700.6","01.008.003700.6","290","{""type"":""Point"",""coordinates"":[-6.56386481148369,54.6116893931332]}"
"01.008.003700.7","01.008.003700.7","291","{""type"":""Point"",""coordinates"":[-6.58636142979274,54.6108033451336]}"
"01.008.003700.8","01.008.003700.8","292","{""type"":""Point"",""coordinates"":[-6.55459330715469,54.6086460924402]}"
"01.008.003700.9","01.008.003700.9","293","{""type"":""Point"",""coordinates"":[-6.58644496182912,54.606001693279]}"
"01.008.003800.1","01.008.003800.1","294","{""type"":""Point"",""coordinates"":[-6.56486096942127,54.6015788114673]}"
"01.008.003800.2","01.008.003800.2","295","{""type"":""Point"",""coordinates"":[-6.55625986254217,54.6034577326719]}"
"01.008.003800.3","01.008.003800.3","296","{""type"":""Point"",""coordinates"":[-6.54522264709555,54.6045156888114]}"
"01.008.003800.4","01.008.003800.4","297","{""type"":""Point"",""coordinates"":[-6.58531651652208,54.5956824661657]}"
"01.008.003800.5","01.008.003800.5","298","{""type"":""Point"",""coordinates"":[-6.58133502483884,54.5993784181396]}"
"01.008.003800.6","01.008.003800.6","299","{""type"":""Point"",""coordinates"":[-6.56969807595285,54.5981388744912]}"
"01.008.003800.7","01.008.003800.7","300","{""type"":""Point"",""coordinates"":[-6.54584603135014,54.5983095743202]}"
"01.008.003800.8","01.008.003800.8","301","{""type"":""Point"",""coordinates"":[-6.56733572996572,54.5887113166182]}"
"01.008.003900.1","01.008.003900.1","302","{""type"":""Point"",""coordinates"":[-6.4995462688616,54.6074066465239]}"
"01.008.003900.2","01.008.003900.2","303","{""type"":""Point"",""coordinates"":[-6.52402400953714,54.6044131184901]}"
"01.008.003900.3","01.008.003900.3","304","{""type"":""Point"",""coordinates"":[-6.50564775469566,54.6012553514791]}"
"01.008.003900.4","01.008.003900.4","305","{""type"":""Point"",""coordinates"":[-6.4847374459407,54.6013841162667]}"
"01.008.003900.5","01.008.003900.5","306","{""type"":""Point"",""coordinates"":[-6.51175663615107,54.5986905683552]}"
"01.008.003900.6","01.008.003900.6","307","{""type"":""Point"",""coordinates"":[-6.50624126274825,54.5970141240176]}"
"01.008.003900.7","01.008.003900.7","308","{""type"":""Point"",""coordinates"":[-6.51763484209017,54.5988095501879]}"
"01.008.003900.8","01.008.003900.8","309","{""type"":""Point"",""coordinates"":[-6.49459884550063,54.5970623608612]}"
"01.008.003901.1","01.008.003901.1","310","{""type"":""Point"",""coordinates"":[-6.5228124362934,54.6099325334145]}"
"01.008.003901.2","01.008.003901.2","311","{""type"":""Point"",""coordinates"":[-6.48449086886981,54.6072306471743]}"
"01.008.003901.3","01.008.003901.3","312","{""type"":""Point"",""coordinates"":[-6.5165129302147,54.6041490096281]}"
"01.008.003901.4","01.008.003901.4","313","{""type"":""Point"",""coordinates"":[-6.5343837833943,54.60131365813]}"
"01.008.003901.5","01.008.003901.5","314","{""type"":""Point"",""coordinates"":[-6.49520971417076,54.6007742681281]}"
"01.008.003901.6","01.008.003901.6","315","{""type"":""Point"",""coordinates"":[-6.52148016452898,54.598542560707]}"
"01.008.003901.7","01.008.003901.7","316","{""type"":""Point"",""coordinates"":[-6.48538709827364,54.5973618573904]}"
"01.008.003901.9","01.008.003901.9","317","{""type"":""Point"",""coordinates"":[-6.48498235592697,54.6139006780321]}"
"01.008.004000.1","01.008.004000.1","318","{""type"":""Point"",""coordinates"":[-6.55083304004699,54.5920707544251]}"
"01.008.004000.2","01.008.004000.2","319","{""type"":""Point"",""coordinates"":[-6.5329362516924,54.5905998130487]}"
"01.008.004000.3","01.008.004000.3","320","{""type"":""Point"",""coordinates"":[-6.55190350251659,54.5853775720465]}"
"01.008.004000.4","01.008.004000.4","321","{""type"":""Point"",""coordinates"":[-6.52607377988375,54.5800122808449]}"
"01.008.004000.5","01.008.004000.5","322","{""type"":""Point"",""coordinates"":[-6.54911316011255,54.5795153070309]}"
"01.008.004000.6","01.008.004000.6","323","{""type"":""Point"",""coordinates"":[-6.5696100391723,54.5777196071026]}"
"01.008.004000.7","01.008.004000.7","324","{""type"":""Point"",""coordinates"":[-6.55751465202056,54.5772472287207]}"
"01.008.004100.1","01.008.004100.1","325","{""type"":""Point"",""coordinates"":[-6.56598995400969,54.5680438698636]}"
"01.008.004100.2","01.008.004100.2","326","{""type"":""Point"",""coordinates"":[-6.54062940038098,54.5693967359224]}"
"01.008.004100.3","01.008.004100.3","327","{""type"":""Point"",""coordinates"":[-6.52254391211344,54.5708112323966]}"
"01.008.004100.4","01.008.004100.4","328","{""type"":""Point"",""coordinates"":[-6.55638499196101,54.5690691954479]}"
"01.008.004100.5","01.008.004100.5","329","{""type"":""Point"",""coordinates"":[-6.54351885058097,54.5575489372742]}"
"01.008.004100.6","01.008.004100.6","330","{""type"":""Point"",""coordinates"":[-6.51918054158258,54.5628271213032]}"
"01.008.004100.7","01.008.004100.7","331","{""type"":""Point"",""coordinates"":[-6.56291093292275,54.557700597429]}"
"01.008.004100.8","01.008.004100.8","332","{""type"":""Point"",""coordinates"":[-6.51634558709694,54.5549960661628]}"
"01.008.004200.1","01.008.004200.1","333","{""type"":""Point"",""coordinates"":[-6.51300317149315,54.5895064161597]}"
"01.008.004200.2","01.008.004200.2","334","{""type"":""Point"",""coordinates"":[-6.50342916287597,54.5934401264115]}"
"01.008.004200.3","01.008.004200.3","335","{""type"":""Point"",""coordinates"":[-6.50315345746253,54.5885976239412]}"
"01.008.004200.4","01.008.004200.4","336","{""type"":""Point"",""coordinates"":[-6.50408457567751,54.5839232546227]}"
"01.008.004200.5","01.008.004200.5","337","{""type"":""Point"",""coordinates"":[-6.5066249533813,54.5787231352923]}"
"01.008.004200.6","01.008.004200.6","338","{""type"":""Point"",""coordinates"":[-6.50111827274449,54.578295859529]}"
"01.008.004300.1","01.008.004300.1","339","{""type"":""Point"",""coordinates"":[-6.49392145840116,54.5934270171488]}"
"01.008.004300.2","01.008.004300.2","340","{""type"":""Point"",""coordinates"":[-6.48373039045588,54.593409714707]}"
"01.008.004300.3","01.008.004300.3","341","{""type"":""Point"",""coordinates"":[-6.49340712288616,54.5889797514903]}"
"01.008.004300.4","01.008.004300.4","342","{""type"":""Point"",""coordinates"":[-6.48293808902051,54.590330824231]}"
"01.008.004300.5","01.008.004300.5","343","{""type"":""Point"",""coordinates"":[-6.48255731176014,54.5883450798348]}"
"01.008.004300.6","01.008.004300.6","344","{""type"":""Point"",""coordinates"":[-6.49432201042002,54.583221476443]}"
"01.008.004300.7","01.008.004300.7","345","{""type"":""Point"",""coordinates"":[-6.49085989826803,54.5782370175198]}"
"01.008.004300.8","01.008.004300.8","346","{""type"":""Point"",""coordinates"":[-6.49587274997357,54.5779484090691]}"
"01.008.004400.1","01.008.004400.1","347","{""type"":""Point"",""coordinates"":[-6.4447212749384,54.5934141249226]}"
"01.008.004400.2","01.008.004400.2","348","{""type"":""Point"",""coordinates"":[-6.47357211903353,54.6022373280438]}"
"01.008.004400.3","01.008.004400.3","349","{""type"":""Point"",""coordinates"":[-6.4584510957259,54.5998823635414]}"
"01.008.004400.4","01.008.004400.4","350","{""type"":""Point"",""coordinates"":[-6.47577815813765,54.598363239828]}"
"01.008.004400.5","01.008.004400.5","351","{""type"":""Point"",""coordinates"":[-6.47335391951165,54.5941340664952]}"
"01.008.004400.6","01.008.004400.6","352","{""type"":""Point"",""coordinates"":[-6.46678531802587,54.5943871584258]}"
"01.008.004400.7","01.008.004400.7","353","{""type"":""Point"",""coordinates"":[-6.47428172594029,54.5897673736589]}"
"01.008.004400.8","01.008.004400.8","354","{""type"":""Point"",""coordinates"":[-6.46617598970038,54.5897177977869]}"
"01.008.004500.1","01.008.004500.1","355","{""type"":""Point"",""coordinates"":[-6.48190321944616,54.5847715288541]}"
"01.008.004500.2","01.008.004500.2","356","{""type"":""Point"",""coordinates"":[-6.47382555185844,54.5851840118388]}"
"01.008.004500.3","01.008.004500.3","357","{""type"":""Point"",""coordinates"":[-6.46638155907327,54.5856968295921]}"
"01.008.004500.4","01.008.004500.4","358","{""type"":""Point"",""coordinates"":[-6.44811485017453,54.581908479717]}"
"01.008.004500.5","01.008.004500.5","359","{""type"":""Point"",""coordinates"":[-6.47046570091497,54.5803019020707]}"
"01.008.004500.6","01.008.004500.6","360","{""type"":""Point"",""coordinates"":[-6.48005865237803,54.5789958037803]}"
"01.008.004500.7","01.008.004500.7","361","{""type"":""Point"",""coordinates"":[-6.4838556455863,54.5793839439215]}"
"01.008.004600.1","01.008.004600.1","362","{""type"":""Point"",""coordinates"":[-6.50516870641609,54.5711543922561]}"
"01.008.004600.2","01.008.004600.2","363","{""type"":""Point"",""coordinates"":[-6.49560444359374,54.5719702339026]}"
"01.008.004600.3","01.008.004600.3","364","{""type"":""Point"",""coordinates"":[-6.50380867983455,54.5629639464224]}"
"01.008.004600.4","01.008.004600.4","365","{""type"":""Point"",""coordinates"":[-6.49694780988297,54.5631457358627]}"
"01.008.004600.5","01.008.004600.5","366","{""type"":""Point"",""coordinates"":[-6.48977356187926,54.5634865788578]}"
"01.008.004600.6","01.008.004600.6","367","{""type"":""Point"",""coordinates"":[-6.50282802948583,54.5554828878438]}"
"01.008.004600.7","01.008.004600.7","368","{""type"":""Point"",""coordinates"":[-6.49652263768892,54.5557884346256]}"
"01.008.004600.8","01.008.004600.8","369","{""type"":""Point"",""coordinates"":[-6.48925786102974,54.5559925089575]}"
"01.008.004700.1","01.008.004700.1","370","{""type"":""Point"",""coordinates"":[-6.47595732083447,54.5715423624588]}"
"01.008.004700.2","01.008.004700.2","371","{""type"":""Point"",""coordinates"":[-6.46802158329477,54.5721502605999]}"
"01.008.004700.3","01.008.004700.3","372","{""type"":""Point"",""coordinates"":[-6.48272379795545,54.5719411128815]}"
"01.008.004700.4","01.008.004700.4","373","{""type"":""Point"",""coordinates"":[-6.48231414816946,54.5637262069117]}"
"01.008.004700.5","01.008.004700.5","374","{""type"":""Point"",""coordinates"":[-6.47529041928307,54.5645836167838]}"
"01.008.004700.6","01.008.004700.6","375","{""type"":""Point"",""coordinates"":[-6.46764685414767,54.5638110387297]}"
"01.008.004700.7","01.008.004700.7","376","{""type"":""Point"",""coordinates"":[-6.48165791696894,54.5564440281154]}"
"01.008.004700.8","01.008.004700.8","377","{""type"":""Point"",""coordinates"":[-6.4749757606382,54.5559556772212]}"
"01.008.004700.9","01.008.004700.9","378","{""type"":""Point"",""coordinates"":[-6.46705449714996,54.5565370392007]}"
"01.008.004800.1","01.008.004800.1","379","{""type"":""Point"",""coordinates"":[-6.45991974015096,54.573422624777]}"
"01.008.004800.2","01.008.004800.2","380","{""type"":""Point"",""coordinates"":[-6.45317526588689,54.573306896308]}"
"01.008.004800.3","01.008.004800.3","381","{""type"":""Point"",""coordinates"":[-6.44606797794868,54.5737347382979]}"
"01.008.004800.4","01.008.004800.4","382","{""type"":""Point"",""coordinates"":[-6.46012919763,54.5644997219541]}"
"01.008.004800.5","01.008.004800.5","383","{""type"":""Point"",""coordinates"":[-6.45253920879814,54.5647133217081]}"
"01.008.004800.6","01.008.004800.6","384","{""type"":""Point"",""coordinates"":[-6.44508531234498,54.5653910510452]}"
"01.008.004800.7","01.008.004800.7","385","{""type"":""Point"",""coordinates"":[-6.45936460653595,54.5567201361195]}"
"01.008.004800.8","01.008.004800.8","386","{""type"":""Point"",""coordinates"":[-6.44441686831254,54.5567950093939]}"
"01.008.004800.9","01.008.004800.9","387","{""type"":""Point"",""coordinates"":[-6.45158213389052,54.5574640720144]}"
"01.008.004900.1","01.008.004900.1","388","{""type"":""Point"",""coordinates"":[-6.40366390867097,54.5621459144023]}"
"01.008.004900.2","01.008.004900.2","389","{""type"":""Point"",""coordinates"":[-6.43781930043149,54.573281353544]}"
"01.008.004900.3","01.008.004900.3","390","{""type"":""Point"",""coordinates"":[-6.42241876713743,54.5744516181393]}"
"01.008.004900.4","01.008.004900.4","391","{""type"":""Point"",""coordinates"":[-6.40714178675712,54.573402407553]}"
"01.008.004900.5","01.008.004900.5","392","{""type"":""Point"",""coordinates"":[-6.41823787932211,54.5662974468861]}"
"01.008.004900.6","01.008.004900.6","393","{""type"":""Point"",""coordinates"":[-6.40783175639522,54.5667344876558]}"
"01.008.005000.1","01.008.005000.1","394","{""type"":""Point"",""coordinates"":[-6.43760991901107,54.565863048743]}"
"01.008.005000.2","01.008.005000.2","395","{""type"":""Point"",""coordinates"":[-6.42917384760026,54.5645254876772]}"
"01.008.005000.3","01.008.005000.3","396","{""type"":""Point"",""coordinates"":[-6.43734197256452,54.5569226045049]}"
"01.008.005000.4","01.008.005000.4","397","{""type"":""Point"",""coordinates"":[-6.42873043991645,54.5568437896598]}"
"01.008.005000.5","01.008.005000.5","398","{""type"":""Point"",""coordinates"":[-6.42070466241818,54.5571996476428]}"
"01.008.005000.6","01.008.005000.6","399","{""type"":""Point"",""coordinates"":[-6.41479120182555,54.5518844384196]}"
"01.008.005000.7","01.008.005000.7","400","{""type"":""Point"",""coordinates"":[-6.42810679627312,54.5506885756004]}"
"01.008.005000.8","01.008.005000.8","401","{""type"":""Point"",""coordinates"":[-6.41721408813899,54.5463642931049]}"
"01.008.005100.1","01.008.005100.1","402","{""type"":""Point"",""coordinates"":[-6.76231132794891,54.527697977507]}"
"01.008.005100.2","01.008.005100.2","403","{""type"":""Point"",""coordinates"":[-6.78692581732662,54.5262534874729]}"
"01.008.005100.3","01.008.005100.3","404","{""type"":""Point"",""coordinates"":[-6.77374221119896,54.5265760160781]}"
"01.008.005100.4","01.008.005100.4","405","{""type"":""Point"",""coordinates"":[-6.77888806161786,54.5190396363785]}"
"01.008.005100.5","01.008.005100.5","406","{""type"":""Point"",""coordinates"":[-6.7618054444046,54.5193650627755]}"
"01.008.005100.6","01.008.005100.6","407","{""type"":""Point"",""coordinates"":[-6.76113675261357,54.5100926701199]}"
"01.008.005200.1","01.008.005200.1","408","{""type"":""Point"",""coordinates"":[-6.74341420395852,54.5289409757296]}"
"01.008.005200.2","01.008.005200.2","409","{""type"":""Point"",""coordinates"":[-6.75152519619671,54.5196184558545]}"
"01.008.005200.3","01.008.005200.3","410","{""type"":""Point"",""coordinates"":[-6.74269432999084,54.5193179894832]}"
"01.008.005200.4","01.008.005200.4","411","{""type"":""Point"",""coordinates"":[-6.73640782677436,54.5195600853177]}"
"01.008.005200.5","01.008.005200.5","412","{""type"":""Point"",""coordinates"":[-6.74311860367316,54.5128408818278]}"
"01.008.005200.6","01.008.005200.6","413","{""type"":""Point"",""coordinates"":[-6.73557023055985,54.511289922907]}"
"01.008.005200.7","01.008.005200.7","414","{""type"":""Point"",""coordinates"":[-6.74225033953563,54.5056031418251]}"
"01.008.005300.1","01.008.005300.1","415","{""type"":""Point"",""coordinates"":[-6.70789655147181,54.5296762590646]}"
"01.008.005300.2","01.008.005300.2","416","{""type"":""Point"",""coordinates"":[-6.69611992878987,54.5240846694378]}"
"01.008.005300.3","01.008.005300.3","417","{""type"":""Point"",""coordinates"":[-6.7174283777941,54.5127384717717]}"
"01.008.005300.4","01.008.005300.4","418","{""type"":""Point"",""coordinates"":[-6.70009819316179,54.5133706593607]}"
"01.008.005300.5","01.008.005300.5","419","{""type"":""Point"",""coordinates"":[-6.68705386291045,54.5089486470581]}"
"01.008.005300.6","01.008.005300.6","420","{""type"":""Point"",""coordinates"":[-6.69858461277436,54.5061417623043]}"
"01.008.005300.7","01.008.005300.7","421","{""type"":""Point"",""coordinates"":[-6.71269699822511,54.5054314632938]}"
"01.008.005300.8","01.008.005300.8","422","{""type"":""Point"",""coordinates"":[-6.72256888056197,54.5054443669612]}"
"01.008.005400.1","01.008.005400.1","423","{""type"":""Point"",""coordinates"":[-6.6641417724992,54.5217215782629]}"
"01.008.005400.2","01.008.005400.2","424","{""type"":""Point"",""coordinates"":[-6.65224104597508,54.5229189239566]}"
"01.008.005400.3","01.008.005400.3","425","{""type"":""Point"",""coordinates"":[-6.63868136923746,54.5229516785505]}"
"01.008.005400.4","01.008.005400.4","426","{""type"":""Point"",""coordinates"":[-6.62676024012142,54.5242179227135]}"
"01.008.005400.5","01.008.005400.5","427","{""type"":""Point"",""coordinates"":[-6.64999814356847,54.5351405977415]}"
"01.008.005500.1","01.008.005500.1","428","{""type"":""Point"",""coordinates"":[-6.67319023119632,54.5097039770925]}"
"01.008.005500.2","01.008.005500.2","429","{""type"":""Point"",""coordinates"":[-6.66087601560621,54.5147499442533]}"
"01.008.005500.3","01.008.005500.3","430","{""type"":""Point"",""coordinates"":[-6.65041919315128,54.5155116429262]}"
"01.008.005500.4","01.008.005500.4","431","{""type"":""Point"",""coordinates"":[-6.6376977323627,54.5143684332282]}"
"01.008.005500.5","01.008.005500.5","432","{""type"":""Point"",""coordinates"":[-6.66192720346113,54.5083310028672]}"
"01.008.005500.6","01.008.005500.6","433","{""type"":""Point"",""coordinates"":[-6.64917566155561,54.5081863769419]}"
"01.008.005500.7","01.008.005500.7","434","{""type"":""Point"",""coordinates"":[-6.63749119584785,54.5079061367318]}"
"01.008.005600.1","01.008.005600.1","435","{""type"":""Point"",""coordinates"":[-6.57663624221984,54.537533806283]}"
"01.008.005600.2","01.008.005600.2","436","{""type"":""Point"",""coordinates"":[-6.61110355149335,54.5316165128512]}"
"01.008.005600.3","01.008.005600.3","437","{""type"":""Point"",""coordinates"":[-6.60197843802939,54.5305943250953]}"
"01.008.005600.4","01.008.005600.4","438","{""type"":""Point"",""coordinates"":[-6.59319811801579,54.531059096077]}"
"01.008.005600.5","01.008.005600.5","439","{""type"":""Point"",""coordinates"":[-6.57875452340134,54.5243822082983]}"
"01.008.005600.6","01.008.005600.6","440","{""type"":""Point"",""coordinates"":[-6.60865939779893,54.540612293216]}"
"01.008.005700.1","01.008.005700.1","441","{""type"":""Point"",""coordinates"":[-6.61287598594233,54.523551250004]}"
"01.008.005700.2","01.008.005700.2","442","{""type"":""Point"",""coordinates"":[-6.60189465313,54.5235782798922]}"
"01.008.005700.3","01.008.005700.3","443","{""type"":""Point"",""coordinates"":[-6.59055181445986,54.5240958021246]}"
"01.008.005700.4","01.008.005700.4","444","{""type"":""Point"",""coordinates"":[-6.62474570525471,54.5142754339852]}"
"01.008.005700.5","01.008.005700.5","445","{""type"":""Point"",""coordinates"":[-6.61260614493995,54.5152589995384]}"
"01.008.005700.6","01.008.005700.6","446","{""type"":""Point"",""coordinates"":[-6.59985923030806,54.5182463549925]}"
"01.008.005700.7","01.008.005700.7","447","{""type"":""Point"",""coordinates"":[-6.62404713702756,54.5079052484279]}"
"01.008.005800.1","01.008.005800.1","448","{""type"":""Point"",""coordinates"":[-6.5905652074172,54.512468285562]}"
"01.008.005800.2","01.008.005800.2","449","{""type"":""Point"",""coordinates"":[-6.57821793508524,54.5174897062431]}"
"01.008.005800.3","01.008.005800.3","450","{""type"":""Point"",""coordinates"":[-6.60014827789849,54.5139330365281]}"
"01.008.005800.4","01.008.005800.4","451","{""type"":""Point"",""coordinates"":[-6.57625911595217,54.510663726742]}"
"01.008.005800.5","01.008.005800.5","452","{""type"":""Point"",""coordinates"":[-6.57908120153633,54.5099260423354]}"
"01.008.005800.6","01.008.005800.6","453","{""type"":""Point"",""coordinates"":[-6.5993665091802,54.5076992624828]}"
"01.008.005900.1","01.008.005900.1","454","{""type"":""Point"",""coordinates"":[-6.52553496675676,54.5395634245999]}"
"01.008.005900.2","01.008.005900.2","455","{""type"":""Point"",""coordinates"":[-6.56213421625779,54.5432245996461]}"
"01.008.005900.3","01.008.005900.3","456","{""type"":""Point"",""coordinates"":[-6.56175303908488,54.5314029141821]}"
"01.008.005900.4","01.008.005900.4","457","{""type"":""Point"",""coordinates"":[-6.51245865253857,54.5244401666406]}"
"01.008.005900.5","01.008.005900.5","458","{""type"":""Point"",""coordinates"":[-6.52774153443025,54.5193334986238]}"
"01.008.005900.6","01.008.005900.6","459","{""type"":""Point"",""coordinates"":[-6.55403435313434,54.5172589444276]}"
"01.008.005900.7","01.008.005900.7","460","{""type"":""Point"",""coordinates"":[-6.54346598456607,54.5183884600845]}"
"01.008.005900.8","01.008.005900.8","461","{""type"":""Point"",""coordinates"":[-6.56035985890179,54.51661445306]}"
"01.008.006000.1","01.008.006000.1","462","{""type"":""Point"",""coordinates"":[-6.73505252928537,54.4890770484065]}"
"01.008.006000.2","01.008.006000.2","463","{""type"":""Point"",""coordinates"":[-6.68826362798937,54.4897335949366]}"
"01.008.006000.3","01.008.006000.3","464","{""type"":""Point"",""coordinates"":[-6.70382978762687,54.4652618803133]}"
"01.008.006000.4","01.008.006000.4","465","{""type"":""Point"",""coordinates"":[-6.68524666188228,54.4656949028691]}"
"01.008.006000.5","01.008.006000.5","466","{""type"":""Point"",""coordinates"":[-6.68375614253937,54.4457783192415]}"
"01.008.006000.6","01.008.006000.6","467","{""type"":""Point"",""coordinates"":[-6.67917940746531,54.4192186428745]}"
"01.008.006000.7","01.008.006000.7","468","{""type"":""Point"",""coordinates"":[-6.46535125013191,54.5368121100786]}"
"01.008.006100.1","01.008.006100.1","469","{""type"":""Point"",""coordinates"":[-6.50303763272788,54.5485250365479]}"
"01.008.006100.2","01.008.006100.2","470","{""type"":""Point"",""coordinates"":[-6.472972269787,54.5499290469226]}"
"01.008.006100.3","01.008.006100.3","471","{""type"":""Point"",""coordinates"":[-6.4949499304356,54.5482888691457]}"
"01.008.006100.4","01.008.006100.4","472","{""type"":""Point"",""coordinates"":[-6.4891610510759,54.5485990028035]}"
"01.008.006100.5","01.008.006100.5","473","{""type"":""Point"",""coordinates"":[-6.50238468553281,54.5417771354283]}"
