GEOLEVEL_ID,AREAID,NUM_ADJACENCIES,ADJACENCY_LIST
"4","01.004.011300.3","10","01.004.011200.1,01.004.011300.2,01.004.011300.5,01.004.011400.1,01.004.011400.2,01.004.011400.3,01.004.011400.5,01.004.011400.7,01.004.011900.1,01.005.002400.2"
"4","01.004.011300.4","4","01.004.011300.1,01.004.011300.2,01.004.011300.5,01.004.011400.1"
"4","01.004.011300.5","4","01.004.011300.2,01.004.011300.3,01.004.011300.4,01.004.011400.1"
"4","01.004.011400.1","5","01.004.011300.1,01.004.011300.3,01.004.011300.4,01.004.011300.5,01.004.011400.2"
"4","01.004.011400.2","4","01.004.011300.1,01.004.011300.3,01.004.011400.1,01.004.011400.3"
"4","01.004.011400.3","7","01.004.011300.1,01.004.011300.3,01.004.011400.2,01.004.011400.5,01.004.011400.6,01.004.011400.7,01.004.011400.9"
"4","01.004.011400.4","4","01.004.011300.1,01.004.011400.6,01.004.011500.9,01.004.011800.1"
"4","01.004.011400.5","7","01.004.011300.3,01.004.011400.3,01.004.011400.7,01.004.011500.1,01.004.011500.4,01.004.011500.5,01.004.011900.1"
"4","01.004.011400.6","7","01.004.011300.1,01.004.011400.3,01.004.011400.4,01.004.011400.8,01.004.011400.9,01.004.011500.3,01.004.011500.9"
"4","01.004.011400.7","7","01.004.011300.3,01.004.011400.3,01.004.011400.5,01.004.011400.8,01.004.011400.9,01.004.011500.4,01.004.011500.6"
"4","01.004.011400.8","6","01.004.011400.6,01.004.011400.7,01.004.011400.9,01.004.011500.3,01.004.011500.6,01.004.011500.9"
"4","01.004.011400.9","5","01.004.011300.1,01.004.011400.3,01.004.011400.6,01.004.011400.7,01.004.011400.8"
"4","01.004.011500.1","3","01.004.011400.5,01.004.011500.5,01.004.011900.1"
"4","01.004.011500.2","5","01.004.011500.7,01.004.011500.9,01.004.011700.1,01.004.011800.1,01.004.011800.2"
"4","01.004.011500.3","6","01.004.011400.6,01.004.011400.8,01.004.011500.6,01.004.011500.7,01.004.011500.8,01.004.011500.9"
"4","01.004.011500.4","7","01.004.011400.5,01.004.011400.7,01.004.011500.5,01.004.011500.6,01.004.011500.8,01.004.011600.1,01.004.011600.2"
"4","01.004.011500.5","6","01.004.011400.5,01.004.011500.1,01.004.011500.4,01.004.011600.2,01.004.011600.3,01.004.011900.1"
"4","01.004.011500.6","6","01.004.011400.7,01.004.011400.8,01.004.011500.3,01.004.011500.4,01.004.011500.7,01.004.011500.8"
"4","01.004.011500.7","7","01.004.011500.2,01.004.011500.3,01.004.011500.6,01.004.011500.8,01.004.011500.9,01.004.011600.1,01.004.011700.1"
"4","01.004.011500.8","5","01.004.011500.3,01.004.011500.4,01.004.011500.6,01.004.011500.7,01.004.011600.1"
"4","01.004.011500.9","8","01.004.011400.4,01.004.011400.6,01.004.011400.8,01.004.011500.2,01.004.011500.3,01.004.011500.7,01.004.011700.1,01.004.011800.1"
"4","01.004.011600.1","8","01.004.011500.4,01.004.011500.7,01.004.011500.8,01.004.011600.2,01.004.011600.4,01.004.011600.5,01.004.011600.6,01.004.011700.1"
"4","01.004.011600.2","5","01.004.011500.4,01.004.011500.5,01.004.011600.1,01.004.011600.3,01.004.011600.4"
"4","01.004.011600.3","5","01.004.011500.5,01.004.011600.2,01.004.011600.4,01.004.011900.1,01.004.011900.2"
"4","01.004.011600.4","9","01.004.011600.1,01.004.011600.2,01.004.011600.3,01.004.011600.5,01.004.011600.6,01.004.011600.7,01.004.011600.8,01.004.011700.3,01.004.011900.2"
"4","01.004.011600.5","3","01.004.011600.1,01.004.011600.4,01.004.011600.6"
"4","01.004.011600.6","7","01.004.011600.1,01.004.011600.4,01.004.011600.5,01.004.011600.7,01.004.011700.1,01.004.011700.2,01.004.011700.3"
"4","01.004.011600.7","5","01.004.011600.4,01.004.011600.6,01.004.011600.8,01.004.011600.9,01.004.011700.3"
"4","01.004.011600.8","4","01.004.011600.4,01.004.011600.7,01.004.011600.9,01.004.011900.2"
"4","01.004.011600.9","7","01.004.011600.7,01.004.011600.8,01.004.011700.3,01.004.011700.4,01.004.011700.7,01.004.011900.2,01.004.011900.3"
"4","01.004.011700.1","10","01.004.011500.2,01.004.011500.7,01.004.011500.9,01.004.011600.1,01.004.011600.6,01.004.011700.2,01.004.011700.4,01.004.011700.5,01.004.011700.6,01.004.011800.2"
"4","01.004.011700.2","4","01.004.011600.6,01.004.011700.1,01.004.011700.3,01.004.011700.4"
"4","01.004.011700.3","6","01.004.011600.4,01.004.011600.6,01.004.011600.7,01.004.011600.9,01.004.011700.2,01.004.011700.4"
"4","01.004.011700.4","7","01.004.011600.9,01.004.011700.1,01.004.011700.2,01.004.011700.3,01.004.011700.5,01.004.011700.6,01.004.011700.7"
"4","01.004.011700.5","6","01.004.011700.1,01.004.011700.4,01.004.011700.6,01.004.011700.8,01.004.011800.2,01.004.011900.3"
"4","01.004.011700.6","6","01.004.011700.1,01.004.011700.4,01.004.011700.5,01.004.011700.7,01.004.011700.9,01.004.011900.3"
"4","01.004.011700.7","5","01.004.011600.9,01.004.011700.4,01.004.011700.6,01.004.011700.9,01.004.011900.3"
"4","01.004.011700.8","3","01.004.011700.5,01.004.011800.2,01.004.011900.3"
"4","01.004.011700.9","3","01.004.011700.6,01.004.011700.7,01.004.011900.3"
"4","01.004.011800.1","7","01.004.011200.3,01.004.011300.1,01.004.011400.4,01.004.011500.2,01.004.011500.9,01.004.011800.2,01.008.003500.1"
"4","01.004.011800.2","10","01.004.011500.2,01.004.011700.1,01.004.011700.5,01.004.011700.8,01.004.011800.1,01.004.011900.3,01.008.003500.1,01.008.003500.2,01.008.003600.2,01.008.003600.4"
"4","01.004.011900.1","7","01.004.011300.3,01.004.011400.5,01.004.011500.1,01.004.011500.5,01.004.011600.3,01.004.011900.2,01.005.002400.2"
"4","01.004.011900.2","9","01.004.011600.3,01.004.011600.4,01.004.011600.8,01.004.011600.9,01.004.011900.1,01.004.011900.3,01.005.002400.2,01.008.003600.4,01.009.002700.1"
"4","01.004.011900.3","10","01.004.011600.9,01.004.011700.5,01.004.011700.6,01.004.011700.7,01.004.011700.8,01.004.011700.9,01.004.011800.2,01.004.011900.2,01.008.003600.2,01.008.003600.4"
"4","01.005.002400.1","8","01.001.000100.1,01.001.000200.1,01.004.011100.1,01.004.011100.2,01.005.002400.2,01.006.002500.1,01.006.002600.1,01.006.002700.1"
"4","01.005.002400.2","13","01.004.011100.2,01.004.011100.4,01.004.011100.5,01.004.011200.1,01.004.011300.3,01.004.011900.1,01.004.011900.2,01.005.002400.1,01.006.002500.1,01.006.002500.3,01.006.002600.1,01.009.002700.1,01.009.002700.2"
"4","01.006.002500.1","5","01.005.002400.1,01.005.002400.2,01.006.002500.2,01.006.002500.3,01.006.002600.1"
"4","01.006.002500.2","2","01.006.002500.1,01.006.002600.1"
"4","01.006.002500.3","7","01.005.002400.2,01.006.002500.1,01.006.002600.1,01.009.002700.2,01.009.002700.3,01.009.002800.1,01.009.002800.2"
"4","01.006.002600.1","11","01.005.002400.1,01.005.002400.2,01.006.002500.1,01.006.002500.2,01.006.002500.3,01.006.002600.2,01.006.002700.1,01.009.002800.1,01.009.002900.1,01.009.003000.1,01.009.003200.1"
"4","01.006.002600.2","3","01.006.002600.1,01.006.002700.1,01.009.003000.1"
"4","01.006.002700.1","3","01.005.002400.1,01.006.002600.1,01.006.002600.2"
"4","01.007.012000.1","7","01.007.012000.2,01.007.012100.1,01.007.012100.2,01.007.012100.3,01.007.012100.4,01.007.012300.1,01.008.003500.1"
"4","01.007.012000.2","1","01.007.012000.1"
"4","01.007.012100.1","7","01.007.012000.1,01.007.012100.2,01.007.012100.3,01.007.012200.1,01.007.012200.2,01.007.012200.3,01.007.012300.1"
"4","01.007.012100.2","4","01.007.012000.1,01.007.012100.1,01.007.012100.3,01.007.012200.2"
"4","01.007.012100.3","6","01.007.012000.1,01.007.012100.1,01.007.012100.2,01.007.012100.4,01.007.012100.5,01.007.012200.2"
"4","01.007.012100.4","5","01.007.012000.1,01.007.012100.3,01.007.012100.5,01.007.012100.6,01.007.012200.4"
"4","01.007.012100.5","6","01.007.012100.3,01.007.012100.4,01.007.012100.6,01.007.012200.2,01.007.012200.5,01.007.012200.6"
"4","01.007.012100.6","5","01.007.012100.4,01.007.012100.5,01.007.012200.4,01.007.012200.5,01.007.012200.6"
"4","01.007.012200.1","5","01.007.012100.1,01.007.012200.3,01.007.012200.4,01.007.012200.7,01.007.012300.1"
"4","01.007.012200.2","8","01.007.012100.1,01.007.012100.2,01.007.012100.3,01.007.012100.5,01.007.012200.3,01.007.012200.5,01.007.012200.6,01.007.012200.7"
"4","01.007.012200.3","6","01.007.012100.1,01.007.012200.1,01.007.012200.2,01.007.012200.4,01.007.012200.6,01.007.012200.7"
"4","01.007.012200.4","9","01.007.012100.4,01.007.012100.6,01.007.012200.1,01.007.012200.3,01.007.012200.5,01.007.012200.6,01.007.012200.7,01.007.012300.1,01.007.012300.2"
"4","01.007.012200.5","5","01.007.012100.5,01.007.012100.6,01.007.012200.2,01.007.012200.4,01.007.012200.6"
"4","01.007.012200.6","7","01.007.012100.5,01.007.012100.6,01.007.012200.2,01.007.012200.3,01.007.012200.4,01.007.012200.5,01.007.012200.7"
"4","01.007.012200.7","5","01.007.012200.1,01.007.012200.2,01.007.012200.3,01.007.012200.4,01.007.012200.6"
"4","01.007.012300.1","9","01.007.012000.1,01.007.012100.1,01.007.012200.1,01.007.012200.4,01.007.012300.2,01.007.012400.1,01.008.003500.1,01.008.003500.4,01.008.011000.1"
"4","01.007.012300.2","4","01.007.012200.4,01.007.012300.1,01.007.012400.1,01.007.012500.1"
"4","01.007.012400.1","8","01.007.012300.1,01.007.012300.2,01.007.012400.2,01.007.012400.3,01.007.012500.1,01.008.011000.1,01.008.011000.2,01.013.016100.1"
"4","01.007.012400.2","6","01.007.012400.1,01.007.012400.3,01.008.011000.1,01.008.011000.2,01.011.012600.1,01.011.012600.3"
"4","01.007.012400.3","5","01.007.012400.1,01.007.012400.2,01.011.012600.1,01.011.012600.3,01.013.016100.1"
"4","01.007.012500.1","5","01.007.012300.2,01.007.012400.1,01.013.016100.1,01.013.016100.2,01.015.016200.2"
"4","01.008.001000.1","8","01.008.001000.3,01.008.001000.4,01.008.001000.5,01.008.009000.7,01.008.009600.8,01.008.009600.9,01.008.010100.1,01.008.010100.4"
"4","01.008.001000.2","5","01.008.001000.3,01.008.001000.8,01.008.009000.6,01.008.009000.7,01.008.009000.8"
"4","01.008.001000.3","6","01.008.001000.1,01.008.001000.2,01.008.001000.4,01.008.001000.7,01.008.001000.8,01.008.009000.7"
"4","01.008.001000.4","6","01.008.001000.1,01.008.001000.3,01.008.001000.5,01.008.001000.6,01.008.001000.7,01.008.009000.7"
"4","01.008.001000.5","4","01.008.001000.1,01.008.001000.4,01.008.001000.6,01.008.010100.4"
"4","01.008.001000.6","6","01.008.001000.4,01.008.001000.5,01.008.001000.7,01.008.001000.9,01.008.010100.4,01.008.010300.1"
"4","01.008.001000.7","7","01.008.001000.3,01.008.001000.4,01.008.001000.6,01.008.001000.8,01.008.001000.9,01.008.009500.3,01.008.010300.3"
"4","01.008.001000.8","6","01.008.001000.2,01.008.001000.3,01.008.001000.7,01.008.009000.8,01.008.009500.3,01.008.010300.3"
"4","01.008.001000.9","5","01.008.001000.6,01.008.001000.7,01.008.010300.1,01.008.010300.3,01.008.010300.4"
"4","01.008.002900.1","9","01.008.002900.2,01.008.002900.3,01.008.002900.4,01.008.006000.7,01.008.006200.5,01.008.006200.6,01.008.006300.6,01.008.006800.3,01.008.006900.1"
"4","01.008.002900.2","7","01.008.002900.1,01.008.002900.3,01.008.002900.6,01.008.002900.7,01.008.006200.6,01.008.006800.3,01.008.006800.6"
"4","01.008.002900.3","7","01.008.002900.1,01.008.002900.2,01.008.002900.4,01.008.002900.5,01.008.002900.6,01.008.002900.7,01.008.006900.3"
"4","01.008.002900.4","5","01.008.002900.1,01.008.002900.3,01.008.002900.5,01.008.006300.6,01.008.006900.1"
"4","01.008.002900.5","7","01.008.002900.3,01.008.002900.4,01.008.002900.7,01.008.006900.1,01.008.006900.3,01.008.006900.4,01.008.006900.5"
"4","01.008.002900.6","7","01.008.002900.2,01.008.002900.3,01.008.002900.7,01.008.006800.3,01.008.006800.6,01.008.007400.1,01.008.007500.1"
"4","01.008.002900.7","7","01.008.002900.2,01.008.002900.3,01.008.002900.5,01.008.002900.6,01.008.006900.3,01.008.007100.1,01.008.007500.1"
"4","01.008.003500.1","25","01.003.003300.1,01.003.003400.1,01.003.003400.5,01.003.003400.6,01.004.011200.3,01.004.011800.1,01.004.011800.2,01.007.012000.1,01.007.012300.1,01.008.003500.2,01.008.003500.3,01.008.003500.4,01.008.005100.1,01.008.005100.2,01.008.005100.3,01.008.005100.4,01.008.005100.5,01.008.005100.6,01.008.005200.1,01.008.005300.1,01.008.005400.5,01.008.006000.1,01.008.006000.3,01.008.006000.5,01.008.006000.6"
"4","01.008.003500.2","9","01.004.011800.2,01.008.003500.1,01.008.003500.3,01.008.003600.2,01.008.003700.1,01.008.003700.2,01.008.003700.7,01.008.003700.9,01.008.003800.4"
"4","01.008.003500.3","12","01.008.003500.1,01.008.003500.2,01.008.003800.4,01.008.003800.8,01.008.004000.6,01.008.004100.1,01.008.004100.7,01.008.005300.1,01.008.005400.5,01.008.005600.1,01.008.005600.6,01.008.005900.2"
"4","01.008.003500.4","6","01.007.012300.1,01.008.003500.1,01.008.006000.6,01.008.009100.4,01.008.009100.6,01.008.011000.1"
"4","01.008.003600.1","8","01.008.003600.4,01.008.003900.1,01.008.003901.2,01.008.003901.9,01.008.004400.1,01.008.004400.2,01.008.004400.3,01.009.002700.1"
"4","01.008.003600.2","8","01.004.011800.2,01.004.011900.3,01.008.003500.2,01.008.003600.3,01.008.003600.4,01.008.003700.1,01.008.003700.3,01.008.003700.4"
"4","01.008.003600.3","7","01.008.003600.2,01.008.003600.4,01.008.003700.4,01.008.003800.3,01.008.003900.2,01.008.003901.1,01.008.003901.4"
"4","01.008.003600.4","11","01.004.011800.2,01.004.011900.2,01.004.011900.3,01.008.003600.1,01.008.003600.2,01.008.003600.3,01.008.003900.1,01.008.003900.3,01.008.003901.1,01.008.003901.3,01.009.002700.1"
"4","01.008.003700.1","10","01.008.003500.2,01.008.003600.2,01.008.003700.2,01.008.003700.3,01.008.003700.5,01.008.003700.7,01.008.003700.9,01.008.003800.1,01.008.003800.5,01.008.003800.6"
"4","01.008.003700.2","3","01.008.003500.2,01.008.003700.1,01.008.003700.7"
"4","01.008.003700.3","5","01.008.003600.2,01.008.003700.1,01.008.003700.4,01.008.003700.5,01.008.003700.6"
"4","01.008.003700.4","6","01.008.003600.2,01.008.003600.3,01.008.003700.3,01.008.003700.6,01.008.003700.8,01.008.003800.3"
"4","01.008.003700.5","4","01.008.003700.1,01.008.003700.3,01.008.003700.6,01.008.003800.1"
"4","01.008.003700.6","6","01.008.003700.3,01.008.003700.4,01.008.003700.5,01.008.003700.8,01.008.003800.1,01.008.003800.2"
"4","01.008.003700.7","4","01.008.003500.2,01.008.003700.1,01.008.003700.2,01.008.003700.9"
"4","01.008.003700.8","5","01.008.003700.4,01.008.003700.6,01.008.003800.1,01.008.003800.2,01.008.003800.3"
"4","01.008.003700.9","6","01.008.003500.2,01.008.003700.1,01.008.003700.7,01.008.003800.4,01.008.003800.5,01.008.003800.6"
"4","01.008.003800.1","9","01.008.003700.1,01.008.003700.5,01.008.003700.6,01.008.003700.8,01.008.003800.2,01.008.003800.6,01.008.003800.7,01.008.003800.8,01.008.004000.1"
"4","01.008.003800.2","5","01.008.003700.6,01.008.003700.8,01.008.003800.1,01.008.003800.3,01.008.003800.7"
"4","01.008.003800.3","6","01.008.003600.3,01.008.003700.4,01.008.003700.8,01.008.003800.2,01.008.003800.7,01.008.003901.4"
"4","01.008.003800.4","6","01.008.003500.2,01.008.003500.3,01.008.003700.9,01.008.003800.5,01.008.003800.6,01.008.003800.8"
"4","01.008.003800.5","5","01.008.003700.1,01.008.003700.9,01.008.003800.4,01.008.003800.6,01.008.003800.8"
"4","01.008.003800.6","7","01.008.003700.1,01.008.003700.9,01.008.003800.1,01.008.003800.4,01.008.003800.5,01.008.003800.8,01.008.004000.1"
"4","01.008.003800.7","6","01.008.003800.1,01.008.003800.2,01.008.003800.3,01.008.003901.4,01.008.004000.1,01.008.004000.2"
"4","01.008.003800.8","10","01.008.003500.3,01.008.003800.1,01.008.003800.4,01.008.003800.5,01.008.003800.6,01.008.004000.1,01.008.004000.3,01.008.004000.5,01.008.004000.6,01.008.004000.7"
"4","01.008.003900.1","7","01.008.003600.1,01.008.003600.4,01.008.003900.3,01.008.003900.4,01.008.003901.2,01.008.003901.5,01.008.003901.9"
"4","01.008.003900.2","5","01.008.003600.3,01.008.003901.1,01.008.003901.3,01.008.003901.4,01.008.003901.6"
"4","01.008.003900.3","7","01.008.003600.4,01.008.003900.1,01.008.003900.5,01.008.003900.6,01.008.003900.8,01.008.003901.3,01.008.003901.5"
"4","01.008.003900.4","7","01.008.003900.1,01.008.003900.8,01.008.003901.2,01.008.003901.5,01.008.003901.7,01.008.004400.2,01.008.004400.4"
"4","01.008.003900.5","5","01.008.003900.3,01.008.003900.6,01.008.003900.7,01.008.003901.3,01.008.004200.1"
"4","01.008.003900.6","7","01.008.003900.3,01.008.003900.5,01.008.003900.8,01.008.003901.5,01.008.004200.1,01.008.004200.2,01.008.004300.1"
"4","01.008.003900.7","5","01.008.003900.5,01.008.003901.3,01.008.003901.6,01.008.004000.2,01.008.004200.1"
"4","01.008.003900.8","6","01.008.003900.3,01.008.003900.4,01.008.003900.6,01.008.003901.5,01.008.003901.7,01.008.004300.1"
"4","01.008.003901.1","4","01.008.003600.3,01.008.003600.4,01.008.003900.2,01.008.003901.3"
"4","01.008.003901.2","6","01.008.003600.1,01.008.003900.1,01.008.003900.4,01.008.003901.5,01.008.003901.9,01.008.004400.2"
"4","01.008.003901.3","7","01.008.003600.4,01.008.003900.2,01.008.003900.3,01.008.003900.5,01.008.003900.7,01.008.003901.1,01.008.003901.6"
"4","01.008.003901.4","7","01.008.003600.3,01.008.003800.3,01.008.003800.7,01.008.003900.2,01.008.003901.6,01.008.004000.1,01.008.004000.2"
"4","01.008.003901.5","7","01.008.003900.1,01.008.003900.3,01.008.003900.4,01.008.003900.6,01.008.003900.8,01.008.003901.2,01.008.003901.7"
"4","01.008.003901.6","6","01.008.003900.2,01.008.003900.7,01.008.003901.3,01.008.003901.4,01.008.004000.2,01.008.004200.1"
"4","01.008.003901.7","6","01.008.003900.4,01.008.003900.8,01.008.003901.5,01.008.004300.1,01.008.004300.2,01.008.004400.4"
"4","01.008.003901.9","3","01.008.003600.1,01.008.003900.1,01.008.003901.2"
"4","01.008.004000.1","7","01.008.003800.1,01.008.003800.6,01.008.003800.7,01.008.003800.8,01.008.003901.4,01.008.004000.2,01.008.004000.3"
"4","01.008.004000.2","8","01.008.003800.7,01.008.003900.7,01.008.003901.4,01.008.003901.6,01.008.004000.1,01.008.004000.3,01.008.004000.4,01.008.004200.1"
"4","01.008.004000.3","6","01.008.003800.8,01.008.004000.1,01.008.004000.2,01.008.004000.4,01.008.004000.5,01.008.004000.7"
"4","01.008.004000.4","9","01.008.004000.2,01.008.004000.3,01.008.004000.5,01.008.004100.2,01.008.004100.3,01.008.004200.1,01.008.004200.4,01.008.004200.5,01.008.004600.1"
"4","01.008.004000.5","6","01.008.003800.8,01.008.004000.3,01.008.004000.4,01.008.004000.7,01.008.004100.2,01.008.004100.3"
"4","01.008.004000.6","5","01.008.003500.3,01.008.003800.8,01.008.004000.7,01.008.004100.1,01.008.004100.4"
"4","01.008.004000.7","7","01.008.003800.8,01.008.004000.3,01.008.004000.5,01.008.004000.6,01.008.004100.1,01.008.004100.2,01.008.004100.4"
"4","01.008.004100.1","5","01.008.003500.3,01.008.004000.6,01.008.004000.7,01.008.004100.4,01.008.004100.7"
"4","01.008.004100.2","8","01.008.004000.4,01.008.004000.5,01.008.004000.7,01.008.004100.3,01.008.004100.4,01.008.004100.5,01.008.004100.6,01.008.004100.7"
"4","01.008.004100.3","8","01.008.004000.4,01.008.004000.5,01.008.004100.2,01.008.004100.5,01.008.004100.6,01.008.004200.5,01.008.004600.1,01.008.004600.3"
"4","01.008.004100.4","6","01.008.004000.6,01.008.004000.7,01.008.004100.1,01.008.004100.2,01.008.004100.5,01.008.004100.7"
"4","01.008.004100.5","8","01.008.004100.2,01.008.004100.3,01.008.004100.4,01.008.004100.6,01.008.004100.7,01.008.004100.8,01.008.005900.1,01.008.005900.2"
"4","01.008.004100.6","7","01.008.004100.2,01.008.004100.3,01.008.004100.5,01.008.004100.8,01.008.004600.1,01.008.004600.3,01.008.004600.6"
"4","01.008.004100.7","8","01.008.003500.3,01.008.004100.1,01.008.004100.2,01.008.004100.4,01.008.004100.5,01.008.005600.1,01.008.005900.1,01.008.005900.2"
"4","01.008.004100.8","6","01.008.004100.5,01.008.004100.6,01.008.004600.3,01.008.004600.6,01.008.005900.1,01.008.006100.1"
"4","01.008.004200.1","9","01.008.003900.5,01.008.003900.6,01.008.003900.7,01.008.003901.6,01.008.004000.2,01.008.004000.4,01.008.004200.2,01.008.004200.3,01.008.004200.4"
"4","01.008.004200.2","5","01.008.003900.6,01.008.004200.1,01.008.004200.3,01.008.004300.1,01.008.004300.3"
"4","01.008.004200.3","6","01.008.004200.1,01.008.004200.2,01.008.004200.4,01.008.004300.1,01.008.004300.3,01.008.004300.6"
"4","01.008.004200.4","7","01.008.004000.4,01.008.004200.1,01.008.004200.3,01.008.004200.5,01.008.004200.6,01.008.004300.3,01.008.004300.6"
"4","01.008.004200.5","5","01.008.004000.4,01.008.004100.3,01.008.004200.4,01.008.004200.6,01.008.004600.1"
"4","01.008.004200.6","6","01.008.004200.4,01.008.004200.5,01.008.004300.6,01.008.004300.8,01.008.004600.1,01.008.004600.2"
"4","01.008.004300.1","8","01.008.003900.6,01.008.003900.8,01.008.003901.7,01.008.004200.2,01.008.004200.3,01.008.004300.2,01.008.004300.3,01.008.004300.4"
"4","01.008.004300.2","7","01.008.003901.7,01.008.004300.1,01.008.004300.3,01.008.004300.4,01.008.004400.4,01.008.004400.5,01.008.004400.7"
"4","01.008.004300.3","9","01.008.004200.2,01.008.004200.3,01.008.004200.4,01.008.004300.1,01.008.004300.2,01.008.004300.4,01.008.004300.5,01.008.004300.6,01.008.004500.1"
"4","01.008.004300.4","6","01.008.004300.1,01.008.004300.2,01.008.004300.3,01.008.004300.5,01.008.004400.5,01.008.004400.7"
"4","01.008.004300.5","6","01.008.004300.3,01.008.004300.4,01.008.004300.6,01.008.004400.7,01.008.004500.1,01.008.004500.2"
"4","01.008.004300.6","9","01.008.004200.3,01.008.004200.4,01.008.004200.6,01.008.004300.3,01.008.004300.5,01.008.004300.7,01.008.004300.8,01.008.004500.1,01.008.004500.7"
"4","01.008.004300.7","5","01.008.004300.6,01.008.004300.8,01.008.004500.7,01.008.004600.2,01.008.004700.3"
"4","01.008.004300.8","4","01.008.004200.6,01.008.004300.6,01.008.004300.7,01.008.004600.2"
"4","01.008.004400.1","10","01.008.003600.1,01.008.004400.3,01.008.004400.6,01.008.004400.8,01.008.004500.3,01.008.004500.4,01.008.004900.1,01.008.004900.2,01.008.004900.3,01.009.002700.1"
"4","01.008.004400.2","7","01.008.003600.1,01.008.003900.4,01.008.003901.2,01.008.004400.3,01.008.004400.4,01.008.004400.5,01.008.004400.6"
"4","01.008.004400.3","4","01.008.003600.1,01.008.004400.1,01.008.004400.2,01.008.004400.6"
"4","01.008.004400.4","5","01.008.003900.4,01.008.003901.7,01.008.004300.2,01.008.004400.2,01.008.004400.5"
"4","01.008.004400.5","7","01.008.004300.2,01.008.004300.4,01.008.004400.2,01.008.004400.4,01.008.004400.6,01.008.004400.7,01.008.004400.8"
"4","01.008.004400.6","6","01.008.004400.1,01.008.004400.2,01.008.004400.3,01.008.004400.5,01.008.004400.7,01.008.004400.8"
"4","01.008.004400.7","9","01.008.004300.2,01.008.004300.4,01.008.004300.5,01.008.004400.5,01.008.004400.6,01.008.004400.8,01.008.004500.1,01.008.004500.2,01.008.004500.3"
"4","01.008.004400.8","6","01.008.004400.1,01.008.004400.5,01.008.004400.6,01.008.004400.7,01.008.004500.2,01.008.004500.3"
"4","01.008.004500.1","8","01.008.004300.3,01.008.004300.5,01.008.004300.6,01.008.004400.7,01.008.004500.2,01.008.004500.5,01.008.004500.6,01.008.004500.7"
"4","01.008.004500.2","7","01.008.004300.5,01.008.004400.7,01.008.004400.8,01.008.004500.1,01.008.004500.3,01.008.004500.5,01.008.004500.6"
"4","01.008.004500.3","6","01.008.004400.1,01.008.004400.7,01.008.004400.8,01.008.004500.2,01.008.004500.4,01.008.004500.5"
"4","01.008.004500.4","8","01.008.004400.1,01.008.004500.3,01.008.004500.5,01.008.004800.1,01.008.004800.2,01.008.004800.3,01.008.004900.2,01.008.004900.3"
"4","01.008.004500.5","8","01.008.004500.1,01.008.004500.2,01.008.004500.3,01.008.004500.4,01.008.004500.6,01.008.004700.1,01.008.004700.2,01.008.004800.1"
"4","01.008.004500.6","6","01.008.004500.1,01.008.004500.2,01.008.004500.5,01.008.004500.7,01.008.004700.1,01.008.004700.3"
"4","01.008.004500.7","6","01.008.004300.6,01.008.004300.7,01.008.004500.1,01.008.004500.6,01.008.004600.2,01.008.004700.3"
"4","01.008.004600.1","8","01.008.004000.4,01.008.004100.3,01.008.004100.6,01.008.004200.5,01.008.004200.6,01.008.004600.2,01.008.004600.3,01.008.004600.4"
"4","01.008.004600.2","10","01.008.004200.6,01.008.004300.7,01.008.004300.8,01.008.004500.7,01.008.004600.1,01.008.004600.3,01.008.004600.4,01.008.004600.5,01.008.004700.3,01.008.004700.4"
"4","01.008.004600.3","8","01.008.004100.3,01.008.004100.6,01.008.004100.8,01.008.004600.1,01.008.004600.2,01.008.004600.4,01.008.004600.6,01.008.004600.7"
"4","01.008.004600.4","7","01.008.004600.1,01.008.004600.2,01.008.004600.3,01.008.004600.5,01.008.004600.6,01.008.004600.7,01.008.004600.8"
"4","01.008.004600.5","7","01.008.004600.2,01.008.004600.4,01.008.004600.7,01.008.004600.8,01.008.004700.3,01.008.004700.4,01.008.004700.7"
"4","01.008.004600.6","8","01.008.004100.6,01.008.004100.8,01.008.004600.3,01.008.004600.4,01.008.004600.7,01.008.005900.1,01.008.006100.1,01.008.006100.3"
"4","01.008.004600.7","8","01.008.004600.3,01.008.004600.4,01.008.004600.5,01.008.004600.6,01.008.004600.8,01.008.006100.1,01.008.006100.3,01.008.006100.4"
"4","01.008.004600.8","8","01.008.004600.4,01.008.004600.5,01.008.004600.7,01.008.004700.4,01.008.004700.7,01.008.006100.2,01.008.006100.3,01.008.006100.4"
"4","01.008.004700.1","7","01.008.004500.5,01.008.004500.6,01.008.004700.2,01.008.004700.3,01.008.004700.4,01.008.004700.5,01.008.004700.6"
"4","01.008.004700.2","6","01.008.004500.5,01.008.004700.1,01.008.004700.5,01.008.004700.6,01.008.004800.1,01.008.004800.4"
"4","01.008.004700.3","8","01.008.004300.7,01.008.004500.6,01.008.004500.7,01.008.004600.2,01.008.004600.5,01.008.004700.1,01.008.004700.4,01.008.004700.5"
"4","01.008.004700.4","8","01.008.004600.2,01.008.004600.5,01.008.004600.8,01.008.004700.1,01.008.004700.3,01.008.004700.5,01.008.004700.7,01.008.004700.8"
"4","01.008.004700.5","8","01.008.004700.1,01.008.004700.2,01.008.004700.3,01.008.004700.4,01.008.004700.6,01.008.004700.7,01.008.004700.8,01.008.004700.9"
