area_id,gid,gid_rowindex,username,study_id,inv_id,band_id,genders,direct_standardisation,adjusted,observed,expected,lower95,upper95,relative_risk,smoothed_relative_risk,posterior_probability,posterior_probability_upper95,posterior_probability_lower95,residual_relative_risk,residual_rr_lower95,residual_rr_upper95,smoothed_smr,smoothed_smr_lower95,smoothed_smr_upper95
01.007.012500.1,260,0000000260_0000000001,pch,1,1,260,1,0,0,6,,,,,,,,,,,,,,
01.007.012500.1,260,0000000260_0000000002,pch,1,1,260,2,0,0,2,,,,,,,,,,,,,,
01.007.012500.1,260,0000000260_0000000003,pch,1,1,260,3,0,0,8,,,,,,,,,,,,,,
01.008.001000.1,261,0000000261_0000000001,pch,1,1,261,1,0,0,54,,,,,,,,,,,,,,
01.008.001000.1,261,0000000261_0000000002,pch,1,1,261,2,0,0,18,,,,,,,,,,,,,,
01.008.001000.1,261,0000000261_0000000003,pch,1,1,261,3,0,0,72,,,,,,,,,,,,,,
01.008.001000.2,262,0000000262_0000000001,pch,1,1,262,1,0,0,28,,,,,,,,,,,,,,
01.008.001000.2,262,0000000262_0000000002,pch,1,1,262,2,0,0,2,,,,,,,,,,,,,,
01.008.001000.2,262,0000000262_0000000003,pch,1,1,262,3,0,0,30,,,,,,,,,,,,,,
01.008.001000.3,263,0000000263_0000000001,pch,1,1,263,1,0,0,8,,,,,,,,,,,,,,
01.008.001000.3,263,0000000263_0000000002,pch,1,1,263,2,0,0,2,,,,,,,,,,,,,,
01.008.001000.3,263,0000000263_0000000003,pch,1,1,263,3,0,0,10,,,,,,,,,,,,,,
01.008.001000.4,264,0000000264_0000000001,pch,1,1,264,1,0,0,8,,,,,,,,,,,,,,
01.008.001000.4,264,0000000264_0000000002,pch,1,1,264,2,0,0,8,,,,,,,,,,,,,,
01.008.001000.4,264,0000000264_0000000003,pch,1,1,264,3,0,0,16,,,,,,,,,,,,,,
01.008.001000.5,265,0000000265_0000000001,pch,1,1,265,1,0,0,2,,,,,,,,,,,,,,
01.008.001000.5,265,0000000265_0000000002,pch,1,1,265,2,0,0,4,,,,,,,,,,,,,,
01.008.001000.5,265,0000000265_0000000003,pch,1,1,265,3,0,0,6,,,,,,,,,,,,,,
01.008.001000.6,266,0000000266_0000000001,pch,1,1,266,1,0,0,12,,,,,,,,,,,,,,
01.008.001000.6,266,0000000266_0000000002,pch,1,1,266,2,0,0,12,,,,,,,,,,,,,,
01.008.001000.6,266,0000000266_0000000003,pch,1,1,266,3,0,0,24,,,,,,,,,,,,,,
01.008.001000.7,267,0000000267_0000000001,pch,1,1,267,1,0,0,26,,,,,,,,,,,,,,
01.008.001000.7,267,0000000267_0000000002,pch,1,1,267,2,0,0,8,,,,,,,,,,,,,,
01.008.001000.7,267,0000000267_0000000003,pch,1,1,267,3,0,0,34,,,,,,,,,,,,,,
01.008.001000.8,268,0000000268_0000000001,pch,1,1,268,1,0,0,24,,,,,,,,,,,,,,
01.008.001000.8,268,0000000268_0000000002,pch,1,1,268,2,0,0,4,,,,,,,,,,,,,,
01.008.001000.8,268,0000000268_0000000003,pch,1,1,268,3,0,0,28,,,,,,,,,,,,,,
01.008.001000.9,269,0000000269_0000000001,pch,1,1,269,1,0,0,16,,,,,,,,,,,,,,
01.008.001000.9,269,0000000269_0000000002,pch,1,1,269,2,0,0,2,,,,,,,,,,,,,,
01.008.001000.9,269,0000000269_0000000003,pch,1,1,269,3,0,0,18,,,,,,,,,,,,,,
01.008.002900.1,270,0000000270_0000000001,pch,1,1,270,1,0,0,4,,,,,,,,,,,,,,
01.008.002900.1,270,0000000270_0000000002,pch,1,1,270,2,0,0,12,,,,,,,,,,,,,,
01.008.002900.1,270,0000000270_0000000003,pch,1,1,270,3,0,0,16,,,,,,,,,,,,,,
01.008.002900.2,271,0000000271_0000000001,pch,1,1,271,1,0,0,2,,,,,,,,,,,,,,
01.008.002900.2,271,0000000271_0000000002,pch,1,1,271,2,0,0,2,,,,,,,,,,,,,,
01.008.002900.2,271,0000000271_0000000003,pch,1,1,271,3,0,0,4,,,,,,,,,,,,,,
01.008.002900.3,272,0000000272_0000000001,pch,1,1,272,1,0,0,6,,,,,,,,,,,,,,
01.008.002900.3,272,0000000272_0000000002,pch,1,1,272,2,0,0,4,,,,,,,,,,,,,,
01.008.002900.3,272,0000000272_0000000003,pch,1,1,272,3,0,0,10,,,,,,,,,,,,,,
01.008.002900.4,273,0000000273_0000000001,pch,1,1,273,1,0,0,42,,,,,,,,,,,,,,
01.008.002900.4,273,0000000273_0000000002,pch,1,1,273,2,0,0,34,,,,,,,,,,,,,,
01.008.002900.4,273,0000000273_0000000003,pch,1,1,273,3,0,0,76,,,,,,,,,,,,,,
01.008.002900.5,274,0000000274_0000000001,pch,1,1,274,1,0,0,18,,,,,,,,,,,,,,
01.008.002900.5,274,0000000274_0000000002,pch,1,1,274,2,0,0,4,,,,,,,,,,,,,,
01.008.002900.5,274,0000000274_0000000003,pch,1,1,274,3,0,0,22,,,,,,,,,,,,,,
01.008.002900.6,275,0000000275_0000000001,pch,1,1,275,1,0,0,40,,,,,,,,,,,,,,
01.008.002900.6,275,0000000275_0000000002,pch,1,1,275,2,0,0,6,,,,,,,,,,,,,,
01.008.002900.6,275,0000000275_0000000003,pch,1,1,275,3,0,0,46,,,,,,,,,,,,,,
01.008.002900.7,276,0000000276_0000000001,pch,1,1,276,1,0,0,48,,,,,,,,,,,,,,
01.008.002900.7,276,0000000276_0000000002,pch,1,1,276,2,0,0,12,,,,,,,,,,,,,,
01.008.002900.7,276,0000000276_0000000003,pch,1,1,276,3,0,0,60,,,,,,,,,,,,,,
01.008.003500.1,277,0000000277_0000000001,pch,1,1,277,1,0,0,28,,,,,,,,,,,,,,
01.008.003500.1,277,0000000277_0000000002,pch,1,1,277,2,0,0,16,,,,,,,,,,,,,,
01.008.003500.1,277,0000000277_0000000003,pch,1,1,277,3,0,0,44,,,,,,,,,,,,,,
01.008.003500.2,278,0000000278_0000000001,pch,1,1,278,1,0,0,20,,,,,,,,,,,,,,
01.008.003500.2,278,0000000278_0000000002,pch,1,1,278,2,0,0,12,,,,,,,,,,,,,,
01.008.003500.2,278,0000000278_0000000003,pch,1,1,278,3,0,0,32,,,,,,,,,,,,,,
01.008.003500.3,279,0000000279_0000000001,pch,1,1,279,1,0,0,10,,,,,,,,,,,,,,
01.008.003500.3,279,0000000279_0000000002,pch,1,1,279,2,0,0,8,,,,,,,,,,,,,,
01.008.003500.3,279,0000000279_0000000003,pch,1,1,279,3,0,0,18,,,,,,,,,,,,,,
01.008.003500.4,280,0000000280_0000000001,pch,1,1,280,1,0,0,22,,,,,,,,,,,,,,
01.008.003500.4,280,0000000280_0000000002,pch,1,1,280,2,0,0,10,,,,,,,,,,,,,,
01.008.003500.4,280,0000000280_0000000003,pch,1,1,280,3,0,0,32,,,,,,,,,,,,,,
01.008.003600.1,281,0000000281_0000000001,pch,1,1,281,1,0,0,48,,,,,,,,,,,,,,
01.008.003600.1,281,0000000281_0000000002,pch,1,1,281,2,0,0,24,,,,,,,,,,,,,,
01.008.003600.1,281,0000000281_0000000003,pch,1,1,281,3,0,0,72,,,,,,,,,,,,,,
01.008.003600.2,282,0000000282_0000000001,pch,1,1,282,1,0,0,34,,,,,,,,,,,,,,
01.008.003600.2,282,0000000282_0000000002,pch,1,1,282,2,0,0,12,,,,,,,,,,,,,,
01.008.003600.2,282,0000000282_0000000003,pch,1,1,282,3,0,0,46,,,,,,,,,,,,,,
01.008.003600.3,283,0000000283_0000000001,pch,1,1,283,1,0,0,40,,,,,,,,,,,,,,
01.008.003600.3,283,0000000283_0000000002,pch,1,1,283,2,0,0,14,,,,,,,,,,,,,,
01.008.003600.3,283,0000000283_0000000003,pch,1,1,283,3,0,0,54,,,,,,,,,,,,,,
01.008.003600.4,284,0000000284_0000000001,pch,1,1,284,1,0,0,32,,,,,,,,,,,,,,
01.008.003600.4,284,0000000284_0000000002,pch,1,1,284,2,0,0,26,,,,,,,,,,,,,,
01.008.003600.4,284,0000000284_0000000003,pch,1,1,284,3,0,0,58,,,,,,,,,,,,,,
01.008.003700.1,285,0000000285_0000000001,pch,1,1,285,1,0,0,10,,,,,,,,,,,,,,
01.008.003700.1,285,0000000285_0000000002,pch,1,1,285,2,0,0,8,,,,,,,,,,,,,,
01.008.003700.1,285,0000000285_0000000003,pch,1,1,285,3,0,0,18,,,,,,,,,,,,,,
01.008.003700.2,286,0000000286_0000000001,pch,1,1,286,1,0,0,20,,,,,,,,,,,,,,
01.008.003700.2,286,0000000286_0000000002,pch,1,1,286,2,0,0,12,,,,,,,,,,,,,,
01.008.003700.2,286,0000000286_0000000003,pch,1,1,286,3,0,0,32,,,,,,,,,,,,,,
01.008.003700.3,287,0000000287_0000000001,pch,1,1,287,1,0,0,12,,,,,,,,,,,,,,
01.008.003700.3,287,0000000287_0000000002,pch,1,1,287,2,0,0,4,,,,,,,,,,,,,,
01.008.003700.3,287,0000000287_0000000003,pch,1,1,287,3,0,0,16,,,,,,,,,,,,,,
01.008.003700.4,288,0000000288_0000000001,pch,1,1,288,1,0,0,32,,,,,,,,,,,,,,
01.008.003700.4,288,0000000288_0000000002,pch,1,1,288,2,0,0,14,,,,,,,,,,,,,,
01.008.003700.4,288,0000000288_0000000003,pch,1,1,288,3,0,0,46,,,,,,,,,,,,,,
01.008.003700.5,289,0000000289_0000000001,pch,1,1,289,1,0,0,20,,,,,,,,,,,,,,
01.008.003700.5,289,0000000289_0000000002,pch,1,1,289,2,0,0,10,,,,,,,,,,,,,,
01.008.003700.5,289,0000000289_0000000003,pch,1,1,289,3,0,0,30,,,,,,,,,,,,,,
01.008.003700.6,290,0000000290_0000000001,pch,1,1,290,1,0,0,42,,,,,,,,,,,,,,
01.008.003700.6,290,0000000290_0000000002,pch,1,1,290,2,0,0,14,,,,,,,,,,,,,,
01.008.003700.6,290,0000000290_0000000003,pch,1,1,290,3,0,0,56,,,,,,,,,,,,,,
01.008.003700.7,291,0000000291_0000000001,pch,1,1,291,1,0,0,36,,,,,,,,,,,,,,
01.008.003700.7,291,0000000291_0000000002,pch,1,1,291,2,0,0,16,,,,,,,,,,,,,,
01.008.003700.7,291,0000000291_0000000003,pch,1,1,291,3,0,0,52,,,,,,,,,,,,,,
01.008.003700.8,292,0000000292_0000000001,pch,1,1,292,1,0,0,50,,,,,,,,,,,,,,
01.008.003700.8,292,0000000292_0000000002,pch,1,1,292,2,0,0,34,,,,,,,,,,,,,,
01.008.003700.8,292,0000000292_0000000003,pch,1,1,292,3,0,0,84,,,,,,,,,,,,,,
01.008.003700.9,293,0000000293_0000000001,pch,1,1,293,1,0,0,34,,,,,,,,,,,,,,
01.008.003700.9,293,0000000293_0000000002,pch,1,1,293,2,0,0,6,,,,,,,,,,,,,,
01.008.003700.9,293,0000000293_0000000003,pch,1,1,293,3,0,0,40,,,,,,,,,,,,,,
01.008.003800.1,294,0000000294_0000000001,pch,1,1,294,1,0,0,54,,,,,,,,,,,,,,
01.008.003800.1,294,0000000294_0000000002,pch,1,1,294,2,0,0,26,,,,,,,,,,,,,,
01.008.003800.1,294,0000000294_0000000003,pch,1,1,294,3,0,0,80,,,,,,,,,,,,,,
01.008.003800.2,295,0000000295_0000000001,pch,1,1,295,1,0,0,50,,,,,,,,,,,,,,
01.008.003800.2,295,0000000295_0000000002,pch,1,1,295,2,0,0,16,,,,,,,,,,,,,,
01.008.003800.2,295,0000000295_0000000003,pch,1,1,295,3,0,0,66,,,,,,,,,,,,,,
01.008.003800.3,296,0000000296_0000000001,pch,1,1,296,1,0,0,30,,,,,,,,,,,,,,
01.008.003800.3,296,0000000296_0000000002,pch,1,1,296,2,0,0,12,,,,,,,,,,,,,,
01.008.003800.3,296,0000000296_0000000003,pch,1,1,296,3,0,0,42,,,,,,,,,,,,,,
01.008.003800.4,297,0000000297_0000000001,pch,1,1,297,1,0,0,32,,,,,,,,,,,,,,
01.008.003800.4,297,0000000297_0000000002,pch,1,1,297,2,0,0,22,,,,,,,,,,,,,,
01.008.003800.4,297,0000000297_0000000003,pch,1,1,297,3,0,0,54,,,,,,,,,,,,,,
01.008.003800.5,298,0000000298_0000000001,pch,1,1,298,1,0,0,40,,,,,,,,,,,,,,
01.008.003800.5,298,0000000298_0000000002,pch,1,1,298,2,0,0,34,,,,,,,,,,,,,,
01.008.003800.5,298,0000000298_0000000003,pch,1,1,298,3,0,0,74,,,,,,,,,,,,,,
01.008.003800.6,299,0000000299_0000000001,pch,1,1,299,1,0,0,32,,,,,,,,,,,,,,
01.008.003800.6,299,0000000299_0000000002,pch,1,1,299,2,0,0,16,,,,,,,,,,,,,,
01.008.003800.6,299,0000000299_0000000003,pch,1,1,299,3,0,0,48,,,,,,,,,,,,,,
01.008.003800.7,300,0000000300_0000000001,pch,1,1,300,1,0,0,30,,,,,,,,,,,,,,
01.008.003800.7,300,0000000300_0000000002,pch,1,1,300,2,0,0,20,,,,,,,,,,,,,,
01.008.003800.7,300,0000000300_0000000003,pch,1,1,300,3,0,0,50,,,,,,,,,,,,,,
01.008.003800.8,301,0000000301_0000000001,pch,1,1,301,1,0,0,18,,,,,,,,,,,,,,
01.008.003800.8,301,0000000301_0000000002,pch,1,1,301,2,0,0,12,,,,,,,,,,,,,,
01.008.003800.8,301,0000000301_0000000003,pch,1,1,301,3,0,0,30,,,,,,,,,,,,,,
01.008.003900.1,302,0000000302_0000000001,pch,1,1,302,1,0,0,16,,,,,,,,,,,,,,
01.008.003900.1,302,0000000302_0000000002,pch,1,1,302,2,0,0,10,,,,,,,,,,,,,,
01.008.003900.1,302,0000000302_0000000003,pch,1,1,302,3,0,0,26,,,,,,,,,,,,,,
01.008.003900.2,303,0000000303_0000000001,pch,1,1,303,1,0,0,14,,,,,,,,,,,,,,
01.008.003900.2,303,0000000303_0000000002,pch,1,1,303,2,0,0,16,,,,,,,,,,,,,,
01.008.003900.2,303,0000000303_0000000003,pch,1,1,303,3,0,0,30,,,,,,,,,,,,,,
01.008.003900.3,304,0000000304_0000000001,pch,1,1,304,1,0,0,62,,,,,,,,,,,,,,
01.008.003900.3,304,0000000304_0000000002,pch,1,1,304,2,0,0,14,,,,,,,,,,,,,,
01.008.003900.3,304,0000000304_0000000003,pch,1,1,304,3,0,0,76,,,,,,,,,,,,,,
01.008.003900.4,305,0000000305_0000000001,pch,1,1,305,1,0,0,34,,,,,,,,,,,,,,
01.008.003900.4,305,0000000305_0000000002,pch,1,1,305,2,0,0,24,,,,,,,,,,,,,,
01.008.003900.4,305,0000000305_0000000003,pch,1,1,305,3,0,0,58,,,,,,,,,,,,,,
01.008.003900.5,306,0000000306_0000000001,pch,1,1,306,1,0,0,50,,,,,,,,,,,,,,
01.008.003900.5,306,0000000306_0000000002,pch,1,1,306,2,0,0,14,,,,,,,,,,,,,,
01.008.003900.5,306,0000000306_0000000003,pch,1,1,306,3,0,0,64,,,,,,,,,,,,,,
01.008.003900.6,307,0000000307_0000000001,pch,1,1,307,1,0,0,46,,,,,,,,,,,,,,
01.008.003900.6,307,0000000307_0000000002,pch,1,1,307,2,0,0,22,,,,,,,,,,,,,,
01.008.003900.6,307,0000000307_0000000003,pch,1,1,307,3,0,0,68,,,,,,,,,,,,,,
01.008.003900.7,308,0000000308_0000000001,pch,1,1,308,1,0,0,42,,,,,,,,,,,,,,
01.008.003900.7,308,0000000308_0000000002,pch,1,1,308,2,0,0,4,,,,,,,,,,,,,,
01.008.003900.7,308,0000000308_0000000003,pch,1,1,308,3,0,0,46,,,,,,,,,,,,,,
01.008.003900.8,309,0000000309_0000000001,pch,1,1,309,1,0,0,0,,,,,,,,,,,,,,
01.008.003900.8,309,0000000309_0000000002,pch,1,1,309,2,0,0,0,,,,,,,,,,,,,,
01.008.003900.8,309,0000000309_0000000003,pch,1,1,309,3,0,0,0,,,,,,,,,,,,,,
01.008.003901.1,310,0000000310_0000000001,pch,1,1,310,1,0,0,0,,,,,,,,,,,,,,
01.008.003901.1,310,0000000310_0000000002,pch,1,1,310,2,0,0,0,,,,,,,,,,,,,,
01.008.003901.1,310,0000000310_0000000003,pch,1,1,310,3,0,0,0,,,,,,,,,,,,,,
01.008.003901.2,311,0000000311_0000000001,pch,1,1,311,1,0,0,0,,,,,,,,,,,,,,
01.008.003901.2,311,0000000311_0000000002,pch,1,1,311,2,0,0,0,,,,,,,,,,,,,,
01.008.003901.2,311,0000000311_0000000003,pch,1,1,311,3,0,0,0,,,,,,,,,,,,,,
01.008.003901.3,312,0000000312_0000000001,pch,1,1,312,1,0,0,10,,,,,,,,,,,,,,
01.008.003901.3,312,0000000312_0000000002,pch,1,1,312,2,0,0,4,,,,,,,,,,,,,,
01.008.003901.3,312,0000000312_0000000003,pch,1,1,312,3,0,0,14,,,,,,,,,,,,,,
01.008.003901.4,313,0000000313_0000000001,pch,1,1,313,1,0,0,0,,,,,,,,,,,,,,
01.008.003901.4,313,0000000313_0000000002,pch,1,1,313,2,0,0,2,,,,,,,,,,,,,,
01.008.003901.4,313,0000000313_0000000003,pch,1,1,313,3,0,0,2,,,,,,,,,,,,,,
01.008.003901.5,314,0000000314_0000000001,pch,1,1,314,1,0,0,14,,,,,,,,,,,,,,
01.008.003901.5,314,0000000314_0000000002,pch,1,1,314,2,0,0,4,,,,,,,,,,,,,,
01.008.003901.5,314,0000000314_0000000003,pch,1,1,314,3,0,0,18,,,,,,,,,,,,,,
01.008.003901.6,315,0000000315_0000000001,pch,1,1,315,1,0,0,32,,,,,,,,,,,,,,
01.008.003901.6,315,0000000315_0000000002,pch,1,1,315,2,0,0,12,,,,,,,,,,,,,,
01.008.003901.6,315,0000000315_0000000003,pch,1,1,315,3,0,0,44,,,,,,,,,,,,,,
01.008.003901.7,316,0000000316_0000000001,pch,1,1,316,1,0,0,8,,,,,,,,,,,,,,
01.008.003901.7,316,0000000316_0000000002,pch,1,1,316,2,0,0,16,,,,,,,,,,,,,,
01.008.003901.7,316,0000000316_0000000003,pch,1,1,316,3,0,0,24,,,,,,,,,,,,,,
01.008.003901.9,317,0000000317_0000000001,pch,1,1,317,1,0,0,18,,,,,,,,,,,,,,
01.008.003901.9,317,0000000317_0000000002,pch,1,1,317,2,0,0,10,,,,,,,,,,,,,,
01.008.003901.9,317,0000000317_0000000003,pch,1,1,317,3,0,0,28,,,,,,,,,,,,,,
01.008.004000.1,318,0000000318_0000000001,pch,1,1,318,1,0,0,52,,,,,,,,,,,,,,
01.008.004000.1,318,0000000318_0000000002,pch,1,1,318,2,0,0,22,,,,,,,,,,,,,,
01.008.004000.1,318,0000000318_0000000003,pch,1,1,318,3,0,0,74,,,,,,,,,,,,,,
01.008.004000.2,319,0000000319_0000000001,pch,1,1,319,1,0,0,8,,,,,,,,,,,,,,
01.008.004000.2,319,0000000319_0000000002,pch,1,1,319,2,0,0,6,,,,,,,,,,,,,,
01.008.004000.2,319,0000000319_0000000003,pch,1,1,319,3,0,0,14,,,,,,,,,,,,,,
01.008.004000.3,320,0000000320_0000000001,pch,1,1,320,1,0,0,18,,,,,,,,,,,,,,
01.008.004000.3,320,0000000320_0000000002,pch,1,1,320,2,0,0,14,,,,,,,,,,,,,,
01.008.004000.3,320,0000000320_0000000003,pch,1,1,320,3,0,0,32,,,,,,,,,,,,,,
01.008.004000.4,321,0000000321_0000000001,pch,1,1,321,1,0,0,36,,,,,,,,,,,,,,
01.008.004000.4,321,0000000321_0000000002,pch,1,1,321,2,0,0,6,,,,,,,,,,,,,,
01.008.004000.4,321,0000000321_0000000003,pch,1,1,321,3,0,0,42,,,,,,,,,,,,,,
01.008.004000.5,322,0000000322_0000000001,pch,1,1,322,1,0,0,2,,,,,,,,,,,,,,
01.008.004000.5,322,0000000322_0000000002,pch,1,1,322,2,0,0,10,,,,,,,,,,,,,,
01.008.004000.5,322,0000000322_0000000003,pch,1,1,322,3,0,0,12,,,,,,,,,,,,,,
01.008.004000.6,323,0000000323_0000000001,pch,1,1,323,1,0,0,10,,,,,,,,,,,,,,
01.008.004000.6,323,0000000323_0000000002,pch,1,1,323,2,0,0,6,,,,,,,,,,,,,,
01.008.004000.6,323,0000000323_0000000003,pch,1,1,323,3,0,0,16,,,,,,,,,,,,,,
01.008.004000.7,324,0000000324_0000000001,pch,1,1,324,1,0,0,54,,,,,,,,,,,,,,
01.008.004000.7,324,0000000324_0000000002,pch,1,1,324,2,0,0,12,,,,,,,,,,,,,,
01.008.004000.7,324,0000000324_0000000003,pch,1,1,324,3,0,0,66,,,,,,,,,,,,,,
01.008.004100.1,325,0000000325_0000000001,pch,1,1,325,1,0,0,22,,,,,,,,,,,,,,
01.008.004100.1,325,0000000325_0000000002,pch,1,1,325,2,0,0,20,,,,,,,,,,,,,,
01.008.004100.1,325,0000000325_0000000003,pch,1,1,325,3,0,0,42,,,,,,,,,,,,,,
01.008.004100.2,326,0000000326_0000000001,pch,1,1,326,1,0,0,50,,,,,,,,,,,,,,
01.008.004100.2,326,0000000326_0000000002,pch,1,1,326,2,0,0,24,,,,,,,,,,,,,,
01.008.004100.2,326,0000000326_0000000003,pch,1,1,326,3,0,0,74,,,,,,,,,,,,,,
01.008.004100.3,327,0000000327_0000000001,pch,1,1,327,1,0,0,24,,,,,,,,,,,,,,
01.008.004100.3,327,0000000327_0000000002,pch,1,1,327,2,0,0,12,,,,,,,,,,,,,,
01.008.004100.3,327,0000000327_0000000003,pch,1,1,327,3,0,0,36,,,,,,,,,,,,,,
01.008.004100.4,328,0000000328_0000000001,pch,1,1,328,1,0,0,44,,,,,,,,,,,,,,
01.008.004100.4,328,0000000328_0000000002,pch,1,1,328,2,0,0,10,,,,,,,,,,,,,,
01.008.004100.4,328,0000000328_0000000003,pch,1,1,328,3,0,0,54,,,,,,,,,,,,,,
01.008.004100.5,329,0000000329_0000000001,pch,1,1,329,1,0,0,36,,,,,,,,,,,,,,
01.008.004100.5,329,0000000329_0000000002,pch,1,1,329,2,0,0,12,,,,,,,,,,,,,,
01.008.004100.5,329,0000000329_0000000003,pch,1,1,329,3,0,0,48,,,,,,,,,,,,,,
01.008.004100.6,330,0000000330_0000000001,pch,1,1,330,1,0,0,24,,,,,,,,,,,,,,
01.008.004100.6,330,0000000330_0000000002,pch,1,1,330,2,0,0,14,,,,,,,,,,,,,,
01.008.004100.6,330,0000000330_0000000003,pch,1,1,330,3,0,0,38,,,,,,,,,,,,,,
01.008.004100.7,331,0000000331_0000000001,pch,1,1,331,1,0,0,42,,,,,,,,,,,,,,
01.008.004100.7,331,0000000331_0000000002,pch,1,1,331,2,0,0,32,,,,,,,,,,,,,,
01.008.004100.7,331,0000000331_0000000003,pch,1,1,331,3,0,0,74,,,,,,,,,,,,,,
01.008.004100.8,332,0000000332_0000000001,pch,1,1,332,1,0,0,14,,,,,,,,,,,,,,
01.008.004100.8,332,0000000332_0000000002,pch,1,1,332,2,0,0,8,,,,,,,,,,,,,,
01.008.004100.8,332,0000000332_0000000003,pch,1,1,332,3,0,0,22,,,,,,,,,,,,,,
01.008.004200.1,333,0000000333_0000000001,pch,1,1,333,1,0,0,22,,,,,,,,,,,,,,
01.008.004200.1,333,0000000333_0000000002,pch,1,1,333,2,0,0,8,,,,,,,,,,,,,,
01.008.004200.1,333,0000000333_0000000003,pch,1,1,333,3,0,0,30,,,,,,,,,,,,,,
01.008.004200.2,334,0000000334_0000000001,pch,1,1,334,1,0,0,12,,,,,,,,,,,,,,
01.008.004200.2,334,0000000334_0000000002,pch,1,1,334,2,0,0,10,,,,,,,,,,,,,,
01.008.004200.2,334,0000000334_0000000003,pch,1,1,334,3,0,0,22,,,,,,,,,,,,,,
01.008.004200.3,335,0000000335_0000000001,pch,1,1,335,1,0,0,28,,,,,,,,,,,,,,
01.008.004200.3,335,0000000335_0000000002,pch,1,1,335,2,0,0,8,,,,,,,,,,,,,,
01.008.004200.3,335,0000000335_0000000003,pch,1,1,335,3,0,0,36,,,,,,,,,,,,,,
01.008.004200.4,336,0000000336_0000000001,pch,1,1,336,1,0,0,28,,,,,,,,,,,,,,
01.008.004200.4,336,0000000336_0000000002,pch,1,1,336,2,0,0,10,,,,,,,,,,,,,,
01.008.004200.4,336,0000000336_0000000003,pch,1,1,336,3,0,0,38,,,,,,,,,,,,,,
01.008.004200.5,337,0000000337_0000000001,pch,1,1,337,1,0,0,46,,,,,,,,,,,,,,
01.008.004200.5,337,0000000337_0000000002,pch,1,1,337,2,0,0,18,,,,,,,,,,,,,,
01.008.004200.5,337,0000000337_0000000003,pch,1,1,337,3,0,0,64,,,,,,,,,,,,,,
01.008.004200.6,338,0000000338_0000000001,pch,1,1,338,1,0,0,20,,,,,,,,,,,,,,
01.008.004200.6,338,0000000338_0000000002,pch,1,1,338,2,0,0,6,,,,,,,,,,,,,,
01.008.004200.6,338,0000000338_0000000003,pch,1,1,338,3,0,0,26,,,,,,,,,,,,,,
01.008.004300.1,339,0000000339_0000000001,pch,1,1,339,1,0,0,22,,,,,,,,,,,,,,
01.008.004300.1,339,0000000339_0000000002,pch,1,1,339,2,0,0,10,,,,,,,,,,,,,,
01.008.004300.1,339,0000000339_0000000003,pch,1,1,339,3,0,0,32,,,,,,,,,,,,,,
01.008.004300.2,340,0000000340_0000000001,pch,1,1,340,1,0,0,58,,,,,,,,,,,,,,
01.008.004300.2,340,0000000340_0000000002,pch,1,1,340,2,0,0,20,,,,,,,,,,,,,,
01.008.004300.2,340,0000000340_0000000003,pch,1,1,340,3,0,0,78,,,,,,,,,,,,,,
01.008.004300.3,341,0000000341_0000000001,pch,1,1,341,1,0,0,44,,,,,,,,,,,,,,
01.008.004300.3,341,0000000341_0000000002,pch,1,1,341,2,0,0,14,,,,,,,,,,,,,,
01.008.004300.3,341,0000000341_0000000003,pch,1,1,341,3,0,0,58,,,,,,,,,,,,,,
01.008.004300.4,342,0000000342_0000000001,pch,1,1,342,1,0,0,30,,,,,,,,,,,,,,
01.008.004300.4,342,0000000342_0000000002,pch,1,1,342,2,0,0,18,,,,,,,,,,,,,,
01.008.004300.4,342,0000000342_0000000003,pch,1,1,342,3,0,0,48,,,,,,,,,,,,,,
01.008.004300.5,343,0000000343_0000000001,pch,1,1,343,1,0,0,30,,,,,,,,,,,,,,
01.008.004300.5,343,0000000343_0000000002,pch,1,1,343,2,0,0,22,,,,,,,,,,,,,,
01.008.004300.5,343,0000000343_0000000003,pch,1,1,343,3,0,0,52,,,,,,,,,,,,,,
01.008.004300.6,344,0000000344_0000000001,pch,1,1,344,1,0,0,8,,,,,,,,,,,,,,
01.008.004300.6,344,0000000344_0000000002,pch,1,1,344,2,0,0,0,,,,,,,,,,,,,,
01.008.004300.6,344,0000000344_0000000003,pch,1,1,344,3,0,0,8,,,,,,,,,,,,,,
01.008.004300.7,345,0000000345_0000000001,pch,1,1,345,1,0,0,14,,,,,,,,,,,,,,
01.008.004300.7,345,0000000345_0000000002,pch,1,1,345,2,0,0,2,,,,,,,,,,,,,,
01.008.004300.7,345,0000000345_0000000003,pch,1,1,345,3,0,0,16,,,,,,,,,,,,,,
01.008.004300.8,346,0000000346_0000000001,pch,1,1,346,1,0,0,12,,,,,,,,,,,,,,
01.008.004300.8,346,0000000346_0000000002,pch,1,1,346,2,0,0,4,,,,,,,,,,,,,,
01.008.004300.8,346,0000000346_0000000003,pch,1,1,346,3,0,0,16,,,,,,,,,,,,,,
01.008.004400.1,347,0000000347_0000000001,pch,1,1,347,1,0,0,10,,,,,,,,,,,,,,
01.008.004400.1,347,0000000347_0000000002,pch,1,1,347,2,0,0,10,,,,,,,,,,,,,,
01.008.004400.1,347,0000000347_0000000003,pch,1,1,347,3,0,0,20,,,,,,,,,,,,,,
01.008.004400.2,348,0000000348_0000000001,pch,1,1,348,1,0,0,10,,,,,,,,,,,,,,
01.008.004400.2,348,0000000348_0000000002,pch,1,1,348,2,0,0,4,,,,,,,,,,,,,,
