username,study_id,area_id,band_id
pch,15,01.011.013100.8,874
pch,15,01.011.013100.9,875
pch,15,01.011.013200.1,876
pch,15,01.011.013200.2,877
pch,15,01.011.013200.3,878
pch,15,01.011.013200.4,879
pch,15,01.011.013200.5,880
pch,15,01.011.013200.6,881
pch,15,01.011.013300.1,882
pch,15,01.011.013300.2,883
pch,15,01.011.013300.3,884
pch,15,01.011.013300.4,885
pch,15,01.011.013300.5,886
pch,15,01.011.013300.6,887
pch,15,01.011.013300.7,888
pch,15,01.011.013300.8,889
pch,15,01.011.013300.9,890
pch,15,01.011.013400.1,891
pch,15,01.011.013400.2,892
pch,15,01.011.013400.3,893
pch,15,01.011.013400.4,894
pch,15,01.011.013400.5,895
pch,15,01.011.013400.6,896
pch,15,01.011.013400.7,897
pch,15,01.011.013400.8,898
pch,15,01.011.013500.1,899
pch,15,01.011.013500.2,900
pch,15,01.011.013500.3,901
pch,15,01.011.013500.4,902
pch,15,01.011.013500.5,903
pch,15,01.011.013500.6,904
pch,15,01.011.013500.7,905
pch,15,01.011.013500.8,906
pch,15,01.011.013600.1,907
pch,15,01.011.013600.2,908
pch,15,01.011.013600.3,909
pch,15,01.011.013600.4,910
pch,15,01.011.013600.5,911
pch,15,01.011.013600.6,912
pch,15,01.011.013600.7,913
pch,15,01.011.013600.8,914
pch,15,01.011.013600.9,915
pch,15,01.011.013700.1,916
pch,15,01.011.013700.2,917
pch,15,01.011.013700.3,918
pch,15,01.011.013700.4,919
pch,15,01.011.013700.5,920
pch,15,01.011.013700.6,921
pch,15,01.011.013700.7,922
pch,15,01.011.013700.8,923
pch,15,01.011.013800.1,924
pch,15,01.011.013800.2,925
pch,15,01.011.013800.3,926
pch,15,01.011.013800.4,927
pch,15,01.011.013800.5,928
pch,15,01.011.013800.6,929
pch,15,01.011.013800.7,930
pch,15,01.011.013800.8,931
pch,15,01.011.013800.9,932
pch,15,01.011.013900.1,933
pch,15,01.011.013900.2,934
pch,15,01.011.013900.3,935
pch,15,01.011.013900.4,936
pch,15,01.011.013900.5,937
pch,15,01.011.013900.6,938
pch,15,01.011.013900.7,939
pch,15,01.011.013900.8,940
pch,15,01.011.013900.9,941
pch,15,01.011.014000.1,942
pch,15,01.011.014000.2,943
pch,15,01.011.014000.3,944
pch,15,01.011.014100.1,945
pch,15,01.011.014100.2,946
pch,15,01.011.014100.3,947
pch,15,01.011.014100.4,948
pch,15,01.011.014100.5,949
pch,15,01.011.014100.6,950
pch,15,01.011.014100.7,951
pch,15,01.011.014200.1,952
pch,15,01.011.014200.2,953
pch,15,01.011.014200.3,954
pch,15,01.011.014200.4,955
pch,15,01.011.014200.5,956
pch,15,01.011.014200.6,957
pch,15,01.011.014200.7,958
pch,15,01.011.014200.8,959
pch,15,01.011.014300.1,960
pch,15,01.011.014300.2,961
pch,15,01.011.014300.3,962
pch,15,01.011.014300.4,963
pch,15,01.011.014300.5,964
pch,15,01.011.014300.6,965
pch,15,01.011.014400.1,966
pch,15,01.011.014400.2,967
pch,15,01.011.014400.3,968
pch,15,01.011.014500.1,969
pch,15,01.011.014500.2,970
pch,15,01.011.014500.3,971
pch,15,01.011.014500.4,972
pch,15,01.011.014500.5,973
pch,15,01.011.014500.6,974
pch,15,01.011.014500.7,975
pch,15,01.011.014500.8,976
pch,15,01.011.014600.1,977
pch,15,01.011.014600.2,978
pch,15,01.011.014600.3,979
pch,15,01.011.014600.4,980
pch,15,01.011.014600.5,981
pch,15,01.011.014600.6,982
pch,15,01.011.014600.7,983
pch,15,01.011.014600.8,984
pch,15,01.011.014700.1,985
pch,15,01.011.014700.2,986
pch,15,01.011.014700.3,987
pch,15,01.011.014700.4,988
pch,15,01.011.014700.5,989
pch,15,01.011.014800.1,990
pch,15,01.011.014800.2,991
pch,15,01.011.014800.3,992
pch,15,01.011.014800.4,993
pch,15,01.011.014800.5,994
pch,15,01.011.014800.6,995
pch,15,01.011.014800.7,996
pch,15,01.011.014800.8,997
pch,15,01.011.014800.9,998
pch,15,01.011.014900.1,999
pch,15,01.011.014900.2,1000
pch,15,01.011.014900.3,1001
pch,15,01.011.014900.4,1002
pch,15,01.011.014900.5,1003
pch,15,01.011.014900.6,1004
pch,15,01.011.014900.7,1005
pch,15,01.011.014900.8,1006
pch,15,01.011.015000.1,1007
pch,15,01.011.015000.2,1008
pch,15,01.011.015000.3,1009
pch,15,01.011.015000.4,1010
pch,15,01.011.015000.5,1011
pch,15,01.011.015000.6,1012
pch,15,01.011.015100.1,1013
pch,15,01.011.015100.2,1014
pch,15,01.011.015100.3,1015
pch,15,01.011.015100.4,1016
pch,15,01.011.015100.5,1017
pch,15,01.011.015100.6,1018
pch,15,01.011.015100.7,1019
pch,15,01.011.015200.1,1020
pch,15,01.011.015200.2,1021
pch,15,01.011.015200.3,1022
pch,15,01.011.015300.1,1023
pch,15,01.011.015300.2,1024
pch,15,01.011.015300.3,1025
pch,15,01.011.015300.4,1026
pch,15,01.011.015300.5,1027
pch,15,01.011.015300.6,1028
pch,15,01.011.015400.1,1029
pch,15,01.011.015400.2,1030
pch,15,01.011.015400.3,1031
pch,15,01.011.015400.4,1032
pch,15,01.011.015500.1,1033
pch,15,01.011.015500.2,1034
pch,15,01.011.015500.3,1035
pch,15,01.011.015500.4,1036
pch,15,01.011.015500.5,1037
pch,15,01.011.015500.6,1038
pch,15,01.011.015500.7,1039
pch,15,01.011.015600.1,1040
pch,15,01.011.015600.2,1041
pch,15,01.011.015600.3,1042
pch,15,01.011.015600.4,1043
pch,15,01.011.015600.5,1044
pch,15,01.011.015600.6,1045
pch,15,01.011.015600.7,1046
pch,15,01.011.015700.1,1047
pch,15,01.011.015700.2,1048
pch,15,01.011.015700.3,1049
pch,15,01.011.015700.4,1050
pch,15,01.011.015800.1,1051
pch,15,01.011.015800.2,1052
pch,15,01.012.003000.2,1053
pch,15,01.012.015900.1,1054
pch,15,01.012.015900.2,1055
pch,15,01.012.015900.3,1056
pch,15,01.012.016000.1,1057
pch,15,01.013.016000.2,1058
pch,15,01.013.016000.3,1059
pch,15,01.013.016100.1,1060
pch,15,01.013.016100.2,1061
pch,15,01.013.016100.3,1062
pch,15,01.013.016200.1,1063
pch,15,01.013.016200.2,1064
pch,15,01.013.016200.3,1065
pch,15,01.013.016200.4,1066
pch,15,01.013.016200.5,1067
pch,15,01.013.016200.6,1068
pch,15,01.013.016200.7,1069
pch,15,01.013.016300.1,1070
pch,15,01.013.016300.2,1071
pch,15,01.013.016300.3,1072
pch,15,01.013.016300.4,1073
pch,15,01.013.016300.5,1074
pch,15,01.013.016300.6,1075
pch,15,01.013.016300.7,1076
pch,15,01.013.016300.8,1077
pch,15,01.013.016400.1,1078
pch,15,01.013.016400.2,1079
pch,15,01.013.016400.3,1080
pch,15,01.013.016400.4,1081
pch,15,01.013.016400.5,1082
pch,15,01.013.016400.6,1083
pch,15,01.013.016400.7,1084
pch,15,01.013.016400.8,1085
pch,15,01.013.016500.1,1086
pch,15,01.013.016500.2,1087
pch,15,01.013.016600.1,1088
pch,15,01.013.016600.2,1089
pch,15,01.013.016600.3,1090
pch,15,01.013.016600.4,1091
pch,15,01.013.016600.5,1092
pch,15,01.013.016600.6,1093
pch,15,01.013.016600.7,1094
pch,15,01.013.016700.1,1095
pch,15,01.013.016700.2,1096
pch,15,01.013.016700.3,1097
pch,15,01.013.016700.4,1098
pch,15,01.013.016700.5,1099
pch,15,01.013.016700.6,1100
pch,15,01.013.016700.7,1101
pch,15,01.013.016800.1,1102
pch,15,01.013.016800.2,1103
pch,15,01.013.016800.3,1104
pch,15,01.014.017200.1,1105
pch,15,01.014.017200.2,1106
pch,15,01.014.017200.3,1107
pch,15,01.014.017200.4,1108
pch,15,01.014.017200.5,1109
pch,15,01.014.017200.7,1110
pch,15,01.014.017300.1,1111
pch,15,01.014.017300.2,1112
pch,15,01.014.017300.3,1113
pch,15,01.014.017300.4,1114
pch,15,01.014.017300.5,1115
pch,15,01.014.017300.6,1116
pch,15,01.014.017300.7,1117
pch,15,01.014.017500.1,1118
pch,15,01.014.017600.1,1119
pch,15,01.014.017600.2,1120
pch,15,01.014.017600.3,1121
pch,15,01.014.017600.4,1122
pch,15,01.014.017600.5,1123
pch,15,01.014.017700.1,1124
pch,15,01.014.017700.2,1125
pch,15,01.014.017700.3,1126
pch,15,01.014.017700.4,1127
pch,15,01.014.017700.5,1128
pch,15,01.014.017700.6,1129
pch,15,01.014.017700.7,1130
pch,15,01.014.017700.8,1131
pch,15,01.014.017800.1,1132
pch,15,01.014.017800.2,1133
pch,15,01.014.017800.3,1134
pch,15,01.014.017800.4,1135
pch,15,01.014.017800.5,1136
pch,15,01.014.017900.1,1137
pch,15,01.014.017900.2,1138
pch,15,01.014.018000.1,1139
pch,15,01.014.018000.2,1140
pch,15,01.014.018000.3,1141
pch,15,01.014.018000.4,1142
pch,15,01.014.018100.1,1143
pch,15,01.014.018100.2,1144
pch,15,01.014.018100.3,1145
pch,15,01.014.018100.4,1146
pch,15,01.014.018100.5,1147
pch,15,01.014.018100.6,1148
pch,15,01.014.018200.1,1149
pch,15,01.014.018200.2,1150
pch,15,01.014.018200.3,1151
pch,15,01.014.018200.4,1152
pch,15,01.014.018200.5,1153
pch,15,01.014.018200.6,1154
pch,15,01.014.018200.7,1155
pch,15,01.014.018300.1,1156
pch,15,01.014.018300.2,1157
pch,15,01.014.018300.3,1158
pch,15,01.014.018300.4,1159
pch,15,01.014.018300.5,1160
pch,15,01.014.018300.6,1161
pch,15,01.014.018300.7,1162
pch,15,01.014.018400.1,1163
pch,15,01.014.018400.2,1164
pch,15,01.014.018400.3,1165
pch,15,01.014.018400.4,1166
pch,15,01.014.018400.5,1167
pch,15,01.014.018400.6,1168
pch,15,01.014.018400.7,1169
pch,15,01.014.018400.8,1170
pch,15,01.014.018400.9,1171
pch,15,01.014.018500.1,1172
pch,15,01.014.018500.2,1173
pch,15,01.014.018500.3,1174
pch,15,01.014.018500.4,1175
pch,15,01.014.018500.5,1176
pch,15,01.014.018500.6,1177
pch,15,01.014.018500.7,1178
pch,15,01.014.018500.8,1179
pch,15,01.014.018600.1,1180
pch,15,01.014.018600.2,1181
pch,15,01.014.018600.3,1182
pch,15,01.014.018600.4,1183
pch,15,01.014.018600.5,1184
pch,15,01.014.018600.6,1185
pch,15,01.014.018700.1,1186
pch,15,01.014.018700.2,1187
pch,15,01.014.018800.1,1188
pch,15,01.014.018800.2,1189
pch,15,01.015.016200.2,1190
pch,15,01.015.016200.3,1191
pch,15,01.015.016200.4,1192
pch,15,01.015.016900.1,1193
pch,15,01.015.016900.2,1194
pch,15,01.015.016900.3,1195
pch,15,01.016.017000.1,1196
pch,15,01.016.017000.2,1197
pch,15,01.016.017100.1,1198
pch,15,01.017.018900.1,1199
pch,15,01.017.019000.1,1200
pch,15,01.017.019000.2,1201
pch,15,01.018.019100.1,1202
pch,15,01.018.019100.2,1203
pch,15,01.018.019100.3,1204
pch,15,01.018.019100.4,1205
pch,15,01.018.019100.5,1206
pch,15,01.018.019200.1,1207
pch,15,01.018.019200.2,1208
pch,15,01.018.019200.3,1209
pch,15,01.018.019300.1,1210
pch,15,01.018.019300.2,1211
pch,15,01.018.019300.3,1212
pch,15,01.018.019400.1,1213
pch,15,01.018.019400.2,1214
pch,15,01.018.019400.3,1215
pch,15,01.018.019500.1,1216
pch,15,01.018.019500.2,1217
pch,15,01.018.019500.3,1218
