year,age_sex_group,sahsu_grd_level1,sahsu_grd_level2,sahsu_grd_level3,sahsu_grd_level4,icd,total
1990,214,01,01.002,01.002.000400,01.002.000400.1,1744,4
1990,214,01,01.014,01.014.018600,01.014.018600.3,1744,4
1990,214,01,01.014,01.014.018100,01.014.018100.1,1744,4
1990,214,01,01.002,01.002.002200,01.002.002200.3,1744,4
1990,214,01,01.014,01.014.017800,01.014.017800.5,1744,4
1990,215,01,01.002,01.002.002200,01.002.002200.4,1744,4
1990,216,01,01.018,01.018.019100,01.018.019100.3,1744,4
1990,216,01,01.002,01.002.000600,01.002.000600.5,1744,4
1990,216,01,01.008,01.008.009300,01.008.009300.5,1744,4
1990,216,01,01.003,01.003.003300,01.003.003300.1,1744,4
1990,216,01,01.008,01.008.009200,01.008.009200.8,1744,4
1990,216,01,01.011,01.011.013600,01.011.013600.1,1744,4
1990,217,01,01.008,01.008.007900,01.008.007900.2,1744,4
1990,217,01,01.018,01.018.019200,01.018.019200.2,1744,4
1990,217,01,01.008,01.008.008200,01.008.008200.6,1744,4
1990,217,01,01.002,01.002.000600,01.002.000600.9,1744,4
1990,217,01,01.008,01.008.008900,01.008.008900.5,1744,4
1990,217,01,01.008,01.008.008800,01.008.008800.2,1744,4
1990,218,01,01.002,01.002.000600,01.002.000600.4,1744,4
1990,218,01,01.008,01.008.007700,01.008.007700.4,1744,4
1990,218,01,01.002,01.002.002300,01.002.002300.6,1744,4
1990,218,01,01.018,01.018.019100,01.018.019100.2,1744,4
1990,219,01,01.003,01.003.003400,01.003.003400.5,1744,4
1990,219,01,01.008,01.008.008800,01.008.008800.4,1744,4
1990,220,01,01.014,01.014.018700,01.014.018700.1,1744,4
1990,220,01,01.002,01.002.000400,01.002.000400.5,1744,4
1990,214,01,01.014,01.014.017700,01.014.017700.7,1744,6
1990,215,01,01.014,01.014.018100,01.014.018100.1,1744,6
1990,215,01,01.011,01.011.013700,01.011.013700.3,1744,8
1990,210,01,01.011,01.011.013500,01.011.013500.8,1745,2
1990,211,01,01.002,01.002.001000,01.002.001000.5,1745,2
1990,211,01,01.011,01.011.013200,01.011.013200.5,1745,2
1990,212,01,01.013,01.013.016800,01.013.016800.3,1745,2
1990,212,01,01.003,01.003.003400,01.003.003400.4,1745,2
1990,212,01,01.008,01.008.007600,01.008.007600.6,1745,2
1990,212,01,01.011,01.011.015300,01.011.015300.3,1745,2
1990,212,01,01.002,01.002.000800,01.002.000800.7,1745,2
1990,212,01,01.011,01.011.013300,01.011.013300.4,1745,2
1990,212,01,01.003,01.003.003400,01.003.003400.3,1745,2
1990,212,01,01.002,01.002.000800,01.002.000800.4,1745,2
1990,213,01,01.002,01.002.002200,01.002.002200.6,1745,2
1990,213,01,01.018,01.018.019400,01.018.019400.2,1745,2
1990,213,01,01.008,01.008.010700,01.008.010700.9,1745,2
1990,213,01,01.008,01.008.009000,01.008.009000.5,1745,2
1990,213,01,01.008,01.008.008100,01.008.008100.7,1745,2
1990,213,01,01.002,01.002.000700,01.002.000700.6,1745,2
1990,213,01,01.011,01.011.015500,01.011.015500.3,1745,2
1990,213,01,01.002,01.002.002200,01.002.002200.3,1745,2
1990,213,01,01.011,01.011.013900,01.011.013900.6,1745,2
1990,214,01,01.008,01.008.005200,01.008.005200.3,1745,2
1990,214,01,01.008,01.008.007500,01.008.007500.4,1745,2
1990,214,01,01.003,01.003.003300,01.003.003300.1,1745,2
1990,214,01,01.014,01.014.018500,01.014.018500.8,1745,2
1990,214,01,01.002,01.002.000400,01.002.000400.1,1745,2
1990,214,01,01.002,01.002.002300,01.002.002300.6,1745,2
1990,214,01,01.002,01.002.000500,01.002.000500.6,1745,2
1990,214,01,01.014,01.014.018100,01.014.018100.4,1745,2
1990,214,01,01.016,01.016.017000,01.016.017000.1,1745,2
1990,214,01,01.018,01.018.019300,01.018.019300.2,1745,2
1990,214,01,01.002,01.002.000300,01.002.000300.3,1745,2
1990,214,01,01.002,01.002.000700,01.002.000700.3,1745,2
1990,214,01,01.008,01.008.006900,01.008.006900.4,1745,2
1990,214,01,01.009,01.009.003200,01.009.003200.3,1745,2
1990,214,01,01.014,01.014.018600,01.014.018600.3,1745,2
1990,215,01,01.008,01.008.008700,01.008.008700.1,1745,2
1990,215,01,01.008,01.008.009700,01.008.009700.4,1745,2
1990,215,01,01.014,01.014.017200,01.014.017200.5,1745,2
1990,215,01,01.011,01.011.014700,01.011.014700.2,1745,2
1990,215,01,01.008,01.008.004900,01.008.004900.2,1745,2
1990,215,01,01.003,01.003.003400,01.003.003400.2,1745,2
1990,215,01,01.011,01.011.015300,01.011.015300.5,1745,2
1990,215,01,01.002,01.002.001400,01.002.001400.9,1745,2
1990,215,01,01.002,01.002.002000,01.002.002000.4,1745,2
1990,215,01,01.008,01.008.008100,01.008.008100.4,1745,2
1990,215,01,01.002,01.002.000500,01.002.000500.4,1745,2
1990,215,01,01.004,01.004.011100,01.004.011100.2,1745,2
1990,215,01,01.008,01.008.009200,01.008.009200.8,1745,2
1990,215,01,01.015,01.015.016900,01.015.016900.2,1745,2
1990,215,01,01.008,01.008.008300,01.008.008300.3,1745,2
1990,215,01,01.002,01.002.000800,01.002.000800.3,1745,2
1990,215,01,01.002,01.002.001600,01.002.001600.1,1745,2
1990,215,01,01.009,01.009.002800,01.009.002800.1,1745,2
1990,215,01,01.014,01.014.018000,01.014.018000.4,1745,2
1990,215,01,01.011,01.011.015100,01.011.015100.3,1745,2
1990,215,01,01.018,01.018.019500,01.018.019500.3,1745,2
1990,215,01,01.014,01.014.018300,01.014.018300.5,1745,2
1990,216,01,01.008,01.008.009000,01.008.009000.1,1745,2
1990,216,01,01.002,01.002.000800,01.002.000800.6,1745,2
1990,216,01,01.007,01.007.012200,01.007.012200.5,1745,2
1990,216,01,01.008,01.008.008100,01.008.008100.2,1745,2
1990,216,01,01.008,01.008.008600,01.008.008600.3,1745,2
1990,216,01,01.002,01.002.000700,01.002.000700.6,1745,2
1990,216,01,01.014,01.014.018500,01.014.018500.1,1745,2
1990,216,01,01.008,01.008.010700,01.008.010700.2,1745,2
1990,216,01,01.003,01.003.003400,01.003.003400.3,1745,2
1990,216,01,01.011,01.011.014500,01.011.014500.3,1745,2
1990,216,01,01.018,01.018.019400,01.018.019400.2,1745,2
1990,217,01,01.014,01.014.017300,01.014.017300.1,1745,2
1990,217,01,01.008,01.008.008000,01.008.008000.3,1745,2
1990,217,01,01.008,01.008.009400,01.008.009400.7,1745,2
1990,217,01,01.011,01.011.014000,01.011.014000.1,1745,2
1990,217,01,01.008,01.008.010900,01.008.010900.1,1745,2
1990,217,01,01.011,01.011.013100,01.011.013100.5,1745,2
1990,217,01,01.018,01.018.019300,01.018.019300.3,1745,2
1990,217,01,01.002,01.002.000900,01.002.000900.9,1745,2
1990,217,01,01.003,01.003.003400,01.003.003400.1,1745,2
1990,217,01,01.013,01.013.016300,01.013.016300.7,1745,2
1990,217,01,01.014,01.014.017300,01.014.017300.3,1745,2
1990,217,01,01.011,01.011.014100,01.011.014100.5,1745,2
1990,217,01,01.011,01.011.014800,01.011.014800.1,1745,2
1990,217,01,01.008,01.008.007700,01.008.007700.6,1745,2
1990,217,01,01.008,01.008.005400,01.008.005400.3,1745,2
1990,217,01,01.003,01.003.003400,01.003.003400.6,1745,2
1990,217,01,01.002,01.002.000700,01.002.000700.4,1745,2
1990,218,01,01.002,01.002.000800,01.002.000800.1,1745,2
1990,218,01,01.008,01.008.004800,01.008.004800.1,1745,2
1990,218,01,01.014,01.014.018000,01.014.018000.1,1745,2
1990,218,01,01.008,01.008.009100,01.008.009100.3,1745,2
1990,218,01,01.002,01.002.001400,01.002.001400.2,1745,2
1990,218,01,01.008,01.008.007700,01.008.007700.2,1745,2
1990,218,01,01.014,01.014.017300,01.014.017300.1,1745,2
1990,218,01,01.018,01.018.019500,01.018.019500.1,1745,2
1990,218,01,01.014,01.014.017800,01.014.017800.2,1745,2
1990,218,01,01.011,01.011.014800,01.011.014800.8,1745,2
1990,218,01,01.008,01.008.006800,01.008.006800.3,1745,2
1990,219,01,01.011,01.011.014700,01.011.014700.1,1745,2
1990,219,01,01.002,01.002.000400,01.002.000400.6,1745,2
1990,219,01,01.015,01.015.016900,01.015.016900.2,1745,2
1990,219,01,01.014,01.014.017900,01.014.017900.2,1745,2
1990,219,01,01.002,01.002.000500,01.002.000500.4,1745,2
1990,219,01,01.011,01.011.013400,01.011.013400.7,1745,2
1990,219,01,01.008,01.008.007700,01.008.007700.7,1745,2
1990,219,01,01.008,01.008.008300,01.008.008300.6,1745,2
1990,219,01,01.014,01.014.017600,01.014.017600.5,1745,2
1990,219,01,01.014,01.014.018700,01.014.018700.2,1745,2
1990,219,01,01.018,01.018.019500,01.018.019500.1,1745,2
1990,219,01,01.013,01.013.016400,01.013.016400.3,1745,2
1990,219,01,01.002,01.002.000800,01.002.000800.1,1745,2
1990,219,01,01.014,01.014.017800,01.014.017800.2,1745,2
1990,219,01,01.008,01.008.008000,01.008.008000.7,1745,2
1990,219,01,01.008,01.008.008700,01.008.008700.3,1745,2
1990,219,01,01.011,01.011.013000,01.011.013000.2,1745,2
1990,220,01,01.008,01.008.008800,01.008.008800.4,1745,2
1990,220,01,01.014,01.014.018400,01.014.018400.2,1745,2
1990,220,01,01.008,01.008.008800,01.008.008800.5,1745,2
1990,220,01,01.014,01.014.018600,01.014.018600.4,1745,2
1990,220,01,01.002,01.002.000400,01.002.000400.2,1745,2
1990,220,01,01.002,01.002.002300,01.002.002300.8,1745,2
1990,220,01,01.014,01.014.017800,01.014.017800.3,1745,2
1990,220,01,01.008,01.008.007700,01.008.007700.3,1745,2
1990,221,01,01.011,01.011.015200,01.011.015200.3,1745,2
1990,221,01,01.008,01.008.010800,01.008.010800.3,1745,2
1990,212,01,01.002,01.002.000800,01.002.000800.1,1745,4
1990,212,01,01.018,01.018.019500,01.018.019500.1,1745,4
1990,216,01,01.008,01.008.008300,01.008.008300.3,1745,4
1990,219,01,01.014,01.014.018400,01.014.018400.9,1745,4
1990,209,01,01.008,01.008.009900,01.008.009900.4,1746,2
1990,212,01,01.013,01.013.016000,01.013.016000.2,1746,2
1990,212,01,01.011,01.011.015100,01.011.015100.3,1746,2
1990,213,01,01.002,01.002.002300,01.002.002300.2,1746,2
1990,213,01,01.008,01.008.010400,01.008.010400.3,1746,2
1990,214,01,01.008,01.008.005500,01.008.005500.1,1746,2
1990,214,01,01.018,01.018.019400,01.018.019400.3,1746,2
1990,214,01,01.008,01.008.006500,01.008.006500.3,1746,2
1990,214,01,01.002,01.002.000700,01.002.000700.7,1746,2
1990,214,01,01.008,01.008.007700,01.008.007700.6,1746,2
1990,215,01,01.011,01.011.014700,01.011.014700.2,1746,2
1990,216,01,01.002,01.002.002100,01.002.002100.6,1746,2
1990,216,01,01.008,01.008.006800,01.008.006800.6,1746,2
1990,217,01,01.009,01.009.003200,01.009.003200.3,1746,2
1990,217,01,01.018,01.018.019300,01.018.019300.3,1746,2
1990,217,01,01.002,01.002.000700,01.002.000700.4,1746,2
1990,217,01,01.011,01.011.013500,01.011.013500.3,1746,2
1990,218,01,01.002,01.002.000500,01.002.000500.8,1746,2
1990,218,01,01.016,01.016.017100,01.016.017100.1,1746,2
1990,218,01,01.013,01.013.016500,01.013.016500.2,1746,2
1990,219,01,01.015,01.015.016200,01.015.016200.3,1746,2
1990,219,01,01.016,01.016.017000,01.016.017000.2,1746,2
1990,219,01,01.002,01.002.000500,01.002.000500.1,1746,2
1990,219,01,01.008,01.008.010400,01.008.010400.7,1746,2
1990,219,01,01.008,01.008.008900,01.008.008900.7,1746,2
1990,219,01,01.002,01.002.000500,01.002.000500.7,1746,2
1990,220,01,01.008,01.008.005300,01.008.005300.8,1746,2
1990,210,01,01.008,01.008.006900,01.008.006900.1,1748,2
1990,211,01,01.008,01.008.007400,01.008.007400.3,1748,2
1990,212,01,01.018,01.018.019400,01.018.019400.2,1748,2
1990,212,01,01.008,01.008.008100,01.008.008100.1,1748,2
1990,212,01,01.018,01.018.019300,01.018.019300.2,1748,2
1990,212,01,01.002,01.002.000700,01.002.000700.3,1748,2
1990,212,01,01.002,01.002.000900,01.002.000900.7,1748,2
1990,212,01,01.011,01.011.014300,01.011.014300.4,1748,2
1990,212,01,01.018,01.018.019300,01.018.019300.3,1748,2
1990,212,01,01.002,01.002.000700,01.002.000700.4,1748,2
1990,212,01,01.008,01.008.006200,01.008.006200.6,1748,2
1990,212,01,01.008,01.008.009800,01.008.009800.2,1748,2
1990,212,01,01.002,01.002.000700,01.002.000700.6,1748,2
1990,213,01,01.008,01.008.008900,01.008.008900.5,1748,2
1990,213,01,01.002,01.002.001500,01.002.001500.1,1748,2
1990,213,01,01.004,01.004.011200,01.004.011200.5,1748,2
1990,213,01,01.011,01.011.014700,01.011.014700.1,1748,2
1990,213,01,01.008,01.008.010400,01.008.010400.3,1748,2
1990,213,01,01.004,01.004.011500,01.004.011500.9,1748,2
1990,214,01,01.008,01.008.010700,01.008.010700.5,1748,2
1990,214,01,01.008,01.008.007500,01.008.007500.1,1748,2
1990,214,01,01.011,01.011.014900,01.011.014900.2,1748,2
1990,214,01,01.008,01.008.003800,01.008.003800.2,1748,2
1990,214,01,01.011,01.011.013800,01.011.013800.2,1748,2
1990,214,01,01.008,01.008.011000,01.008.011000.1,1748,2
1990,214,01,01.008,01.008.005700,01.008.005700.2,1748,2
1990,215,01,01.008,01.008.009700,01.008.009700.1,1748,2
1990,215,01,01.011,01.011.013600,01.011.013600.4,1748,2
1990,215,01,01.011,01.011.013900,01.011.013900.3,1748,2
1990,215,01,01.002,01.002.001300,01.002.001300.1,1748,2
1990,215,01,01.008,01.008.005100,01.008.005100.2,1748,2
1990,215,01,01.011,01.011.013500,01.011.013500.3,1748,2
1990,215,01,01.011,01.011.014100,01.011.014100.4,1748,2
1990,216,01,01.008,01.008.011000,01.008.011000.1,1748,2
1990,216,01,01.002,01.002.000900,01.002.000900.9,1748,2
1990,216,01,01.002,01.002.000600,01.002.000600.7,1748,2
1990,216,01,01.002,01.002.000900,01.002.000900.7,1748,2
1990,216,01,01.008,01.008.008700,01.008.008700.3,1748,2
1990,216,01,01.008,01.008.007600,01.008.007600.8,1748,2
1990,216,01,01.002,01.002.000900,01.002.000900.3,1748,2
1990,216,01,01.004,01.004.011700,01.004.011700.6,1748,2
1990,216,01,01.008,01.008.007800,01.008.007800.2,1748,2
1990,216,01,01.008,01.008.008200,01.008.008200.5,1748,2
1990,216,01,01.008,01.008.005100,01.008.005100.2,1748,2
1990,216,01,01.008,01.008.005600,01.008.005600.2,1748,2
1990,216,01,01.018,01.018.019100,01.018.019100.5,1748,2
1990,217,01,01.018,01.018.019300,01.018.019300.3,1748,2
1990,217,01,01.011,01.011.014300,01.011.014300.6,1748,2
1990,217,01,01.008,01.008.010400,01.008.010400.5,1748,2
1990,217,01,01.002,01.002.002100,01.002.002100.6,1748,2
1990,217,01,01.008,01.008.006400,01.008.006400.2,1748,2
1990,217,01,01.008,01.008.005100,01.008.005100.5,1748,2
1990,217,01,01.002,01.002.001100,01.002.001100.6,1748,2
1990,217,01,01.011,01.011.012700,01.011.012700.2,1748,2
1990,217,01,01.008,01.008.007000,01.008.007000.2,1748,2
1990,217,01,01.008,01.008.006800,01.008.006800.2,1748,2
1990,217,01,01.011,01.011.014000,01.011.014000.2,1748,2
1990,217,01,01.008,01.008.006000,01.008.006000.5,1748,2
1990,217,01,01.002,01.002.000700,01.002.000700.4,1748,2
1990,218,01,01.008,01.008.005500,01.008.005500.6,1748,2
1990,218,01,01.011,01.011.014300,01.011.014300.4,1748,2
1990,218,01,01.011,01.011.013900,01.011.013900.4,1748,2
1990,218,01,01.008,01.008.005000,01.008.005000.5,1748,2
1990,219,01,01.002,01.002.000500,01.002.000500.9,1748,2
1990,219,01,01.008,01.008.007600,01.008.007600.8,1748,2
1990,219,01,01.011,01.011.012900,01.011.012900.2,1748,2
1990,219,01,01.011,01.011.014500,01.011.014500.5,1748,2
1990,219,01,01.017,01.017.018900,01.017.018900.1,1748,2
1990,219,01,01.008,01.008.006900,01.008.006900.5,1748,2
1990,219,01,01.008,01.008.005100,01.008.005100.3,1748,2
1990,220,01,01.008,01.008.007200,01.008.007200.5,1748,2
1990,220,01,01.008,01.008.005200,01.008.005200.5,1748,2
1990,220,01,01.008,01.008.007700,01.008.007700.3,1748,2
1990,221,01,01.008,01.008.007800,01.008.007800.1,1748,2
1990,221,01,01.002,01.002.001600,01.002.001600.1,1748,2
1990,221,01,01.002,01.002.000600,01.002.000600.9,1748,2
1990,221,01,01.008,01.008.005000,01.008.005000.5,1748,2
1990,221,01,01.018,01.018.019200,01.018.019200.2,1748,2
1990,208,01,01.002,01.002.002200,01.002.002200.5,1749,2
1990,209,01,01.008,01.008.005700,01.008.005700.7,1749,2
1990,209,01,01.001,01.001.000100,01.001.000100.2,1749,2
1990,209,01,01.008,01.008.004900,01.008.004900.5,1749,2
1990,209,01,01.008,01.008.005600,01.008.005600.1,1749,2
1990,209,01,01.008,01.008.005600,01.008.005600.2,1749,2
1990,209,01,01.008,01.008.003800,01.008.003800.7,1749,2
1990,209,01,01.014,01.014.018500,01.014.018500.3,1749,2
1990,210,01,01.009,01.009.003000,01.009.003000.1,1749,2
1990,210,01,01.004,01.004.011100,01.004.011100.5,1749,2
1990,210,01,01.008,01.008.010700,01.008.010700.2,1749,2
1990,210,01,01.008,01.008.006700,01.008.006700.5,1749,2
1990,210,01,01.008,01.008.006400,01.008.006400.5,1749,2
1990,210,01,01.008,01.008.010200,01.008.010200.3,1749,2
1990,210,01,01.008,01.008.006700,01.008.006700.1,1749,2
1990,210,01,01.014,01.014.017700,01.014.017700.8,1749,2
1990,210,01,01.008,01.008.003700,01.008.003700.8,1749,2
1990,210,01,01.004,01.004.011900,01.004.011900.2,1749,2
1990,210,01,01.004,01.004.011500,01.004.011500.3,1749,2
1990,210,01,01.008,01.008.001000,01.008.001000.4,1749,2
1990,210,01,01.002,01.002.001400,01.002.001400.5,1749,2
1990,210,01,01.008,01.008.009600,01.008.009600.9,1749,2
1990,210,01,01.002,01.002.000600,01.002.000600.3,1749,2
1990,210,01,01.008,01.008.006500,01.008.006500.4,1749,2
1990,210,01,01.018,01.018.019100,01.018.019100.1,1749,2
1990,210,01,01.002,01.002.001900,01.002.001900.6,1749,2
1990,210,01,01.008,01.008.009100,01.008.009100.1,1749,2
1990,210,01,01.008,01.008.004400,01.008.004400.1,1749,2
1990,210,01,01.002,01.002.001600,01.002.001600.1,1749,2
1990,211,01,01.006,01.006.002500,01.006.002500.3,1749,2
1990,211,01,01.008,01.008.010900,01.008.010900.4,1749,2
1990,211,01,01.011,01.011.013500,01.011.013500.2,1749,2
1990,211,01,01.008,01.008.008700,01.008.008700.7,1749,2
1990,211,01,01.014,01.014.018800,01.014.018800.2,1749,2
1990,211,01,01.018,01.018.019100,01.018.019100.2,1749,2
1990,211,01,01.008,01.008.007500,01.008.007500.4,1749,2
1990,211,01,01.008,01.008.004700,01.008.004700.2,1749,2
1990,211,01,01.002,01.002.000500,01.002.000500.2,1749,2
1990,211,01,01.002,01.002.002000,01.002.002000.5,1749,2
1990,211,01,01.002,01.002.002200,01.002.002200.5,1749,2
1990,211,01,01.008,01.008.003600,01.008.003600.4,1749,2
1990,211,01,01.008,01.008.003800,01.008.003800.4,1749,2
1990,211,01,01.008,01.008.004600,01.008.004600.4,1749,2
1990,211,01,01.008,01.008.006600,01.008.006600.7,1749,2
1990,211,01,01.008,01.008.008600,01.008.008600.5,1749,2
1990,211,01,01.008,01.008.009700,01.008.009700.2,1749,2
1990,211,01,01.007,01.007.012200,01.007.012200.6,1749,2
1990,211,01,01.013,01.013.016200,01.013.016200.6,1749,2
1990,211,01,01.007,01.007.012100,01.007.012100.3,1749,2
1990,211,01,01.008,01.008.003800,01.008.003800.5,1749,2
1990,211,01,01.008,01.008.005600,01.008.005600.4,1749,2
1990,211,01,01.008,01.008.009500,01.008.009500.5,1749,2
1990,211,01,01.008,01.008.009700,01.008.009700.6,1749,2
1990,211,01,01.008,01.008.010100,01.008.010100.2,1749,2
1990,211,01,01.009,01.009.003200,01.009.003200.3,1749,2
1990,211,01,01.014,01.014.018500,01.014.018500.4,1749,2
1990,211,01,01.015,01.015.016200,01.015.016200.4,1749,2
1990,211,01,01.002,01.002.000600,01.002.000600.1,1749,2
1990,211,01,01.009,01.009.003200,01.009.003200.2,1749,2
1990,211,01,01.008,01.008.010200,01.008.010200.5,1749,2
1990,211,01,01.008,01.008.009200,01.008.009200.8,1749,2
1990,211,01,01.008,01.008.008700,01.008.008700.4,1749,2
1990,211,01,01.008,01.008.008600,01.008.008600.1,1749,2
1990,211,01,01.008,01.008.008200,01.008.008200.1,1749,2
1990,211,01,01.008,01.008.008100,01.008.008100.4,1749,2
1990,211,01,01.008,01.008.007700,01.008.007700.4,1749,2
1990,211,01,01.008,01.008.006600,01.008.006600.3,1749,2
1990,211,01,01.002,01.002.000600,01.002.000600.4,1749,2
1990,211,01,01.001,01.001.000200,01.001.000200.1,1749,2
1990,211,01,01.017,01.017.019000,01.017.019000.1,1749,2
1990,211,01,01.008,01.008.010800,01.008.010800.3,1749,2
1990,211,01,01.008,01.008.005700,01.008.005700.4,1749,2
1990,211,01,01.008,01.008.004600,01.008.004600.2,1749,2
1990,211,01,01.007,01.007.012000,01.007.012000.1,1749,2
1990,211,01,01.002,01.002.000400,01.002.000400.8,1749,2
1990,212,01,01.008,01.008.005500,01.008.005500.3,1749,2
1990,212,01,01.008,01.008.006500,01.008.006500.7,1749,2
1990,212,01,01.006,01.006.002600,01.006.002600.1,1749,2
1990,212,01,01.017,01.017.019000,01.017.019000.2,1749,2
1990,212,01,01.008,01.008.007700,01.008.007700.1,1749,2
1990,212,01,01.004,01.004.011300,01.004.011300.5,1749,2
1990,212,01,01.002,01.002.001000,01.002.001000.2,1749,2
1990,212,01,01.002,01.002.000600,01.002.000600.8,1749,2
1990,212,01,01.002,01.002.000600,01.002.000600.6,1749,2
1990,212,01,01.002,01.002.000800,01.002.000800.6,1749,2
1990,212,01,01.008,01.008.008800,01.008.008800.6,1749,2
1990,212,01,01.011,01.011.014100,01.011.014100.4,1749,2
1990,212,01,01.002,01.002.001800,01.002.001800.5,1749,2
1990,212,01,01.004,01.004.011200,01.004.011200.5,1749,2
1990,212,01,01.008,01.008.008700,01.008.008700.6,1749,2
1990,212,01,01.009,01.009.002800,01.009.002800.1,1749,2
1990,212,01,01.011,01.011.015200,01.011.015200.1,1749,2
1990,212,01,01.014,01.014.018000,01.014.018000.2,1749,2
1990,212,01,01.008,01.008.008300,01.008.008300.3,1749,2
1990,212,01,01.008,01.008.006800,01.008.006800.6,1749,2
1990,212,01,01.008,01.008.006800,01.008.006800.3,1749,2
1990,212,01,01.007,01.007.012100,01.007.012100.5,1749,2
1990,212,01,01.011,01.011.013300,01.011.013300.4,1749,2
1990,212,01,01.008,01.008.006500,01.008.006500.3,1749,2
1990,212,01,01.018,01.018.019100,01.018.019100.4,1749,2
1990,212,01,01.011,01.011.014300,01.011.014300.1,1749,2
1990,212,01,01.008,01.008.006700,01.008.006700.3,1749,2
1990,212,01,01.011,01.011.013700,01.011.013700.3,1749,2
1990,212,01,01.011,01.011.013600,01.011.013600.7,1749,2
1990,212,01,01.002,01.002.000500,01.002.000500.7,1749,2
1990,212,01,01.002,01.002.000800,01.002.000800.4,1749,2
1990,212,01,01.008,01.008.007600,01.008.007600.6,1749,2
1990,212,01,01.008,01.008.006700,01.008.006700.4,1749,2
1990,212,01,01.002,01.002.001900,01.002.001900.5,1749,2
1990,212,01,01.004,01.004.011100,01.004.011100.3,1749,2
1990,212,01,01.008,01.008.008900,01.008.008900.4,1749,2
1990,212,01,01.008,01.008.002900,01.008.002900.7,1749,2
1990,212,01,01.008,01.008.003700,01.008.003700.6,1749,2
1990,212,01,01.008,01.008.003800,01.008.003800.1,1749,2
1990,212,01,01.008,01.008.003900,01.008.003900.3,1749,2
1990,212,01,01.008,01.008.009600,01.008.009600.1,1749,2
1990,212,01,01.008,01.008.004100,01.008.004100.2,1749,2
1990,212,01,01.008,01.008.004500,01.008.004500.7,1749,2
1990,212,01,01.008,01.008.004700,01.008.004700.6,1749,2
1990,212,01,01.008,01.008.004900,01.008.004900.6,1749,2
1990,212,01,01.008,01.008.005400,01.008.005400.5,1749,2
1990,212,01,01.008,01.008.005800,01.008.005800.3,1749,2
1990,212,01,01.008,01.008.010600,01.008.010600.3,1749,2
1990,212,01,01.011,01.011.012700,01.011.012700.2,1749,2
1990,212,01,01.011,01.011.014600,01.011.014600.7,1749,2
1990,212,01,01.008,01.008.009700,01.008.009700.7,1749,2
1990,212,01,01.008,01.008.010700,01.008.010700.4,1749,2
1990,212,01,01.011,01.011.015100,01.011.015100.1,1749,2
1990,212,01,01.008,01.008.010700,01.008.010700.5,1749,2
1990,212,01,01.013,01.013.016400,01.013.016400.1,1749,2
1990,212,01,01.009,01.009.002900,01.009.002900.1,1749,2
1990,212,01,01.016,01.016.017000,01.016.017000.2,1749,2
1990,212,01,01.009,01.009.003200,01.009.003200.6,1749,2
1990,212,01,01.011,01.011.013400,01.011.013400.2,1749,2
1990,212,01,01.008,01.008.004100,01.008.004100.6,1749,2
1990,212,01,01.007,01.007.012300,01.007.012300.2,1749,2
1990,212,01,01.011,01.011.014600,01.011.014600.5,1749,2
1990,212,01,01.014,01.014.018400,01.014.018400.4,1749,2
1990,212,01,01.007,01.007.012200,01.007.012200.7,1749,2
1990,212,01,01.007,01.007.012100,01.007.012100.3,1749,2
1990,212,01,01.002,01.002.000400,01.002.000400.3,1749,2
1990,212,01,01.014,01.014.018600,01.014.018600.5,1749,2
1990,212,01,01.018,01.018.019200,01.018.019200.1,1749,2
1990,212,01,01.011,01.011.012700,01.011.012700.3,1749,2
1990,212,01,01.002,01.002.000600,01.002.000600.2,1749,2
1990,212,01,01.008,01.008.003800,01.008.003800.7,1749,2
1990,212,01,01.008,01.008.004300,01.008.004300.7,1749,2
1990,212,01,01.008,01.008.010700,01.008.010700.1,1749,2
1990,212,01,01.008,01.008.009200,01.008.009200.6,1749,2
1990,212,01,01.008,01.008.005300,01.008.005300.7,1749,2
1990,212,01,01.008,01.008.005500,01.008.005500.5,1749,2
1990,212,01,01.008,01.008.004900,01.008.004900.3,1749,2
1990,213,01,01.008,01.008.007300,01.008.007300.5,1749,2
1990,213,01,01.008,01.008.006700,01.008.006700.2,1749,2
1990,213,01,01.008,01.008.006400,01.008.006400.4,1749,2
1990,213,01,01.004,01.004.011900,01.004.011900.2,1749,2
1990,213,01,01.011,01.011.015500,01.011.015500.4,1749,2
1990,213,01,01.008,01.008.003500,01.008.003500.1,1749,2
1990,213,01,01.008,01.008.003700,01.008.003700.3,1749,2
1990,213,01,01.011,01.011.015800,01.011.015800.1,1749,2
1990,213,01,01.013,01.013.016200,01.013.016200.4,1749,2
1990,213,01,01.014,01.014.018000,01.014.018000.1,1749,2
1990,213,01,01.014,01.014.018400,01.014.018400.6,1749,2
1990,213,01,01.008,01.008.006800,01.008.006800.6,1749,2
1990,213,01,01.008,01.008.006900,01.008.006900.4,1749,2
1990,213,01,01.008,01.008.008900,01.008.008900.5,1749,2
1990,213,01,01.013,01.013.016200,01.013.016200.7,1749,2
1990,213,01,01.014,01.014.017200,01.014.017200.5,1749,2
1990,213,01,01.014,01.014.017700,01.014.017700.5,1749,2
1990,213,01,01.015,01.015.016900,01.015.016900.2,1749,2
1990,213,01,01.018,01.018.019300,01.018.019300.3,1749,2
1990,213,01,01.002,01.002.000900,01.002.000900.7,1749,2
1990,213,01,01.002,01.002.002100,01.002.002100.3,1749,2
1990,213,01,01.002,01.002.002300,01.002.002300.3,1749,2
